"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"05.01.2023 11:00 - 05.01.2023 11:15","8416","8273"
"05.01.2023 11:15 - 05.01.2023 11:30","8484","8376"
"05.01.2023 11:30 - 05.01.2023 11:45","8476","8357"
"05.01.2023 11:45 - 05.01.2023 12:00","8436","8328"
"05.01.2023 12:00 - 05.01.2023 12:15","8428","8319"
"05.01.2023 12:15 - 05.01.2023 12:30","8336","8220"
"05.01.2023 12:30 - 05.01.2023 12:45","8272","8131"
"05.01.2023 12:45 - 05.01.2023 13:00","8228","8064"
"05.01.2023 13:00 - 05.01.2023 13:15","8232","8037"
"05.01.2023 13:15 - 05.01.2023 13:30","8216","7983"
"05.01.2023 13:30 - 05.01.2023 13:45","8176","7951"
"05.01.2023 13:45 - 05.01.2023 14:00","8124","7940"
"05.01.2023 14:00 - 05.01.2023 14:15","8116","7955"
"05.01.2023 14:15 - 05.01.2023 14:30","8092","7905"
"05.01.2023 14:30 - 05.01.2023 14:45","8072","7862"
"05.01.2023 14:45 - 05.01.2023 15:00","8060","7819"
"05.01.2023 15:00 - 05.01.2023 15:15","8080","7849"
"05.01.2023 15:15 - 05.01.2023 15:30","8076","7848"
"05.01.2023 15:30 - 05.01.2023 15:45","8092","7829"
"05.01.2023 15:45 - 05.01.2023 16:00","8120","7823"
"05.01.2023 16:00 - 05.01.2023 16:15","8156","7866"
"05.01.2023 16:15 - 05.01.2023 16:30","8192","7900"
"05.01.2023 16:30 - 05.01.2023 16:45","8256","7980"
"05.01.2023 16:45 - 05.01.2023 17:00","8316","8065"
"05.01.2023 17:00 - 05.01.2023 17:15","8356","8100"
"05.01.2023 17:15 - 05.01.2023 17:30","8396","8128"
"05.01.2023 17:30 - 05.01.2023 17:45","8432","8140"
"05.01.2023 17:45 - 05.01.2023 18:00","8444","8151"
"05.01.2023 18:00 - 05.01.2023 18:15","8436","8054"
"05.01.2023 18:15 - 05.01.2023 18:30","8388","7988"
"05.01.2023 18:30 - 05.01.2023 18:45","8328","7920"
"05.01.2023 18:45 - 05.01.2023 19:00","8260","7844"
"05.01.2023 19:00 - 05.01.2023 19:15","8144","7726"
"05.01.2023 19:15 - 05.01.2023 19:30","8028","7608"
"05.01.2023 19:30 - 05.01.2023 19:45","7916","7509"
"05.01.2023 19:45 - 05.01.2023 20:00","7796","7352"
"05.01.2023 20:00 - 05.01.2023 20:15","7688","7258"
"05.01.2023 20:15 - 05.01.2023 20:30","7568","7096"
"05.01.2023 20:30 - 05.01.2023 20:45","7440","6970"
"05.01.2023 20:45 - 05.01.2023 21:00","7308","6810"
"05.01.2023 21:00 - 05.01.2023 21:15","7164","6665"
"05.01.2023 21:15 - 05.01.2023 21:30","7036","6551"
"05.01.2023 21:30 - 05.01.2023 21:45","6908","6422"
"05.01.2023 21:45 - 05.01.2023 22:00","6828","6374"
"05.01.2023 22:00 - 05.01.2023 22:15","7004","6592"
"05.01.2023 22:15 - 05.01.2023 22:30","6936","6494"
"05.01.2023 22:30 - 05.01.2023 22:45","6796","6384"
"05.01.2023 22:45 - 05.01.2023 23:00","6680","6273"
"05.01.2023 23:00 - 05.01.2023 23:15","6596","6178"
"05.01.2023 23:15 - 05.01.2023 23:30","6452","6049"
"05.01.2023 23:30 - 05.01.2023 23:45","6336","5910"
"05.01.2023 23:45 - 06.01.2023 00:00","6240","5820"
"06.01.2023 00:00 - 06.01.2023 00:15","5556","5871"
"06.01.2023 00:15 - 06.01.2023 00:30","5484","5755"
"06.01.2023 00:30 - 06.01.2023 00:45","5388","5628"
"06.01.2023 00:45 - 06.01.2023 01:00","5304","5509"
"06.01.2023 01:00 - 06.01.2023 01:15","5288","5534"
"06.01.2023 01:15 - 06.01.2023 01:30","5220","5454"
"06.01.2023 01:30 - 06.01.2023 01:45","5140","5380"
"06.01.2023 01:45 - 06.01.2023 02:00","5088","5304"
"06.01.2023 02:00 - 06.01.2023 02:15","5228","5356"
"06.01.2023 02:15 - 06.01.2023 02:30","5164","5328"
"06.01.2023 02:30 - 06.01.2023 02:45","5096","5229"
"06.01.2023 02:45 - 06.01.2023 03:00","5028","5174"
"06.01.2023 03:00 - 06.01.2023 03:15","5036","5148"
"06.01.2023 03:15 - 06.01.2023 03:30","4984","5140"
"06.01.2023 03:30 - 06.01.2023 03:45","4960","5100"
"06.01.2023 03:45 - 06.01.2023 04:00","4932","5088"
"06.01.2023 04:00 - 06.01.2023 04:15","4964","5131"
"06.01.2023 04:15 - 06.01.2023 04:30","4964","5158"
"06.01.2023 04:30 - 06.01.2023 04:45","4988","5194"
"06.01.2023 04:45 - 06.01.2023 05:00","4988","5192"
"06.01.2023 05:00 - 06.01.2023 05:15","5024","5270"
"06.01.2023 05:15 - 06.01.2023 05:30","5032","5326"
"06.01.2023 05:30 - 06.01.2023 05:45","5044","5412"
"06.01.2023 05:45 - 06.01.2023 06:00","5056","5443"
"06.01.2023 06:00 - 06.01.2023 06:15","5020","5478"
"06.01.2023 06:15 - 06.01.2023 06:30","5040","5542"
"06.01.2023 06:30 - 06.01.2023 06:45","5084","5640"
"06.01.2023 06:45 - 06.01.2023 07:00","5148","5702"
"06.01.2023 07:00 - 06.01.2023 07:15","5220","5852"
"06.01.2023 07:15 - 06.01.2023 07:30","5296","5948"
"06.01.2023 07:30 - 06.01.2023 07:45","5364","6063"
"06.01.2023 07:45 - 06.01.2023 08:00","5420","6133"
"06.01.2023 08:00 - 06.01.2023 08:15","5424","6242"
"06.01.2023 08:15 - 06.01.2023 08:30","5496","6302"
"06.01.2023 08:30 - 06.01.2023 08:45","5572","6404"
"06.01.2023 08:45 - 06.01.2023 09:00","5640","6516"
"06.01.2023 09:00 - 06.01.2023 09:15","5736","6614"
"06.01.2023 09:15 - 06.01.2023 09:30","5784","6635"
"06.01.2023 09:30 - 06.01.2023 09:45","5824","6671"
"06.01.2023 09:45 - 06.01.2023 10:00","5876","6732"
"06.01.2023 10:00 - 06.01.2023 10:15","5924","6795"
"06.01.2023 10:15 - 06.01.2023 10:30","5976","6787"
"06.01.2023 10:30 - 06.01.2023 10:45","6012","6765"
"06.01.2023 10:45 - 06.01.2023 11:00","6056","6744"
"06.01.2023 11:00 - 06.01.2023 11:15","6084","6747"
"06.01.2023 11:15 - 06.01.2023 11:30","6132","6752"
"06.01.2023 11:30 - 06.01.2023 11:45","6140","6711"
"06.01.2023 11:45 - 06.01.2023 12:00","6096","6680"
"06.01.2023 12:00 - 06.01.2023 12:15","6100","6625"
"06.01.2023 12:15 - 06.01.2023 12:30","6004","6510"
"06.01.2023 12:30 - 06.01.2023 12:45","5924","6413"
"06.01.2023 12:45 - 06.01.2023 13:00","5868","6348"
"06.01.2023 13:00 - 06.01.2023 13:15","5960","6372"
"06.01.2023 13:15 - 06.01.2023 13:30","5904","6338"
"06.01.2023 13:30 - 06.01.2023 13:45","5856","6274"
"06.01.2023 13:45 - 06.01.2023 14:00","5828","6242"
"06.01.2023 14:00 - 06.01.2023 14:15","5772","6210"
"06.01.2023 14:15 - 06.01.2023 14:30","5760","6172"
"06.01.2023 14:30 - 06.01.2023 14:45","5792","6222"
"06.01.2023 14:45 - 06.01.2023 15:00","5792","6176"
"06.01.2023 15:00 - 06.01.2023 15:15","5724","6232"
"06.01.2023 15:15 - 06.01.2023 15:30","5768","6283"
"06.01.2023 15:30 - 06.01.2023 15:45","5788","6362"
"06.01.2023 15:45 - 06.01.2023 16:00","5840","6432"
"06.01.2023 16:00 - 06.01.2023 16:15","5948","6480"
"06.01.2023 16:15 - 06.01.2023 16:30","6044","6607"
"06.01.2023 16:30 - 06.01.2023 16:45","6180","6729"
"06.01.2023 16:45 - 06.01.2023 17:00","6296","6856"
"06.01.2023 17:00 - 06.01.2023 17:15","6412","6978"
"06.01.2023 17:15 - 06.01.2023 17:30","6488","7085"
"06.01.2023 17:30 - 06.01.2023 17:45","6544","7105"
"06.01.2023 17:45 - 06.01.2023 18:00","6580","7114"
"06.01.2023 18:00 - 06.01.2023 18:15","6628","7100"
"06.01.2023 18:15 - 06.01.2023 18:30","6620","7080"
"06.01.2023 18:30 - 06.01.2023 18:45","6612","7052"
"06.01.2023 18:45 - 06.01.2023 19:00","6580","6986"
"06.01.2023 19:00 - 06.01.2023 19:15","6532","6937"
"06.01.2023 19:15 - 06.01.2023 19:30","6488","6877"
"06.01.2023 19:30 - 06.01.2023 19:45","6424","6796"
"06.01.2023 19:45 - 06.01.2023 20:00","6372","6730"
"06.01.2023 20:00 - 06.01.2023 20:15","6308","6615"
"06.01.2023 20:15 - 06.01.2023 20:30","6228","6548"
"06.01.2023 20:30 - 06.01.2023 20:45","6172","6477"
"06.01.2023 20:45 - 06.01.2023 21:00","6092","6357"
"06.01.2023 21:00 - 06.01.2023 21:15","6112","6256"
"06.01.2023 21:15 - 06.01.2023 21:30","6048","6151"
"06.01.2023 21:30 - 06.01.2023 21:45","5964","6093"
"06.01.2023 21:45 - 06.01.2023 22:00","5960","6063"
"06.01.2023 22:00 - 06.01.2023 22:15","6200","6231"
"06.01.2023 22:15 - 06.01.2023 22:30","6172","6167"
"06.01.2023 22:30 - 06.01.2023 22:45","6064","6065"
"06.01.2023 22:45 - 06.01.2023 23:00","5992","5978"
"06.01.2023 23:00 - 06.01.2023 23:15","5980","5910"
"06.01.2023 23:15 - 06.01.2023 23:30","5872","5784"
"06.01.2023 23:30 - 06.01.2023 23:45","5768","5660"
"06.01.2023 23:45 - 07.01.2023 00:00","5728","5591"
"07.01.2023 00:00 - 07.01.2023 00:15","5876","5622"
"07.01.2023 00:15 - 07.01.2023 00:30","5776","5528"
"07.01.2023 00:30 - 07.01.2023 00:45","5664","5425"
"07.01.2023 00:45 - 07.01.2023 01:00","5564","5324"
"07.01.2023 01:00 - 07.01.2023 01:15","5564","5321"
"07.01.2023 01:15 - 07.01.2023 01:30","5464","5262"
"07.01.2023 01:30 - 07.01.2023 01:45","5388","5198"
"07.01.2023 01:45 - 07.01.2023 02:00","5312","5155"
"07.01.2023 02:00 - 07.01.2023 02:15","5352","5238"
"07.01.2023 02:15 - 07.01.2023 02:30","5280","5210"
"07.01.2023 02:30 - 07.01.2023 02:45","5208","5156"
"07.01.2023 02:45 - 07.01.2023 03:00","5160","5065"
"07.01.2023 03:00 - 07.01.2023 03:15","5160","5000"
"07.01.2023 03:15 - 07.01.2023 03:30","5128","5025"
"07.01.2023 03:30 - 07.01.2023 03:45","5116","4998"
"07.01.2023 03:45 - 07.01.2023 04:00","5120","4990"
"07.01.2023 04:00 - 07.01.2023 04:15","5164","5025"
"07.01.2023 04:15 - 07.01.2023 04:30","5188","5046"
"07.01.2023 04:30 - 07.01.2023 04:45","5224","5078"
"07.01.2023 04:45 - 07.01.2023 05:00","5280","5106"
"07.01.2023 05:00 - 07.01.2023 05:15","5376","5220"
"07.01.2023 05:15 - 07.01.2023 05:30","5428","5340"
"07.01.2023 05:30 - 07.01.2023 05:45","5512","5424"
"07.01.2023 05:45 - 07.01.2023 06:00","5576","5496"
"07.01.2023 06:00 - 07.01.2023 06:15","5612","5647"
"07.01.2023 06:15 - 07.01.2023 06:30","5704","5720"
"07.01.2023 06:30 - 07.01.2023 06:45","5792","5832"
"07.01.2023 06:45 - 07.01.2023 07:00","5876","5914"
"07.01.2023 07:00 - 07.01.2023 07:15","5948","6141"
"07.01.2023 07:15 - 07.01.2023 07:30","6060","6244"
"07.01.2023 07:30 - 07.01.2023 07:45","6160","6333"
"07.01.2023 07:45 - 07.01.2023 08:00","6236","6429"
"07.01.2023 08:00 - 07.01.2023 08:15","6348","6559"
"07.01.2023 08:15 - 07.01.2023 08:30","6420","6633"
"07.01.2023 08:30 - 07.01.2023 08:45","6516","6726"
"07.01.2023 08:45 - 07.01.2023 09:00","6612","6813"
"07.01.2023 09:00 - 07.01.2023 09:15","6684","6895"
"07.01.2023 09:15 - 07.01.2023 09:30","6700","6885"
"07.01.2023 09:30 - 07.01.2023 09:45","6716","6936"
"07.01.2023 09:45 - 07.01.2023 10:00","6720","6899"
"07.01.2023 10:00 - 07.01.2023 10:15","6716","6869"
"07.01.2023 10:15 - 07.01.2023 10:30","6724","6848"
"07.01.2023 10:30 - 07.01.2023 10:45","6724","6841"
"07.01.2023 10:45 - 07.01.2023 11:00","6704","6843"
"07.01.2023 11:00 - 07.01.2023 11:15","6672","6757"
"07.01.2023 11:15 - 07.01.2023 11:30","6688","6788"
"07.01.2023 11:30 - 07.01.2023 11:45","6680","6764"
"07.01.2023 11:45 - 07.01.2023 12:00","6632","6758"
"07.01.2023 12:00 - 07.01.2023 12:15","6608","6740"
"07.01.2023 12:15 - 07.01.2023 12:30","6500","6645"
"07.01.2023 12:30 - 07.01.2023 12:45","6412","6599"
"07.01.2023 12:45 - 07.01.2023 13:00","6352","6519"
"07.01.2023 13:00 - 07.01.2023 13:15","6336","6558"
"07.01.2023 13:15 - 07.01.2023 13:30","6280","6534"
"07.01.2023 13:30 - 07.01.2023 13:45","6236","6506"
"07.01.2023 13:45 - 07.01.2023 14:00","6220","6463"
"07.01.2023 14:00 - 07.01.2023 14:15","6188","6456"
"07.01.2023 14:15 - 07.01.2023 14:30","6172","6476"
"07.01.2023 14:30 - 07.01.2023 14:45","6172","6525"
"07.01.2023 14:45 - 07.01.2023 15:00","6188","6565"
"07.01.2023 15:00 - 07.01.2023 15:15","6224","6625"
"07.01.2023 15:15 - 07.01.2023 15:30","6252","6642"
"07.01.2023 15:30 - 07.01.2023 15:45","6300","6717"
"07.01.2023 15:45 - 07.01.2023 16:00","6368","6761"
"07.01.2023 16:00 - 07.01.2023 16:15","6436","6838"
"07.01.2023 16:15 - 07.01.2023 16:30","6528","6946"
"07.01.2023 16:30 - 07.01.2023 16:45","6664","7066"
"07.01.2023 16:45 - 07.01.2023 17:00","6776","7239"
"07.01.2023 17:00 - 07.01.2023 17:15","6856","7336"
"07.01.2023 17:15 - 07.01.2023 17:30","6904","7374"
"07.01.2023 17:30 - 07.01.2023 17:45","6932","7420"
"07.01.2023 17:45 - 07.01.2023 18:00","6928","7390"
"07.01.2023 18:00 - 07.01.2023 18:15","6924","7384"
"07.01.2023 18:15 - 07.01.2023 18:30","6868","7282"
"07.01.2023 18:30 - 07.01.2023 18:45","6800","7236"
"07.01.2023 18:45 - 07.01.2023 19:00","6740","7157"
"07.01.2023 19:00 - 07.01.2023 19:15","6672","7049"
"07.01.2023 19:15 - 07.01.2023 19:30","6592","6970"
"07.01.2023 19:30 - 07.01.2023 19:45","6508","6908"
"07.01.2023 19:45 - 07.01.2023 20:00","6424","6821"
"07.01.2023 20:00 - 07.01.2023 20:15","6344","6733"
"07.01.2023 20:15 - 07.01.2023 20:30","6240","6621"
"07.01.2023 20:30 - 07.01.2023 20:45","6152","6526"
"07.01.2023 20:45 - 07.01.2023 21:00","6060","6402"
"07.01.2023 21:00 - 07.01.2023 21:15","5968","6312"
"07.01.2023 21:15 - 07.01.2023 21:30","5884","6201"
"07.01.2023 21:30 - 07.01.2023 21:45","5816","6118"
"07.01.2023 21:45 - 07.01.2023 22:00","5784","6090"
"07.01.2023 22:00 - 07.01.2023 22:15","6028","6310"
"07.01.2023 22:15 - 07.01.2023 22:30","5984","6270"
"07.01.2023 22:30 - 07.01.2023 22:45","5876","6175"
"07.01.2023 22:45 - 07.01.2023 23:00","5796","6074"
"07.01.2023 23:00 - 07.01.2023 23:15","5832","5971"
"07.01.2023 23:15 - 07.01.2023 23:30","5720","5872"
"07.01.2023 23:30 - 07.01.2023 23:45","5636","5793"
"07.01.2023 23:45 - 08.01.2023 00:00","5552","5699"
"08.01.2023 00:00 - 08.01.2023 00:15","5692","5730"
"08.01.2023 00:15 - 08.01.2023 00:30","5604","5648"
"08.01.2023 00:30 - 08.01.2023 00:45","5508","5562"
"08.01.2023 00:45 - 08.01.2023 01:00","5424","5480"
"08.01.2023 01:00 - 08.01.2023 01:15","5400","5442"
"08.01.2023 01:15 - 08.01.2023 01:30","5324","5324"
"08.01.2023 01:30 - 08.01.2023 01:45","5248","5240"
"08.01.2023 01:45 - 08.01.2023 02:00","5196","5219"
"08.01.2023 02:00 - 08.01.2023 02:15","5300","5306"
"08.01.2023 02:15 - 08.01.2023 02:30","5244","5266"
"08.01.2023 02:30 - 08.01.2023 02:45","5180","5212"
"08.01.2023 02:45 - 08.01.2023 03:00","5124","5160"
"08.01.2023 03:00 - 08.01.2023 03:15","5156","5137"
"08.01.2023 03:15 - 08.01.2023 03:30","5116","5105"
"08.01.2023 03:30 - 08.01.2023 03:45","5092","5105"
"08.01.2023 03:45 - 08.01.2023 04:00","5072","5106"
"08.01.2023 04:00 - 08.01.2023 04:15","5112","5140"
"08.01.2023 04:15 - 08.01.2023 04:30","5120","5144"
"08.01.2023 04:30 - 08.01.2023 04:45","5136","5156"
"08.01.2023 04:45 - 08.01.2023 05:00","5156","5202"
"08.01.2023 05:00 - 08.01.2023 05:15","5200","5265"
"08.01.2023 05:15 - 08.01.2023 05:30","5224","5322"
"08.01.2023 05:30 - 08.01.2023 05:45","5252","5369"
"08.01.2023 05:45 - 08.01.2023 06:00","5292","5395"
"08.01.2023 06:00 - 08.01.2023 06:15","5288","5462"
"08.01.2023 06:15 - 08.01.2023 06:30","5344","5547"
"08.01.2023 06:30 - 08.01.2023 06:45","5408","5642"
"08.01.2023 06:45 - 08.01.2023 07:00","5492","5708"
"08.01.2023 07:00 - 08.01.2023 07:15","5584","5859"
"08.01.2023 07:15 - 08.01.2023 07:30","5676","5928"
"08.01.2023 07:30 - 08.01.2023 07:45","5760","6052"
"08.01.2023 07:45 - 08.01.2023 08:00","5836","6144"
"08.01.2023 08:00 - 08.01.2023 08:15","5856","6244"
"08.01.2023 08:15 - 08.01.2023 08:30","5932","6345"
"08.01.2023 08:30 - 08.01.2023 08:45","6020","6438"
"08.01.2023 08:45 - 08.01.2023 09:00","6100","6486"
"08.01.2023 09:00 - 08.01.2023 09:15","6200","6615"
"08.01.2023 09:15 - 08.01.2023 09:30","6252","6698"
"08.01.2023 09:30 - 08.01.2023 09:45","6296","6772"
"08.01.2023 09:45 - 08.01.2023 10:00","6344","6820"
"08.01.2023 10:00 - 08.01.2023 10:15","6396","6886"
"08.01.2023 10:15 - 08.01.2023 10:30","6444","6958"
"08.01.2023 10:30 - 08.01.2023 10:45","6476","6997"
"08.01.2023 10:45 - 08.01.2023 11:00","6508","7048"
"08.01.2023 11:00 - 08.01.2023 11:15","6520","7092"
"08.01.2023 11:15 - 08.01.2023 11:30","6564","7161"
"08.01.2023 11:30 - 08.01.2023 11:45","6564","7185"
"08.01.2023 11:45 - 08.01.2023 12:00","6516","7140"
"08.01.2023 12:00 - 08.01.2023 12:15","6524","7126"
"08.01.2023 12:15 - 08.01.2023 12:30","6432","7022"
"08.01.2023 12:30 - 08.01.2023 12:45","6348","6975"
"08.01.2023 12:45 - 08.01.2023 13:00","6284","6872"
"08.01.2023 13:00 - 08.01.2023 13:15","6300","6866"
"08.01.2023 13:15 - 08.01.2023 13:30","6252","6820"
"08.01.2023 13:30 - 08.01.2023 13:45","6208","6813"
"08.01.2023 13:45 - 08.01.2023 14:00","6176","6739"
"08.01.2023 14:00 - 08.01.2023 14:15","6136","6732"
"08.01.2023 14:15 - 08.01.2023 14:30","6124","6691"
"08.01.2023 14:30 - 08.01.2023 14:45","6136","6691"
"08.01.2023 14:45 - 08.01.2023 15:00","6136","6673"
"08.01.2023 15:00 - 08.01.2023 15:15","6116","6710"
"08.01.2023 15:15 - 08.01.2023 15:30","6144","6700"
"08.01.2023 15:30 - 08.01.2023 15:45","6172","6728"
"08.01.2023 15:45 - 08.01.2023 16:00","6228","6754"
"08.01.2023 16:00 - 08.01.2023 16:15","6320","6790"
"08.01.2023 16:15 - 08.01.2023 16:30","6416","6853"
"08.01.2023 16:30 - 08.01.2023 16:45","6544","6958"
"08.01.2023 16:45 - 08.01.2023 17:00","6664","7068"
"08.01.2023 17:00 - 08.01.2023 17:15","6776","7132"
"08.01.2023 17:15 - 08.01.2023 17:30","6852","7176"
"08.01.2023 17:30 - 08.01.2023 17:45","6896","7182"
"08.01.2023 17:45 - 08.01.2023 18:00","6928","7214"
"08.01.2023 18:00 - 08.01.2023 18:15","6960","7264"
"08.01.2023 18:15 - 08.01.2023 18:30","6936","7219"
"08.01.2023 18:30 - 08.01.2023 18:45","6912","7195"
"08.01.2023 18:45 - 08.01.2023 19:00","6868","7150"
"08.01.2023 19:00 - 08.01.2023 19:15","6808","7097"
"08.01.2023 19:15 - 08.01.2023 19:30","6748","7054"
"08.01.2023 19:30 - 08.01.2023 19:45","6684","6962"
"08.01.2023 19:45 - 08.01.2023 20:00","6620","6886"
"08.01.2023 20:00 - 08.01.2023 20:15","6540","6798"
"08.01.2023 20:15 - 08.01.2023 20:30","6448","6722"
"08.01.2023 20:30 - 08.01.2023 20:45","6376","6635"
"08.01.2023 20:45 - 08.01.2023 21:00","6288","6534"
"08.01.2023 21:00 - 08.01.2023 21:15","6256","6416"
"08.01.2023 21:15 - 08.01.2023 21:30","6180","6344"
"08.01.2023 21:30 - 08.01.2023 21:45","6092","6271"
"08.01.2023 21:45 - 08.01.2023 22:00","6080","6217"
"08.01.2023 22:00 - 08.01.2023 22:15","6316","6494"
"08.01.2023 22:15 - 08.01.2023 22:30","6280","6425"
"08.01.2023 22:30 - 08.01.2023 22:45","6172","6337"
"08.01.2023 22:45 - 08.01.2023 23:00","6092","6238"
"08.01.2023 23:00 - 08.01.2023 23:15","6056","6140"
"08.01.2023 23:15 - 08.01.2023 23:30","5944","6022"
"08.01.2023 23:30 - 08.01.2023 23:45","5836","5923"
"08.01.2023 23:45 - 09.01.2023 00:00","5780","5846"
"09.01.2023 00:00 - 09.01.2023 00:15","6076","5875"
"09.01.2023 00:15 - 09.01.2023 00:30","5976","5808"
"09.01.2023 00:30 - 09.01.2023 00:45","5876","5746"
"09.01.2023 00:45 - 09.01.2023 01:00","5780","5633"
"09.01.2023 01:00 - 09.01.2023 01:15","5768","5570"
"09.01.2023 01:15 - 09.01.2023 01:30","5696","5515"
"09.01.2023 01:30 - 09.01.2023 01:45","5644","5440"
"09.01.2023 01:45 - 09.01.2023 02:00","5588","5399"
"09.01.2023 02:00 - 09.01.2023 02:15","5672","5460"
"09.01.2023 02:15 - 09.01.2023 02:30","5620","5433"
"09.01.2023 02:30 - 09.01.2023 02:45","5568","5374"
"09.01.2023 02:45 - 09.01.2023 03:00","5528","5322"
"09.01.2023 03:00 - 09.01.2023 03:15","5528","5374"
"09.01.2023 03:15 - 09.01.2023 03:30","5516","5336"
"09.01.2023 03:30 - 09.01.2023 03:45","5512","5382"
"09.01.2023 03:45 - 09.01.2023 04:00","5528","5396"
"09.01.2023 04:00 - 09.01.2023 04:15","5568","5478"
"09.01.2023 04:15 - 09.01.2023 04:30","5616","5531"
"09.01.2023 04:30 - 09.01.2023 04:45","5688","5585"
"09.01.2023 04:45 - 09.01.2023 05:00","5796","5700"
"09.01.2023 05:00 - 09.01.2023 05:15","5980","5962"
"09.01.2023 05:15 - 09.01.2023 05:30","6132","6169"
"09.01.2023 05:30 - 09.01.2023 05:45","6304","6367"
"09.01.2023 05:45 - 09.01.2023 06:00","6500","6651"
"09.01.2023 06:00 - 09.01.2023 06:15","6684","7063"
"09.01.2023 06:15 - 09.01.2023 06:30","6916","7364"
"09.01.2023 06:30 - 09.01.2023 06:45","7112","7656"
"09.01.2023 06:45 - 09.01.2023 07:00","7296","7903"
"09.01.2023 07:00 - 09.01.2023 07:15","7528","8196"
"09.01.2023 07:15 - 09.01.2023 07:30","7696","8402"
"09.01.2023 07:30 - 09.01.2023 07:45","7828","8549"
"09.01.2023 07:45 - 09.01.2023 08:00","7932","8706"
"09.01.2023 08:00 - 09.01.2023 08:15","8036","8887"
"09.01.2023 08:15 - 09.01.2023 08:30","8100","8922"
"09.01.2023 08:30 - 09.01.2023 08:45","8152","8967"
"09.01.2023 08:45 - 09.01.2023 09:00","8200","9072"
"09.01.2023 09:00 - 09.01.2023 09:15","8208","9096"
"09.01.2023 09:15 - 09.01.2023 09:30","8236","9096"
"09.01.2023 09:30 - 09.01.2023 09:45","8268","9152"
"09.01.2023 09:45 - 09.01.2023 10:00","8280","9138"
"09.01.2023 10:00 - 09.01.2023 10:15","8284","9179"
"09.01.2023 10:15 - 09.01.2023 10:30","8296","9202"
"09.01.2023 10:30 - 09.01.2023 10:45","8312","9278"
"09.01.2023 10:45 - 09.01.2023 11:00","8332","9319"
"09.01.2023 11:00 - 09.01.2023 11:15","8336","9332"
"09.01.2023 11:15 - 09.01.2023 11:30","8384","9333"
"09.01.2023 11:30 - 09.01.2023 11:45","8384","9358"
"09.01.2023 11:45 - 09.01.2023 12:00","8340","9272"
"09.01.2023 12:00 - 09.01.2023 12:15","8328","9237"
"09.01.2023 12:15 - 09.01.2023 12:30","8232","9173"
"09.01.2023 12:30 - 09.01.2023 12:45","8172","9112"
"09.01.2023 12:45 - 09.01.2023 13:00","8128","9129"
"09.01.2023 13:00 - 09.01.2023 13:15","8148","9252"
"09.01.2023 13:15 - 09.01.2023 13:30","8112","9201"
"09.01.2023 13:30 - 09.01.2023 13:45","8068","9180"
"09.01.2023 13:45 - 09.01.2023 14:00","8020","9114"
"09.01.2023 14:00 - 09.01.2023 14:15","8004","9114"
"09.01.2023 14:15 - 09.01.2023 14:30","7988","9104"
"09.01.2023 14:30 - 09.01.2023 14:45","7976","9050"
"09.01.2023 14:45 - 09.01.2023 15:00","7976","9036"
"09.01.2023 15:00 - 09.01.2023 15:15","7992","9086"
"09.01.2023 15:15 - 09.01.2023 15:30","8000","9030"
"09.01.2023 15:30 - 09.01.2023 15:45","8016","8986"
"09.01.2023 15:45 - 09.01.2023 16:00","8056","8964"
"09.01.2023 16:00 - 09.01.2023 16:15","8108","9012"
"09.01.2023 16:15 - 09.01.2023 16:30","8152","9055"
"09.01.2023 16:30 - 09.01.2023 16:45","8224","9036"
"09.01.2023 16:45 - 09.01.2023 17:00","8292","9102"
"09.01.2023 17:00 - 09.01.2023 17:15","8328","9070"
"09.01.2023 17:15 - 09.01.2023 17:30","8368","9054"
"09.01.2023 17:30 - 09.01.2023 17:45","8400","9078"
"09.01.2023 17:45 - 09.01.2023 18:00","8400","9121"
"09.01.2023 18:00 - 09.01.2023 18:15","8372","9015"
"09.01.2023 18:15 - 09.01.2023 18:30","8324","8914"
"09.01.2023 18:30 - 09.01.2023 18:45","8272","8881"
"09.01.2023 18:45 - 09.01.2023 19:00","8204","8876"
"09.01.2023 19:00 - 09.01.2023 19:15","8100","8667"
"09.01.2023 19:15 - 09.01.2023 19:30","7988","8599"
"09.01.2023 19:30 - 09.01.2023 19:45","7876","8508"
"09.01.2023 19:45 - 09.01.2023 20:00","7756","8330"
"09.01.2023 20:00 - 09.01.2023 20:15","7632","8203"
"09.01.2023 20:15 - 09.01.2023 20:30","7500","8053"
"09.01.2023 20:30 - 09.01.2023 20:45","7376","7938"
"09.01.2023 20:45 - 09.01.2023 21:00","7244","7805"
"09.01.2023 21:00 - 09.01.2023 21:15","7108","7647"
"09.01.2023 21:15 - 09.01.2023 21:30","6984","7486"
"09.01.2023 21:30 - 09.01.2023 21:45","6860","7375"
"09.01.2023 21:45 - 09.01.2023 22:00","6776","7284"
"09.01.2023 22:00 - 09.01.2023 22:15","6976","7468"
"09.01.2023 22:15 - 09.01.2023 22:30","6904","7362"
"09.01.2023 22:30 - 09.01.2023 22:45","6768","7238"
"09.01.2023 22:45 - 09.01.2023 23:00","6652","7073"
"09.01.2023 23:00 - 09.01.2023 23:15","6572","6978"
"09.01.2023 23:15 - 09.01.2023 23:30","6432","6866"
"09.01.2023 23:30 - 09.01.2023 23:45","6312","6743"
