"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"29.11.2022 04:45 - 29.11.2022 05:00","21","19","n/e","n/e","9467","8447"
"29.11.2022 05:00 - 29.11.2022 05:15","21","19","n/e","n/e","9429","8452"
"29.11.2022 05:15 - 29.11.2022 05:30","20","18","n/e","n/e","9385","8440"
"29.11.2022 05:30 - 29.11.2022 05:45","20","16","n/e","n/e","9341","8428"
"29.11.2022 05:45 - 29.11.2022 06:00","19","14","n/e","n/e","9296","8414"
"29.11.2022 06:00 - 29.11.2022 06:15","19","15","n/e","n/e","9254","8503"
"29.11.2022 06:15 - 29.11.2022 06:30","19","15","n/e","n/e","9205","8480"
"29.11.2022 06:30 - 29.11.2022 06:45","19","16","n/e","n/e","9153","8456"
"29.11.2022 06:45 - 29.11.2022 07:00","19","16","n/e","n/e","9097","8432"
"29.11.2022 07:00 - 29.11.2022 07:15","20","19","n/e","n/e","9047","8272"
"29.11.2022 07:15 - 29.11.2022 07:30","20","19","n/e","n/e","8982","8241"
"29.11.2022 07:30 - 29.11.2022 07:45","20","19","n/e","n/e","8911","8208"
"29.11.2022 07:45 - 29.11.2022 08:00","19","18","n/e","n/e","8838","8172"
"29.11.2022 08:00 - 29.11.2022 08:15","133","37","n/e","n/e","8760","8158"
"29.11.2022 08:15 - 29.11.2022 08:30","376","367","n/e","n/e","8690","8111"
"29.11.2022 08:30 - 29.11.2022 08:45","787","805","n/e","n/e","8624","8068"
"29.11.2022 08:45 - 29.11.2022 09:00","1325","1320","n/e","n/e","8558","8025"
"29.11.2022 09:00 - 29.11.2022 09:15","3106","2647","n/e","n/e","8511","8019"
"29.11.2022 09:15 - 29.11.2022 09:30","4088","3538","n/e","n/e","8426","7956"
"29.11.2022 09:30 - 29.11.2022 09:45","4993","4442","n/e","n/e","8325","7894"
"29.11.2022 09:45 - 29.11.2022 10:00","5792","5309","n/e","n/e","8216","7837"
"29.11.2022 10:00 - 29.11.2022 10:15","7000","6965","n/e","n/e","8082","7650"
"29.11.2022 10:15 - 29.11.2022 10:30","7594","7487","n/e","n/e","7988","7624"
"29.11.2022 10:30 - 29.11.2022 10:45","8040","7894","n/e","n/e","7915","7616"
"29.11.2022 10:45 - 29.11.2022 11:00","8363","8206","n/e","n/e","7860","7619"
"29.11.2022 11:00 - 29.11.2022 11:15","8746","8597","n/e","n/e","7804","7310"
"29.11.2022 11:15 - 29.11.2022 11:30","8945","8834","n/e","n/e","7773","7310"
"29.11.2022 11:30 - 29.11.2022 11:45","9117","9014","n/e","n/e","7746","7313"
"29.11.2022 11:45 - 29.11.2022 12:00","9266","9145","n/e","n/e","7721","7316"
"29.11.2022 12:00 - 29.11.2022 12:15","9459","9478","n/e","n/e","7702","7634"
"29.11.2022 12:15 - 29.11.2022 12:30","9548","9528","n/e","n/e","7676","7597"
"29.11.2022 12:30 - 29.11.2022 12:45","9601","9553","n/e","n/e","7645","7564"
"29.11.2022 12:45 - 29.11.2022 13:00","9620","9554","n/e","n/e","7610","7530"
"29.11.2022 13:00 - 29.11.2022 13:15","9657","9614","n/e","n/e","7579","7916"
"29.11.2022 13:15 - 29.11.2022 13:30","9624","9584","n/e","n/e","7538","7829"
"29.11.2022 13:30 - 29.11.2022 13:45","9571","9530","n/e","n/e","7493","7751"
"29.11.2022 13:45 - 29.11.2022 14:00","9501","9451","n/e","n/e","7443","7679"
"29.11.2022 14:00 - 29.11.2022 14:15","9461","9216","n/e","n/e","7402","7887"
"29.11.2022 14:15 - 29.11.2022 14:30","9358","9116","n/e","n/e","7341","7805"
"29.11.2022 14:30 - 29.11.2022 14:45","9234","8974","n/e","n/e","7274","7722"
"29.11.2022 14:45 - 29.11.2022 15:00","9057","8775","n/e","n/e","7201","7633"
"29.11.2022 15:00 - 29.11.2022 15:15","9105","8956","n/e","n/e","7126","7804"
"29.11.2022 15:15 - 29.11.2022 15:30","8694","8536","n/e","n/e","7050","7674"
"29.11.2022 15:30 - 29.11.2022 15:45","8119","8002","n/e","n/e","6974","7540"
"29.11.2022 15:45 - 29.11.2022 16:00","7388","7339","n/e","n/e","6902","7410"
"29.11.2022 16:00 - 29.11.2022 16:15","6964","7304","n/e","n/e","6821","7238"
"29.11.2022 16:15 - 29.11.2022 16:30","5906","6127","n/e","n/e","6757","7152"
"29.11.2022 16:30 - 29.11.2022 16:45","4753","4863","n/e","n/e","6701","7084"
"29.11.2022 16:45 - 29.11.2022 17:00","3590","3614","n/e","n/e","6656","7032"
"29.11.2022 17:00 - 29.11.2022 17:15","2596","2401","n/e","n/e","6588","7105"
"29.11.2022 17:15 - 29.11.2022 17:30","1680","1657","n/e","n/e","6581","7074"
"29.11.2022 17:30 - 29.11.2022 17:45","1029","1091","n/e","n/e","6597","7056"
"29.11.2022 17:45 - 29.11.2022 18:00","610","681","n/e","n/e","6623","7044"
"29.11.2022 18:00 - 29.11.2022 18:15","325","298","n/e","n/e","6688","6989"
"29.11.2022 18:15 - 29.11.2022 18:30","218","211","n/e","n/e","6692","6975"
"29.11.2022 18:30 - 29.11.2022 18:45","160","171","n/e","n/e","6668","6961"
"29.11.2022 18:45 - 29.11.2022 19:00","130","146","n/e","n/e","6623","6945"
"29.11.2022 19:00 - 29.11.2022 19:15","109","97","n/e","n/e","6557","7212"
"29.11.2022 19:15 - 29.11.2022 19:30","92","89","n/e","n/e","6507","7153"
"29.11.2022 19:30 - 29.11.2022 19:45","76","83","n/e","n/e","6470","7089"
"29.11.2022 19:45 - 29.11.2022 20:00","64","76","n/e","n/e","6442","7020"
"29.11.2022 20:00 - 29.11.2022 20:15","45","73","n/e","n/e","6428","7286"
"29.11.2022 20:15 - 29.11.2022 20:30","48","68","n/e","n/e","6399","7190"
"29.11.2022 20:30 - 29.11.2022 20:45","61","64","n/e","n/e","6360","7097"
"29.11.2022 20:45 - 29.11.2022 21:00","78","61","n/e","n/e","6313","7006"
"29.11.2022 21:00 - 29.11.2022 21:15","117","60","n/e","n/e","6267","7218"
"29.11.2022 21:15 - 29.11.2022 21:30","133","57","n/e","n/e","6208","7089"
"29.11.2022 21:30 - 29.11.2022 21:45","139","54","n/e","n/e","6146","6962"
"29.11.2022 21:45 - 29.11.2022 22:00","137","51","n/e","n/e","6084","6838"
"29.11.2022 22:00 - 29.11.2022 22:15","130","62","n/e","n/e","6018","6868"
"29.11.2022 22:15 - 29.11.2022 22:30","123","55","n/e","n/e","5959","6748"
"29.11.2022 22:30 - 29.11.2022 22:45","118","47","n/e","n/e","5904","6627"
"29.11.2022 22:45 - 29.11.2022 23:00","113","40","n/e","n/e","5853","6508"
"29.11.2022 23:00 - 29.11.2022 23:15","119","26","n/e","n/e","5804","5954"
"29.11.2022 23:15 - 29.11.2022 23:30","106","22","n/e","n/e","5754","5872"
"29.11.2022 23:30 - 29.11.2022 23:45","86","19","n/e","n/e","5702","5793"
"29.11.2022 23:45 - 30.11.2022 00:00","62","19","n/e","n/e","5649","5714"
"30.11.2022 00:00 - 30.11.2022 00:15","27","17","n/e","n/e","5606","5365"
"30.11.2022 00:15 - 30.11.2022 00:30","28","17","n/e","n/e","5525","5296"
"30.11.2022 00:30 - 30.11.2022 00:45","29","17","n/e","n/e","5434","5231"
"30.11.2022 00:45 - 30.11.2022 01:00","29","17","n/e","n/e","5335","5165"
"30.11.2022 01:00 - 30.11.2022 01:15","30","13","n/e","n/e","5242","4965"
"30.11.2022 01:15 - 30.11.2022 01:30","31","13","n/e","n/e","5129","4870"
"30.11.2022 01:30 - 30.11.2022 01:45","30","12","n/e","n/e","5012","4777"
"30.11.2022 01:45 - 30.11.2022 02:00","29","12","n/e","n/e","4893","4680"
"30.11.2022 02:00 - 30.11.2022 02:15","28","8","n/e","n/e","4771","4693"
"30.11.2022 02:15 - 30.11.2022 02:30","28","8","n/e","n/e","4659","4577"
"30.11.2022 02:30 - 30.11.2022 02:45","28","9","n/e","n/e","4553","4458"
"30.11.2022 02:45 - 30.11.2022 03:00","28","9","n/e","n/e","4453","4341"
"30.11.2022 03:00 - 30.11.2022 03:15","29","9","n/e","n/e","4352","4390"
"30.11.2022 03:15 - 30.11.2022 03:30","30","10","n/e","n/e","4266","4287"
"30.11.2022 03:30 - 30.11.2022 03:45","29","10","n/e","n/e","4187","4189"
"30.11.2022 03:45 - 30.11.2022 04:00","29","10","n/e","n/e","4113","4095"
"30.11.2022 04:00 - 30.11.2022 04:15","29","11","n/e","n/e","4043","4010"
"30.11.2022 04:15 - 30.11.2022 04:30","26","10","n/e","n/e","3974","3935"
"30.11.2022 04:30 - 30.11.2022 04:45","23","9","n/e","n/e","3905","3865"
"30.11.2022 04:45 - 30.11.2022 05:00","20","9","n/e","n/e","3836","3797"
"30.11.2022 05:00 - 30.11.2022 05:15","16","6","n/e","n/e","3767","3768"
"30.11.2022 05:15 - 30.11.2022 05:30","14","7","n/e","n/e","3701","3707"
"30.11.2022 05:30 - 30.11.2022 05:45","12","7","n/e","n/e","3636","3651"
"30.11.2022 05:45 - 30.11.2022 06:00","11","8","n/e","n/e","3573","3595"
"30.11.2022 06:00 - 30.11.2022 06:15","11","8","n/e","n/e","3512","3643"
"30.11.2022 06:15 - 30.11.2022 06:30","11","8","n/e","n/e","3451","3575"
"30.11.2022 06:30 - 30.11.2022 06:45","12","9","n/e","n/e","3390","3508"
"30.11.2022 06:45 - 30.11.2022 07:00","12","9","n/e","n/e","3329","3443"
"30.11.2022 07:00 - 30.11.2022 07:15","14","8","n/e","n/e","3273","3181"
"30.11.2022 07:15 - 30.11.2022 07:30","13","8","n/e","n/e","3208","3129"
"30.11.2022 07:30 - 30.11.2022 07:45","12","8","n/e","n/e","3140","3082"
"30.11.2022 07:45 - 30.11.2022 08:00","9","8","n/e","n/e","3070","3038"
"30.11.2022 08:00 - 30.11.2022 08:15","126","84","n/e","n/e","3002","2802"
"30.11.2022 08:15 - 30.11.2022 08:30","295","295","n/e","n/e","2930","2776"
"30.11.2022 08:30 - 30.11.2022 08:45","568","577","n/e","n/e","2859","2749"
"30.11.2022 08:45 - 30.11.2022 09:00","926","917","n/e","n/e","2787","2717"
"30.11.2022 09:00 - 30.11.2022 09:15","1943","1858","n/e","n/e","2724","2650"
"30.11.2022 09:15 - 30.11.2022 09:30","2579","2460","n/e","n/e","2645","2589"
"30.11.2022 09:30 - 30.11.2022 09:45","3213","3073","n/e","n/e","2560","2518"
"30.11.2022 09:45 - 30.11.2022 10:00","3816","3671","n/e","n/e","2474","2443"
"30.11.2022 10:00 - 30.11.2022 10:15","4757","4605","n/e","n/e","2383","2369"
"30.11.2022 10:15 - 30.11.2022 10:30","5261","5081","n/e","n/e","2301","2319"
"30.11.2022 10:30 - 30.11.2022 10:45","5654","5479","n/e","n/e","2226","2269"
"30.11.2022 10:45 - 30.11.2022 11:00","5950","5805","n/e","n/e","2159","2221"
"30.11.2022 11:00 - 30.11.2022 11:15","6300","6411","n/e","n/e","2088","2166"
"30.11.2022 11:15 - 30.11.2022 11:30","6473","6603","n/e","n/e","2037","2128"
"30.11.2022 11:30 - 30.11.2022 11:45","6610","6737","n/e","n/e","1994","2096"
"30.11.2022 11:45 - 30.11.2022 12:00","6715","6821","n/e","n/e","1956","2068"
"30.11.2022 12:00 - 30.11.2022 12:15","6862","6992","n/e","n/e","1924","1997"
"30.11.2022 12:15 - 30.11.2022 12:30","6901","7009","n/e","n/e","1888","1979"
"30.11.2022 12:30 - 30.11.2022 12:45","6905","6993","n/e","n/e","1848","1945"
"30.11.2022 12:45 - 30.11.2022 13:00","6876","6952","n/e","n/e","1806","1899"
"30.11.2022 13:00 - 30.11.2022 13:15","6876","7063","n/e","n/e","1766","1755"
"30.11.2022 13:15 - 30.11.2022 13:30","6792","6993","n/e","n/e","1719","1728"
"30.11.2022 13:30 - 30.11.2022 13:45","6683","6909","n/e","n/e","1671","1700"
"30.11.2022 13:45 - 30.11.2022 14:00","6544","6814","n/e","n/e","1622","1671"
"30.11.2022 14:00 - 30.11.2022 14:15","6464","6692","n/e","n/e","1572","1643"
"30.11.2022 14:15 - 30.11.2022 14:30","6251","6687","n/e","n/e","1528","1610"
"30.11.2022 14:30 - 30.11.2022 14:45","5994","6665","n/e","n/e","1486","1576"
"30.11.2022 14:45 - 30.11.2022 15:00","5691","6577","n/e","n/e","1448","1541"
"30.11.2022 15:00 - 30.11.2022 15:15","5487","6554","n/e","n/e","1408","1276"
"30.11.2022 15:15 - 30.11.2022 15:30","5078","6070","n/e","n/e","1377","1250"
"30.11.2022 15:30 - 30.11.2022 15:45","4619","5471","n/e","n/e","1350","1229"
"30.11.2022 15:45 - 30.11.2022 16:00","4113","4788","n/e","n/e","1326","1211"
"30.11.2022 16:00 - 30.11.2022 16:15","3783","4283","n/e","n/e","1299","1190"
"30.11.2022 16:15 - 30.11.2022 16:30","3161","3488","n/e","n/e","1284","1178"
"30.11.2022 16:30 - 30.11.2022 16:45","2510","2706","n/e","n/e","1272","1171"
"30.11.2022 16:45 - 30.11.2022 17:00","1869","1976","n/e","n/e","1263","1168"
"30.11.2022 17:00 - 30.11.2022 17:15","1334","1004","n/e","n/e","1254","1180"
"30.11.2022 17:15 - 30.11.2022 17:30","836","624","n/e","n/e","1250","1191"
"30.11.2022 17:30 - 30.11.2022 17:45","479","359","n/e","n/e","1246","1207"
"30.11.2022 17:45 - 30.11.2022 18:00","248","186","n/e","n/e","1244","1226"
"30.11.2022 18:00 - 30.11.2022 18:15","68","95","n/e","n/e","1237","1247"
"30.11.2022 18:15 - 30.11.2022 18:30","34","54","n/e","n/e","1242","1268"
"30.11.2022 18:30 - 30.11.2022 18:45","22","41","n/e","n/e","1252","1288"
"30.11.2022 18:45 - 30.11.2022 19:00","17","35","n/e","n/e","1266","1309"
"30.11.2022 19:00 - 30.11.2022 19:15","13","37","n/e","n/e","1280","1329"
"30.11.2022 19:15 - 30.11.2022 19:30","11","31","n/e","n/e","1296","1354"
"30.11.2022 19:30 - 30.11.2022 19:45","9","25","n/e","n/e","1313","1382"
"30.11.2022 19:45 - 30.11.2022 20:00","7","19","n/e","n/e","1333","1413"
"30.11.2022 20:00 - 30.11.2022 20:15","5","25","n/e","n/e","1342","1439"
"30.11.2022 20:15 - 30.11.2022 20:30","5","20","n/e","n/e","1375","1481"
"30.11.2022 20:30 - 30.11.2022 20:45","5","16","n/e","n/e","1417","1530"
"30.11.2022 20:45 - 30.11.2022 21:00","5","14","n/e","n/e","1466","1587"
"30.11.2022 21:00 - 30.11.2022 21:15","7","10","n/e","n/e","1526","1817"
"30.11.2022 21:15 - 30.11.2022 21:30","7","11","n/e","n/e","1576","1858"
"30.11.2022 21:30 - 30.11.2022 21:45","6","12","n/e","n/e","1621","1904"
"30.11.2022 21:45 - 30.11.2022 22:00","5","12","n/e","n/e","1663","1955"
"30.11.2022 22:00 - 30.11.2022 22:15","3","8","n/e","n/e","1702","2005"
"30.11.2022 22:15 - 30.11.2022 22:30","2","8","n/e","n/e","1743","2064"
"30.11.2022 22:30 - 30.11.2022 22:45","2","8","n/e","n/e","1786","2128"
"30.11.2022 22:45 - 30.11.2022 23:00","2","8","n/e","n/e","1832","2194"
"30.11.2022 23:00 - 30.11.2022 23:15","3","8","n/e","n/e","1880","2310"
"30.11.2022 23:15 - 30.11.2022 23:30","3","9","n/e","n/e","1928","2381"
"30.11.2022 23:30 - 30.11.2022 23:45","3","9","n/e","n/e","1978","2452"
"30.11.2022 23:45 - 01.12.2022 00:00","3","9","n/e","n/e","2028","2525"
"01.12.2022 00:00 - 01.12.2022 00:15","3","8","n/e","n/e","2406","2603"
"01.12.2022 00:15 - 01.12.2022 00:30","3","8","n/e","n/e","2485","2679"
"01.12.2022 00:30 - 01.12.2022 00:45","3","8","n/e","n/e","2575","2761"
"01.12.2022 00:45 - 01.12.2022 01:00","4","8","n/e","n/e","2674","2850"
"01.12.2022 01:00 - 01.12.2022 01:15","4","9","n/e","n/e","2780","3033"
"01.12.2022 01:15 - 01.12.2022 01:30","5","9","n/e","n/e","2889","3144"
"01.12.2022 01:30 - 01.12.2022 01:45","5","9","n/e","n/e","3001","3267"
"01.12.2022 01:45 - 01.12.2022 02:00","5","8","n/e","n/e","3115","3400"
"01.12.2022 02:00 - 01.12.2022 02:15","5","10","n/e","n/e","3232","3648"
"01.12.2022 02:15 - 01.12.2022 02:30","5","9","n/e","n/e","3356","3798"
"01.12.2022 02:30 - 01.12.2022 02:45","4","9","n/e","n/e","3488","3955"
"01.12.2022 02:45 - 01.12.2022 03:00","4","9","n/e","n/e","3627","4115"
"01.12.2022 03:00 - 01.12.2022 03:15","4","8","n/e","n/e","3773","4299"
"01.12.2022 03:15 - 01.12.2022 03:30","4","8","n/e","n/e","3927","4455"
"01.12.2022 03:30 - 01.12.2022 03:45","4","9","n/e","n/e","4088","4603"
"01.12.2022 03:45 - 01.12.2022 04:00","4","9","n/e","n/e","4250","4742"
"01.12.2022 04:00 - 01.12.2022 04:15","4","8","n/e","n/e","4446","5010"
"01.12.2022 04:15 - 01.12.2022 04:30","4","9","n/e","n/e","4589","5104"
"01.12.2022 04:30 - 01.12.2022 04:45","4","9","n/e","n/e","4713","5192"
"01.12.2022 04:45 - 01.12.2022 05:00","4","9","n/e","n/e","4822","5276"
"01.12.2022 05:00 - 01.12.2022 05:15","4","8","n/e","n/e","4933","5400"
"01.12.2022 05:15 - 01.12.2022 05:30","4","8","n/e","n/e","5026","5470"
"01.12.2022 05:30 - 01.12.2022 05:45","5","8","n/e","n/e","5117","5534"
"01.12.2022 05:45 - 01.12.2022 06:00","6","8","n/e","n/e","5206","5593"
"01.12.2022 06:00 - 01.12.2022 06:15","9","7","n/e","n/e","5307","5653"
"01.12.2022 06:15 - 01.12.2022 06:30","9","7","n/e","n/e","5385","5707"
"01.12.2022 06:30 - 01.12.2022 06:45","7","8","n/e","n/e","5454","5761"
"01.12.2022 06:45 - 01.12.2022 07:00","6","8","n/e","n/e","5515","5816"
"01.12.2022 07:00 - 01.12.2022 07:15","3","8","n/e","n/e","5580","5958"
"01.12.2022 07:15 - 01.12.2022 07:30","2","8","n/e","n/e","5632","6005"
"01.12.2022 07:30 - 01.12.2022 07:45","3","8","n/e","n/e","5680","6051"
"01.12.2022 07:45 - 01.12.2022 08:00","4","7","n/e","n/e","5726","6095"
"01.12.2022 08:00 - 01.12.2022 08:15","79","7","n/e","n/e","5779","6207"
"01.12.2022 08:15 - 01.12.2022 08:30","231","180","n/e","n/e","5821","6273"
"01.12.2022 08:30 - 01.12.2022 08:45","488","481","n/e","n/e","5859","6328"
"01.12.2022 08:45 - 01.12.2022 09:00","829","823","n/e","n/e","5882","6363"
"01.12.2022 09:00 - 01.12.2022 09:15","1938","1580","n/e","n/e","5959","6432"
"01.12.2022 09:15 - 01.12.2022 09:30","2603","2317","n/e","n/e","5915","6417"
"01.12.2022 09:30 - 01.12.2022 09:45","3262","3102","n/e","n/e","5824","6386"
"01.12.2022 09:45 - 01.12.2022 10:00","3887","3863","n/e","n/e","5702","6341"
"01.12.2022 10:00 - 01.12.2022 10:15","4861","4197","n/e","n/e","5536","6266"
"01.12.2022 10:15 - 01.12.2022 10:30","5384","4753","n/e","n/e","5426","6213"
"01.12.2022 10:30 - 01.12.2022 10:45","5794","5292","n/e","n/e","5350","6165"
"01.12.2022 10:45 - 01.12.2022 11:00","6105","5781","n/e","n/e","5301","6123"
"01.12.2022 11:00 - 01.12.2022 11:15","6471","5876","n/e","n/e","5267","6237"
"01.12.2022 11:15 - 01.12.2022 11:30","6651","6204","n/e","n/e","5235","6204"
"01.12.2022 11:30 - 01.12.2022 11:45","6793","6517","n/e","n/e","5196","6184"
"01.12.2022 11:45 - 01.12.2022 12:00","6911","6793","n/e","n/e","5155","6177"
"01.12.2022 12:00 - 01.12.2022 12:15","7037","6817","n/e","n/e","5088","6327"
"01.12.2022 12:15 - 01.12.2022 12:30","7142","7022","n/e","n/e","5068","6328"
"01.12.2022 12:30 - 01.12.2022 12:45","7250","7227","n/e","n/e","5068","6337"
"01.12.2022 12:45 - 01.12.2022 13:00","7349","7405","n/e","n/e","5090","6352"
"01.12.2022 13:00 - 01.12.2022 13:15","7511","7159","n/e","n/e","5099","6532"
"01.12.2022 13:15 - 01.12.2022 13:30","7550","7256","n/e","n/e","5158","6556"
"01.12.2022 13:30 - 01.12.2022 13:45","7539","7366","n/e","n/e","5232","6584"
"01.12.2022 13:45 - 01.12.2022 14:00","7484","7456","n/e","n/e","5316","6613"
"01.12.2022 14:00 - 01.12.2022 14:15","7453","6776","n/e","n/e","5413","6529"
"01.12.2022 14:15 - 01.12.2022 14:30","7337","6871","n/e","n/e","5501","6560"
"01.12.2022 14:30 - 01.12.2022 14:45","7201","6980","n/e","n/e","5583","6595"
"01.12.2022 14:45 - 01.12.2022 15:00","7024","7037","n/e","n/e","5661","6630"
"01.12.2022 15:00 - 01.12.2022 15:15","7005","6702","n/e","n/e","5734","6696"
"01.12.2022 15:15 - 01.12.2022 15:30","6662","6402","n/e","n/e","5809","6686"
"01.12.2022 15:30 - 01.12.2022 15:45","6206","6040","n/e","n/e","5888","6689"
"01.12.2022 15:45 - 01.12.2022 16:00","5643","5592","n/e","n/e","5978","6712"
"01.12.2022 16:00 - 01.12.2022 16:15","5318","5341","n/e","n/e","6032","6889"
"01.12.2022 16:15 - 01.12.2022 16:30","4519","4429","n/e","n/e","6176","6958"
"01.12.2022 16:30 - 01.12.2022 16:45","3649","3485","n/e","n/e","6357","7055"
"01.12.2022 16:45 - 01.12.2022 17:00","2769","2574","n/e","n/e","6564","7180"
"01.12.2022 17:00 - 01.12.2022 17:15","2031","1881","n/e","n/e","6821","7267"
"01.12.2022 17:15 - 01.12.2022 17:30","1319","1265","n/e","n/e","7024","7495"
"01.12.2022 17:30 - 01.12.2022 17:45","799","805","n/e","n/e","7201","7754"
"01.12.2022 17:45 - 01.12.2022 18:00","451","478","n/e","n/e","7351","8014"
"01.12.2022 18:00 - 01.12.2022 18:15","173","201","n/e","n/e","7525","8198"
"01.12.2022 18:15 - 01.12.2022 18:30","109","150","n/e","n/e","7630","8344"
"01.12.2022 18:30 - 01.12.2022 18:45","83","123","n/e","n/e","7715","8465"
"01.12.2022 18:45 - 01.12.2022 19:00","71","104","n/e","n/e","7779","8561"
"01.12.2022 19:00 - 01.12.2022 19:15","68","74","n/e","n/e","7867","8704"
"01.12.2022 19:15 - 01.12.2022 19:30","64","66","n/e","n/e","7887","8724"
"01.12.2022 19:30 - 01.12.2022 19:45","57","59","n/e","n/e","7883","8730"
"01.12.2022 19:45 - 01.12.2022 20:00","49","55","n/e","n/e","7863","8718"
"01.12.2022 20:00 - 01.12.2022 20:15","36","48","n/e","n/e","7832","9063"
"01.12.2022 20:15 - 01.12.2022 20:30","34","42","n/e","n/e","7804","8983"
"01.12.2022 20:30 - 01.12.2022 20:45","37","37","n/e","n/e","7783","8887"
"01.12.2022 20:45 - 01.12.2022 21:00","43","33","n/e","n/e","7764","8782"
"01.12.2022 21:00 - 01.12.2022 21:15","55","44","n/e","n/e","7763","8901"
"01.12.2022 21:15 - 01.12.2022 21:30","64","42","n/e","n/e","7734","8774"
"01.12.2022 21:30 - 01.12.2022 21:45","70","40","n/e","n/e","7691","8650"
"01.12.2022 21:45 - 01.12.2022 22:00","74","39","n/e","n/e","7635","8526"
"01.12.2022 22:00 - 01.12.2022 22:15","84","32","n/e","n/e","7589","8813"
"01.12.2022 22:15 - 01.12.2022 22:30","77","33","n/e","n/e","7509","8630"
"01.12.2022 22:30 - 01.12.2022 22:45","65","34","n/e","n/e","7418","8442"
"01.12.2022 22:45 - 01.12.2022 23:00","49","34","n/e","n/e","7321","8256"
"01.12.2022 23:00 - 01.12.2022 23:15","28","15","n/e","n/e","7224","8108"
"01.12.2022 23:15 - 01.12.2022 23:30","19","16","n/e","n/e","7119","7949"
"01.12.2022 23:30 - 01.12.2022 23:45","16","17","n/e","n/e","7014","7797"
"01.12.2022 23:45 - 02.12.2022 00:00","18","18","n/e","n/e","6908","7643"
"02.12.2022 00:00 - 02.12.2022 00:15","35","16","n/e","n/e","6592","7558"
"02.12.2022 00:15 - 02.12.2022 00:30","37","17","n/e","n/e","6471","7390"
"02.12.2022 00:30 - 02.12.2022 00:45","38","18","n/e","n/e","6341","7231"
"02.12.2022 00:45 - 02.12.2022 01:00","38","18","n/e","n/e","6207","7080"
"02.12.2022 01:00 - 02.12.2022 01:15","39","17","n/e","n/e","6057","7035"
"02.12.2022 01:15 - 02.12.2022 01:30","38","16","n/e","n/e","5937","6904"
"02.12.2022 01:30 - 02.12.2022 01:45","36","15","n/e","n/e","5833","6783"
"02.12.2022 01:45 - 02.12.2022 02:00","35","14","n/e","n/e","5745","6667"
"02.12.2022 02:00 - 02.12.2022 02:15","32","6","n/e","n/e","5654","6604"
"02.12.2022 02:15 - 02.12.2022 02:30","31","6","n/e","n/e","5588","6484"
"02.12.2022 02:30 - 02.12.2022 02:45","31","7","n/e","n/e","5530","6372"
"02.12.2022 02:45 - 02.12.2022 03:00","31","7","n/e","n/e","5475","6267"
"02.12.2022 03:00 - 02.12.2022 03:15","32","10","n/e","n/e","5428","6263"
"02.12.2022 03:15 - 02.12.2022 03:30","32","11","n/e","n/e","5373","6167"
"02.12.2022 03:30 - 02.12.2022 03:45","32","11","n/e","n/e","5313","6073"
"02.12.2022 03:45 - 02.12.2022 04:00","32","12","n/e","n/e","5252","5979"
"02.12.2022 04:00 - 02.12.2022 04:15","32","13","n/e","n/e","5182","5985"
"02.12.2022 04:15 - 02.12.2022 04:30","31","12","n/e","n/e","5129","5865"
"02.12.2022 04:30 - 02.12.2022 04:45","30","12","n/e","n/e","5086","5742"
"02.12.2022 04:45 - 02.12.2022 05:00","28","12","n/e","n/e","5048","5616"
"02.12.2022 05:00 - 02.12.2022 05:15","26","10","n/e","n/e","5020","5465"
"02.12.2022 05:15 - 02.12.2022 05:30","24","10","n/e","n/e","4981","5329"
"02.12.2022 05:30 - 02.12.2022 05:45","23","10","n/e","n/e","4935","5191"
"02.12.2022 05:45 - 02.12.2022 06:00","22","11","n/e","n/e","4884","5054"
"02.12.2022 06:00 - 02.12.2022 06:15","21","9","n/e","n/e","4833","4784"
"02.12.2022 06:15 - 02.12.2022 06:30","22","9","n/e","n/e","4777","4674"
"02.12.2022 06:30 - 02.12.2022 06:45","23","9","n/e","n/e","4723","4572"
"02.12.2022 06:45 - 02.12.2022 07:00","24","9","n/e","n/e","4669","4479"
"02.12.2022 07:00 - 02.12.2022 07:15","26","8","n/e","n/e","4617","4254"
"02.12.2022 07:15 - 02.12.2022 07:30","27","9","n/e","n/e","4566","4166"
"02.12.2022 07:30 - 02.12.2022 07:45","27","10","n/e","n/e","4516","4081"
"02.12.2022 07:45 - 02.12.2022 08:00","26","11","n/e","n/e","4462","3999"
"02.12.2022 08:00 - 02.12.2022 08:15","89","20","n/e","n/e","4431","3983"
"02.12.2022 08:15 - 02.12.2022 08:30","234","185","n/e","n/e","4357","3913"
"02.12.2022 08:30 - 02.12.2022 08:45","484","468","n/e","n/e","4268","3842"
"02.12.2022 08:45 - 02.12.2022 09:00","823","805","n/e","n/e","4162","3767"
"02.12.2022 09:00 - 02.12.2022 09:15","1955","1625","n/e","n/e","4074","3879"
"02.12.2022 09:15 - 02.12.2022 09:30","2665","2399","n/e","n/e","3937","3781"
"02.12.2022 09:30 - 02.12.2022 09:45","3396","3226","n/e","n/e","3785","3670"
"02.12.2022 09:45 - 02.12.2022 10:00","4112","4032","n/e","n/e","3629","3550"
