"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Austria (AT)","Generation - Solar  [MW] Current / Austria (AT)","Generation - Wind Offshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Offshore  [MW] Current / Austria (AT)","Generation - Wind Onshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Onshore  [MW] Current / Austria (AT)"
"03.06.2022 17:15 - 03.06.2022 17:30","228","312","n/e","n/e","1100","1180"
"03.06.2022 17:30 - 03.06.2022 17:45","204","272","n/e","n/e","1092","1196"
"03.06.2022 17:45 - 03.06.2022 18:00","184","240","n/e","n/e","1088","1212"
"03.06.2022 18:00 - 03.06.2022 18:15","160","200","n/e","n/e","1068","1212"
"03.06.2022 18:15 - 03.06.2022 18:30","136","164","n/e","n/e","1036","1200"
"03.06.2022 18:30 - 03.06.2022 18:45","120","136","n/e","n/e","1008","1244"
"03.06.2022 18:45 - 03.06.2022 19:00","108","116","n/e","n/e","976","1244"
"03.06.2022 19:00 - 03.06.2022 19:15","96","96","n/e","n/e","968","1252"
"03.06.2022 19:15 - 03.06.2022 19:30","80","72","n/e","n/e","980","1264"
"03.06.2022 19:30 - 03.06.2022 19:45","68","56","n/e","n/e","992","1280"
"03.06.2022 19:45 - 03.06.2022 20:00","56","48","n/e","n/e","1004","1292"
"03.06.2022 20:00 - 03.06.2022 20:15","48","40","n/e","n/e","1016","1308"
"03.06.2022 20:15 - 03.06.2022 20:30","40","32","n/e","n/e","1036","1332"
"03.06.2022 20:30 - 03.06.2022 20:45","36","28","n/e","n/e","1052","1368"
"03.06.2022 20:45 - 03.06.2022 21:00","4","4","n/e","n/e","1072","1388"
"03.06.2022 21:00 - 03.06.2022 21:15","0","0","n/e","n/e","1088","1396"
"03.06.2022 21:15 - 03.06.2022 21:30","0","0","n/e","n/e","1108","1400"
"03.06.2022 21:30 - 03.06.2022 21:45","0","0","n/e","n/e","1124","1504"
"03.06.2022 21:45 - 03.06.2022 22:00","0","0","n/e","n/e","1140","1512"
"03.06.2022 22:00 - 03.06.2022 22:15","0","0","n/e","n/e","1144","1516"
"03.06.2022 22:15 - 03.06.2022 22:30","0","0","n/e","n/e","1136","1516"
"03.06.2022 22:30 - 03.06.2022 22:45","0","0","n/e","n/e","1132","1516"
"03.06.2022 22:45 - 03.06.2022 23:00","0","0","n/e","n/e","1124","1520"
"03.06.2022 23:00 - 03.06.2022 23:15","0","0","n/e","n/e","1128","1524"
"03.06.2022 23:15 - 03.06.2022 23:30","0","0","n/e","n/e","1148","1532"
"03.06.2022 23:30 - 03.06.2022 23:45","0","0","n/e","n/e","1164","1520"
"03.06.2022 23:45 - 04.06.2022 00:00","0","0","n/e","n/e","1184","1524"
"04.06.2022 00:00 - 04.06.2022 00:15","0","0","n/e","n/e","1240","1508"
"04.06.2022 00:15 - 04.06.2022 00:30","0","0","n/e","n/e","1204","1460"
"04.06.2022 00:30 - 04.06.2022 00:45","0","0","n/e","n/e","1168","1412"
"04.06.2022 00:45 - 04.06.2022 01:00","0","0","n/e","n/e","1132","1364"
"04.06.2022 01:00 - 04.06.2022 01:15","0","0","n/e","n/e","1100","1292"
"04.06.2022 01:15 - 04.06.2022 01:30","0","0","n/e","n/e","1080","1200"
"04.06.2022 01:30 - 04.06.2022 01:45","0","0","n/e","n/e","1060","1048"
"04.06.2022 01:45 - 04.06.2022 02:00","0","0","n/e","n/e","1036","980"
"04.06.2022 02:00 - 04.06.2022 02:15","0","0","n/e","n/e","1020","904"
"04.06.2022 02:15 - 04.06.2022 02:30","0","0","n/e","n/e","1004","824"
"04.06.2022 02:30 - 04.06.2022 02:45","0","0","n/e","n/e","988","744"
"04.06.2022 02:45 - 04.06.2022 03:00","0","0","n/e","n/e","976","664"
"04.06.2022 03:00 - 04.06.2022 03:15","0","0","n/e","n/e","940","604"
"04.06.2022 03:15 - 04.06.2022 03:30","0","0","n/e","n/e","888","564"
"04.06.2022 03:30 - 04.06.2022 03:45","0","0","n/e","n/e","836","532"
"04.06.2022 03:45 - 04.06.2022 04:00","0","0","n/e","n/e","784","492"
"04.06.2022 04:00 - 04.06.2022 04:15","0","0","n/e","n/e","728","468"
"04.06.2022 04:15 - 04.06.2022 04:30","0","0","n/e","n/e","664","464"
"04.06.2022 04:30 - 04.06.2022 04:45","0","0","n/e","n/e","604","464"
"04.06.2022 04:45 - 04.06.2022 05:00","0","0","n/e","n/e","540","460"
"04.06.2022 05:00 - 04.06.2022 05:15","8","8","n/e","n/e","488","460"
"04.06.2022 05:15 - 04.06.2022 05:30","24","24","n/e","n/e","444","464"
"04.06.2022 05:30 - 04.06.2022 05:45","28","28","n/e","n/e","400","464"
"04.06.2022 05:45 - 04.06.2022 06:00","36","32","n/e","n/e","356","468"
"04.06.2022 06:00 - 04.06.2022 06:15","44","44","n/e","n/e","324","468"
"04.06.2022 06:15 - 04.06.2022 06:30","56","56","n/e","n/e","300","460"
"04.06.2022 06:30 - 04.06.2022 06:45","80","80","n/e","n/e","280","488"
"04.06.2022 06:45 - 04.06.2022 07:00","108","104","n/e","n/e","260","480"
"04.06.2022 07:00 - 04.06.2022 07:15","140","136","n/e","n/e","244","468"
"04.06.2022 07:15 - 04.06.2022 07:30","176","168","n/e","n/e","232","456"
"04.06.2022 07:30 - 04.06.2022 07:45","216","208","n/e","n/e","224","456"
"04.06.2022 07:45 - 04.06.2022 08:00","260","252","n/e","n/e","212","444"
"04.06.2022 08:00 - 04.06.2022 08:15","308","300","n/e","n/e","208","436"
"04.06.2022 08:15 - 04.06.2022 08:30","356","348","n/e","n/e","208","428"
"04.06.2022 08:30 - 04.06.2022 08:45","404","392","n/e","n/e","208","428"
"04.06.2022 08:45 - 04.06.2022 09:00","452","440","n/e","n/e","208","420"
"04.06.2022 09:00 - 04.06.2022 09:15","504","492","n/e","n/e","208","408"
"04.06.2022 09:15 - 04.06.2022 09:30","560","544","n/e","n/e","216","400"
"04.06.2022 09:30 - 04.06.2022 09:45","608","592","n/e","n/e","220","400"
"04.06.2022 09:45 - 04.06.2022 10:00","652","636","n/e","n/e","228","396"
"04.06.2022 10:00 - 04.06.2022 10:15","700","680","n/e","n/e","232","388"
"04.06.2022 10:15 - 04.06.2022 10:30","744","724","n/e","n/e","232","372"
"04.06.2022 10:30 - 04.06.2022 10:45","780","760","n/e","n/e","232","356"
"04.06.2022 10:45 - 04.06.2022 11:00","808","788","n/e","n/e","232","344"
"04.06.2022 11:00 - 04.06.2022 11:15","836","812","n/e","n/e","236","336"
"04.06.2022 11:15 - 04.06.2022 11:30","860","836","n/e","n/e","236","332"
"04.06.2022 11:30 - 04.06.2022 11:45","872","848","n/e","n/e","240","328"
"04.06.2022 11:45 - 04.06.2022 12:00","880","856","n/e","n/e","240","328"
"04.06.2022 12:00 - 04.06.2022 12:15","884","864","n/e","n/e","248","328"
"04.06.2022 12:15 - 04.06.2022 12:30","892","880","n/e","n/e","256","332"
"04.06.2022 12:30 - 04.06.2022 12:45","884","880","n/e","n/e","268","328"
"04.06.2022 12:45 - 04.06.2022 13:00","876","880","n/e","n/e","276","332"
"04.06.2022 13:00 - 04.06.2022 13:15","856","872","n/e","n/e","292","340"
"04.06.2022 13:15 - 04.06.2022 13:30","848","868","n/e","n/e","316","348"
"04.06.2022 13:30 - 04.06.2022 13:45","836","860","n/e","n/e","336","356"
"04.06.2022 13:45 - 04.06.2022 14:00","824","848","n/e","n/e","356","364"
"04.06.2022 14:00 - 04.06.2022 14:15","816","840","n/e","n/e","372","364"
"04.06.2022 14:15 - 04.06.2022 14:30","800","828","n/e","n/e","384","360"
"04.06.2022 14:30 - 04.06.2022 14:45","780","808","n/e","n/e","396","288"
"04.06.2022 14:45 - 04.06.2022 15:00","764","788","n/e","n/e","412","288"
"04.06.2022 15:00 - 04.06.2022 15:15","736","760","n/e","n/e","420","296"
"04.06.2022 15:15 - 04.06.2022 15:30","704","736","n/e","n/e","420","304"
"04.06.2022 15:30 - 04.06.2022 15:45","668","704","n/e","n/e","424","304"
"04.06.2022 15:45 - 04.06.2022 16:00","644","672","n/e","n/e","424","320"
"04.06.2022 16:00 - 04.06.2022 16:15","604","632","n/e","n/e","432","332"
"04.06.2022 16:15 - 04.06.2022 16:30","568","596","n/e","n/e","448","340"
"04.06.2022 16:30 - 04.06.2022 16:45","524","552","n/e","n/e","464","332"
"04.06.2022 16:45 - 04.06.2022 17:00","496","516","n/e","n/e","480","340"
"04.06.2022 17:00 - 04.06.2022 17:15","456","464","n/e","n/e","500","336"
"04.06.2022 17:15 - 04.06.2022 17:30","412","416","n/e","n/e","520","332"
"04.06.2022 17:30 - 04.06.2022 17:45","368","368","n/e","n/e","540","324"
"04.06.2022 17:45 - 04.06.2022 18:00","332","324","n/e","n/e","560","316"
"04.06.2022 18:00 - 04.06.2022 18:15","288","276","n/e","n/e","572","320"
"04.06.2022 18:15 - 04.06.2022 18:30","244","228","n/e","n/e","580","332"
"04.06.2022 18:30 - 04.06.2022 18:45","204","192","n/e","n/e","588","336"
"04.06.2022 18:45 - 04.06.2022 19:00","176","160","n/e","n/e","592","344"
"04.06.2022 19:00 - 04.06.2022 19:15","148","128","n/e","n/e","608","360"
"04.06.2022 19:15 - 04.06.2022 19:30","124","100","n/e","n/e","632","384"
"04.06.2022 19:30 - 04.06.2022 19:45","100","72","n/e","n/e","656","360"
"04.06.2022 19:45 - 04.06.2022 20:00","80","56","n/e","n/e","680","388"
"04.06.2022 20:00 - 04.06.2022 20:15","64","44","n/e","n/e","700","412"
"04.06.2022 20:15 - 04.06.2022 20:30","52","32","n/e","n/e","720","436"
"04.06.2022 20:30 - 04.06.2022 20:45","44","28","n/e","n/e","736","412"
"04.06.2022 20:45 - 04.06.2022 21:00","8","4","n/e","n/e","756","428"
"04.06.2022 21:00 - 04.06.2022 21:15","0","0","n/e","n/e","768","428"
"04.06.2022 21:15 - 04.06.2022 21:30","0","0","n/e","n/e","776","412"
"04.06.2022 21:30 - 04.06.2022 21:45","0","0","n/e","n/e","780","344"
"04.06.2022 21:45 - 04.06.2022 22:00","0","0","n/e","n/e","784","332"
"04.06.2022 22:00 - 04.06.2022 22:15","0","0","n/e","n/e","784","324"
"04.06.2022 22:15 - 04.06.2022 22:30","0","0","n/e","n/e","772","324"
"04.06.2022 22:30 - 04.06.2022 22:45","0","0","n/e","n/e","760","324"
"04.06.2022 22:45 - 04.06.2022 23:00","0","0","n/e","n/e","752","324"
"04.06.2022 23:00 - 04.06.2022 23:15","0","0","n/e","n/e","740","332"
"04.06.2022 23:15 - 04.06.2022 23:30","0","0","n/e","n/e","732","344"
"04.06.2022 23:30 - 04.06.2022 23:45","0","0","n/e","n/e","724","356"
"04.06.2022 23:45 - 05.06.2022 00:00","0","0","n/e","n/e","716","372"
"05.06.2022 00:00 - 05.06.2022 00:15","0","0","n/e","n/e","400","384"
"05.06.2022 00:15 - 05.06.2022 00:30","0","0","n/e","n/e","392","396"
"05.06.2022 00:30 - 05.06.2022 00:45","0","0","n/e","n/e","388","408"
"05.06.2022 00:45 - 05.06.2022 01:00","0","0","n/e","n/e","380","420"
"05.06.2022 01:00 - 05.06.2022 01:15","0","0","n/e","n/e","372","420"
"05.06.2022 01:15 - 05.06.2022 01:30","0","0","n/e","n/e","360","412"
"05.06.2022 01:30 - 05.06.2022 01:45","0","0","n/e","n/e","352","464"
"05.06.2022 01:45 - 05.06.2022 02:00","0","0","n/e","n/e","344","452"
"05.06.2022 02:00 - 05.06.2022 02:15","0","0","n/e","n/e","336","444"
"05.06.2022 02:15 - 05.06.2022 02:30","0","0","n/e","n/e","336","436"
"05.06.2022 02:30 - 05.06.2022 02:45","0","0","n/e","n/e","332","440"
"05.06.2022 02:45 - 05.06.2022 03:00","0","0","n/e","n/e","332","436"
"05.06.2022 03:00 - 05.06.2022 03:15","0","0","n/e","n/e","328","432"
"05.06.2022 03:15 - 05.06.2022 03:30","0","0","n/e","n/e","332","428"
"05.06.2022 03:30 - 05.06.2022 03:45","0","0","n/e","n/e","332","464"
"05.06.2022 03:45 - 05.06.2022 04:00","0","0","n/e","n/e","336","460"
"05.06.2022 04:00 - 05.06.2022 04:15","0","0","n/e","n/e","332","452"
"05.06.2022 04:15 - 05.06.2022 04:30","0","0","n/e","n/e","332","448"
"05.06.2022 04:30 - 05.06.2022 04:45","0","0","n/e","n/e","328","464"
"05.06.2022 04:45 - 05.06.2022 05:00","0","0","n/e","n/e","328","456"
"05.06.2022 05:00 - 05.06.2022 05:15","8","8","n/e","n/e","320","444"
"05.06.2022 05:15 - 05.06.2022 05:30","24","24","n/e","n/e","308","428"
"05.06.2022 05:30 - 05.06.2022 05:45","28","28","n/e","n/e","296","408"
"05.06.2022 05:45 - 05.06.2022 06:00","36","36","n/e","n/e","280","388"
"05.06.2022 06:00 - 05.06.2022 06:15","44","44","n/e","n/e","264","364"
"05.06.2022 06:15 - 05.06.2022 06:30","56","56","n/e","n/e","244","332"
"05.06.2022 06:30 - 05.06.2022 06:45","80","84","n/e","n/e","224","304"
"05.06.2022 06:45 - 05.06.2022 07:00","112","108","n/e","n/e","204","272"
"05.06.2022 07:00 - 05.06.2022 07:15","144","140","n/e","n/e","184","248"
"05.06.2022 07:15 - 05.06.2022 07:30","180","176","n/e","n/e","164","228"
"05.06.2022 07:30 - 05.06.2022 07:45","220","216","n/e","n/e","144","220"
"05.06.2022 07:45 - 05.06.2022 08:00","268","260","n/e","n/e","120","204"
"05.06.2022 08:00 - 05.06.2022 08:15","316","308","n/e","n/e","108","188"
"05.06.2022 08:15 - 05.06.2022 08:30","364","356","n/e","n/e","100","176"
"05.06.2022 08:30 - 05.06.2022 08:45","412","404","n/e","n/e","96","176"
"05.06.2022 08:45 - 05.06.2022 09:00","464","452","n/e","n/e","88","164"
"05.06.2022 09:00 - 05.06.2022 09:15","516","504","n/e","n/e","84","156"
"05.06.2022 09:15 - 05.06.2022 09:30","572","556","n/e","n/e","84","148"
"05.06.2022 09:30 - 05.06.2022 09:45","620","604","n/e","n/e","80","152"
"05.06.2022 09:45 - 05.06.2022 10:00","664","648","n/e","n/e","80","148"
"05.06.2022 10:00 - 05.06.2022 10:15","704","688","n/e","n/e","80","148"
"05.06.2022 10:15 - 05.06.2022 10:30","748","732","n/e","n/e","80","148"
"05.06.2022 10:30 - 05.06.2022 10:45","780","768","n/e","n/e","84","160"
"05.06.2022 10:45 - 05.06.2022 11:00","804","792","n/e","n/e","84","160"
"05.06.2022 11:00 - 05.06.2022 11:15","824","816","n/e","n/e","88","168"
"05.06.2022 11:15 - 05.06.2022 11:30","844","840","n/e","n/e","92","176"
"05.06.2022 11:30 - 05.06.2022 11:45","856","856","n/e","n/e","96","184"
"05.06.2022 11:45 - 05.06.2022 12:00","868","868","n/e","n/e","100","192"
"05.06.2022 12:00 - 05.06.2022 12:15","872","884","n/e","n/e","108","196"
"05.06.2022 12:15 - 05.06.2022 12:30","872","904","n/e","n/e","120","200"
"05.06.2022 12:30 - 05.06.2022 12:45","860","912","n/e","n/e","128","208"
"05.06.2022 12:45 - 05.06.2022 13:00","844","912","n/e","n/e","140","212"
"05.06.2022 13:00 - 05.06.2022 13:15","820","912","n/e","n/e","156","216"
"05.06.2022 13:15 - 05.06.2022 13:30","796","916","n/e","n/e","172","220"
"05.06.2022 13:30 - 05.06.2022 13:45","772","904","n/e","n/e","188","216"
"05.06.2022 13:45 - 05.06.2022 14:00","760","880","n/e","n/e","204","216"
"05.06.2022 14:00 - 05.06.2022 14:15","756","860","n/e","n/e","224","224"
"05.06.2022 14:15 - 05.06.2022 14:30","728","840","n/e","n/e","252","236"
"05.06.2022 14:30 - 05.06.2022 14:45","696","812","n/e","n/e","276","228"
"05.06.2022 14:45 - 05.06.2022 15:00","664","772","n/e","n/e","300","240"
"05.06.2022 15:00 - 05.06.2022 15:15","624","732","n/e","n/e","324","252"
"05.06.2022 15:15 - 05.06.2022 15:30","572","696","n/e","n/e","348","268"
"05.06.2022 15:30 - 05.06.2022 15:45","516","652","n/e","n/e","372","272"
"05.06.2022 15:45 - 05.06.2022 16:00","496","608","n/e","n/e","392","288"
"05.06.2022 16:00 - 05.06.2022 16:15","468","560","n/e","n/e","420","308"
"05.06.2022 16:15 - 05.06.2022 16:30","436","512","n/e","n/e","452","336"
"05.06.2022 16:30 - 05.06.2022 16:45","400","468","n/e","n/e","480","376"
"05.06.2022 16:45 - 05.06.2022 17:00","376","432","n/e","n/e","512","404"
"05.06.2022 17:00 - 05.06.2022 17:15","344","388","n/e","n/e","548","448"
"05.06.2022 17:15 - 05.06.2022 17:30","304","340","n/e","n/e","592","504"
"05.06.2022 17:30 - 05.06.2022 17:45","264","296","n/e","n/e","632","576"
"05.06.2022 17:45 - 05.06.2022 18:00","236","264","n/e","n/e","676","632"
"05.06.2022 18:00 - 05.06.2022 18:15","204","228","n/e","n/e","720","700"
"05.06.2022 18:15 - 05.06.2022 18:30","172","188","n/e","n/e","768","776"
"05.06.2022 18:30 - 05.06.2022 18:45","144","156","n/e","n/e","816","832"
"05.06.2022 18:45 - 05.06.2022 19:00","128","132","n/e","n/e","864","908"
"05.06.2022 19:00 - 05.06.2022 19:15","112","104","n/e","n/e","904","984"
"05.06.2022 19:15 - 05.06.2022 19:30","92","80","n/e","n/e","944","1064"
"05.06.2022 19:30 - 05.06.2022 19:45","72","60","n/e","n/e","984","1144"
"05.06.2022 19:45 - 05.06.2022 20:00","60","48","n/e","n/e","1024","1224"
"05.06.2022 20:00 - 05.06.2022 20:15","48","40","n/e","n/e","1060","1280"
"05.06.2022 20:15 - 05.06.2022 20:30","44","32","n/e","n/e","1092","1308"
"05.06.2022 20:30 - 05.06.2022 20:45","36","28","n/e","n/e","1124","1364"
"05.06.2022 20:45 - 05.06.2022 21:00","8","8","n/e","n/e","1156","1392"
"05.06.2022 21:00 - 05.06.2022 21:15","0","0","n/e","n/e","1172","1400"
"05.06.2022 21:15 - 05.06.2022 21:30","0","0","n/e","n/e","1176","1388"
"05.06.2022 21:30 - 05.06.2022 21:45","0","0","n/e","n/e","1180","1344"
"05.06.2022 21:45 - 05.06.2022 22:00","0","0","n/e","n/e","1184","1344"
"05.06.2022 22:00 - 05.06.2022 22:15","0","0","n/e","n/e","1176","1328"
"05.06.2022 22:15 - 05.06.2022 22:30","0","0","n/e","n/e","1160","1300"
"05.06.2022 22:30 - 05.06.2022 22:45","0","0","n/e","n/e","1144","1288"
"05.06.2022 22:45 - 05.06.2022 23:00","0","0","n/e","n/e","1124","1256"
"05.06.2022 23:00 - 05.06.2022 23:15","0","0","n/e","n/e","1092","1220"
"05.06.2022 23:15 - 05.06.2022 23:30","0","0","n/e","n/e","1044","1172"
"05.06.2022 23:30 - 05.06.2022 23:45","0","0","n/e","n/e","996","1124"
"05.06.2022 23:45 - 06.06.2022 00:00","0","0","n/e","n/e","948","1076"
"06.06.2022 00:00 - 06.06.2022 00:15","0","0","n/e","n/e","944","1040"
"06.06.2022 00:15 - 06.06.2022 00:30","0","0","n/e","n/e","916","1016"
"06.06.2022 00:30 - 06.06.2022 00:45","0","0","n/e","n/e","888","1008"
"06.06.2022 00:45 - 06.06.2022 01:00","0","0","n/e","n/e","860","972"
"06.06.2022 01:00 - 06.06.2022 01:15","0","0","n/e","n/e","836","940"
"06.06.2022 01:15 - 06.06.2022 01:30","0","0","n/e","n/e","820","912"
"06.06.2022 01:30 - 06.06.2022 01:45","0","0","n/e","n/e","808","972"
"06.06.2022 01:45 - 06.06.2022 02:00","0","0","n/e","n/e","792","956"
"06.06.2022 02:00 - 06.06.2022 02:15","0","0","n/e","n/e","796","944"
"06.06.2022 02:15 - 06.06.2022 02:30","0","0","n/e","n/e","816","944"
"06.06.2022 02:30 - 06.06.2022 02:45","0","0","n/e","n/e","840","972"
"06.06.2022 02:45 - 06.06.2022 03:00","0","0","n/e","n/e","860","976"
"06.06.2022 03:00 - 06.06.2022 03:15","0","0","n/e","n/e","884","984"
"06.06.2022 03:15 - 06.06.2022 03:30","0","0","n/e","n/e","904","984"
"06.06.2022 03:30 - 06.06.2022 03:45","0","0","n/e","n/e","928","904"
"06.06.2022 03:45 - 06.06.2022 04:00","0","0","n/e","n/e","952","916"
"06.06.2022 04:00 - 06.06.2022 04:15","0","0","n/e","n/e","964","908"
"06.06.2022 04:15 - 06.06.2022 04:30","0","0","n/e","n/e","960","872"
"06.06.2022 04:30 - 06.06.2022 04:45","0","0","n/e","n/e","960","816"
"06.06.2022 04:45 - 06.06.2022 05:00","0","0","n/e","n/e","956","784"
"06.06.2022 05:00 - 06.06.2022 05:15","8","8","n/e","n/e","952","756"
"06.06.2022 05:15 - 06.06.2022 05:30","24","24","n/e","n/e","940","724"
"06.06.2022 05:30 - 06.06.2022 05:45","24","28","n/e","n/e","932","696"
"06.06.2022 05:45 - 06.06.2022 06:00","28","28","n/e","n/e","920","668"
"06.06.2022 06:00 - 06.06.2022 06:15","28","36","n/e","n/e","908","648"
"06.06.2022 06:15 - 06.06.2022 06:30","32","40","n/e","n/e","892","640"
"06.06.2022 06:30 - 06.06.2022 06:45","40","60","n/e","n/e","880","488"
"06.06.2022 06:45 - 06.06.2022 07:00","48","76","n/e","n/e","864","484"
"06.06.2022 07:00 - 06.06.2022 07:15","60","100","n/e","n/e","840","476"
"06.06.2022 07:15 - 06.06.2022 07:30","72","128","n/e","n/e","800","464"
"06.06.2022 07:30 - 06.06.2022 07:45","88","160","n/e","n/e","764","456"
"06.06.2022 07:45 - 06.06.2022 08:00","108","200","n/e","n/e","724","444"
"06.06.2022 08:00 - 06.06.2022 08:15","128","244","n/e","n/e","700","448"
"06.06.2022 08:15 - 06.06.2022 08:30","148","288","n/e","n/e","688","464"
"06.06.2022 08:30 - 06.06.2022 08:45","172","332","n/e","n/e","676","420"
"06.06.2022 08:45 - 06.06.2022 09:00","204","384","n/e","n/e","664","432"
"06.06.2022 09:00 - 06.06.2022 09:15","232","436","n/e","n/e","656","452"
"06.06.2022 09:15 - 06.06.2022 09:30","264","488","n/e","n/e","652","472"
"06.06.2022 09:30 - 06.06.2022 09:45","296","540","n/e","n/e","644","452"
"06.06.2022 09:45 - 06.06.2022 10:00","332","592","n/e","n/e","640","476"
"06.06.2022 10:00 - 06.06.2022 10:15","376","644","n/e","n/e","636","492"
"06.06.2022 10:15 - 06.06.2022 10:30","416","696","n/e","n/e","636","500"
"06.06.2022 10:30 - 06.06.2022 10:45","448","736","n/e","n/e","636","508"
"06.06.2022 10:45 - 06.06.2022 11:00","480","764","n/e","n/e","636","516"
"06.06.2022 11:00 - 06.06.2022 11:15","512","792","n/e","n/e","644","512"
"06.06.2022 11:15 - 06.06.2022 11:30","540","824","n/e","n/e","652","504"
"06.06.2022 11:30 - 06.06.2022 11:45","564","840","n/e","n/e","660","496"
"06.06.2022 11:45 - 06.06.2022 12:00","592","852","n/e","n/e","672","488"
"06.06.2022 12:00 - 06.06.2022 12:15","624","864","n/e","n/e","680","476"
"06.06.2022 12:15 - 06.06.2022 12:30","656","884","n/e","n/e","684","456"
"06.06.2022 12:30 - 06.06.2022 12:45","684","892","n/e","n/e","692","332"
"06.06.2022 12:45 - 06.06.2022 13:00","708","892","n/e","n/e","700","320"
"06.06.2022 13:00 - 06.06.2022 13:15","724","888","n/e","n/e","692","312"
"06.06.2022 13:15 - 06.06.2022 13:30","732","892","n/e","n/e","676","300"
"06.06.2022 13:30 - 06.06.2022 13:45","744","884","n/e","n/e","660","196"
"06.06.2022 13:45 - 06.06.2022 14:00","760","876","n/e","n/e","644","192"
"06.06.2022 14:00 - 06.06.2022 14:15","764","868","n/e","n/e","628","192"
"06.06.2022 14:15 - 06.06.2022 14:30","764","860","n/e","n/e","608","192"
"06.06.2022 14:30 - 06.06.2022 14:45","760","840","n/e","n/e","592","188"
"06.06.2022 14:45 - 06.06.2022 15:00","744","820","n/e","n/e","576","188"
"06.06.2022 15:00 - 06.06.2022 15:15","720","796","n/e","n/e","560","188"
"06.06.2022 15:15 - 06.06.2022 15:30","696","772","n/e","n/e","536","188"
"06.06.2022 15:30 - 06.06.2022 15:45","672","744","n/e","n/e","516","168"
"06.06.2022 15:45 - 06.06.2022 16:00","660","720","n/e","n/e","496","168"
"06.06.2022 16:00 - 06.06.2022 16:15","632","684","n/e","n/e","472","164"
"06.06.2022 16:15 - 06.06.2022 16:30","604","656","n/e","n/e","448","160"
"06.06.2022 16:30 - 06.06.2022 16:45","576","620","n/e","n/e","424","152"
"06.06.2022 16:45 - 06.06.2022 17:00","552","584","n/e","n/e","400","148"
"06.06.2022 17:00 - 06.06.2022 17:15","512","536","n/e","n/e","372","144"
"06.06.2022 17:15 - 06.06.2022 17:30","472","488","n/e","n/e","336","140"
"06.06.2022 17:30 - 06.06.2022 17:45","428","440","n/e","n/e","304","132"
"06.06.2022 17:45 - 06.06.2022 18:00","388","396","n/e","n/e","268","124"
"06.06.2022 18:00 - 06.06.2022 18:15","340","344","n/e","n/e","240","120"
"06.06.2022 18:15 - 06.06.2022 18:30","292","296","n/e","n/e","220","112"
"06.06.2022 18:30 - 06.06.2022 18:45","240","248","n/e","n/e","204","100"
"06.06.2022 18:45 - 06.06.2022 19:00","200","208","n/e","n/e","184","92"
"06.06.2022 19:00 - 06.06.2022 19:15","168","168","n/e","n/e","168","88"
"06.06.2022 19:15 - 06.06.2022 19:30","140","128","n/e","n/e","164","84"
"06.06.2022 19:30 - 06.06.2022 19:45","116","96","n/e","n/e","156","84"
"06.06.2022 19:45 - 06.06.2022 20:00","92","72","n/e","n/e","148","84"
"06.06.2022 20:00 - 06.06.2022 20:15","72","52","n/e","n/e","144","84"
"06.06.2022 20:15 - 06.06.2022 20:30","56","36","n/e","n/e","140","88"
"06.06.2022 20:30 - 06.06.2022 20:45","48","28","n/e","n/e","136","88"
"06.06.2022 20:45 - 06.06.2022 21:00","12","8","n/e","n/e","132","88"
"06.06.2022 21:00 - 06.06.2022 21:15","0","0","n/e","n/e","128","96"
"06.06.2022 21:15 - 06.06.2022 21:30","0","0","n/e","n/e","124","100"
"06.06.2022 21:30 - 06.06.2022 21:45","0","0","n/e","n/e","124","108"
"06.06.2022 21:45 - 06.06.2022 22:00","0","0","n/e","n/e","124","112"
"06.06.2022 22:00 - 06.06.2022 22:15","0","0","n/e","n/e","124","120"
"06.06.2022 22:15 - 06.06.2022 22:30","0","0","n/e","n/e","128","128"
"06.06.2022 22:30 - 06.06.2022 22:45","0","0","n/e","n/e","132","140"
"06.06.2022 22:45 - 06.06.2022 23:00","0","0","n/e","n/e","136","148"
"06.06.2022 23:00 - 06.06.2022 23:15","0","0","n/e","n/e","140","156"
"06.06.2022 23:15 - 06.06.2022 23:30","0","0","n/e","n/e","140","164"
"06.06.2022 23:30 - 06.06.2022 23:45","0","0","n/e","n/e","140","172"
"06.06.2022 23:45 - 07.06.2022 00:00","0","0","n/e","n/e","140","180"
"07.06.2022 00:00 - 07.06.2022 00:15","0","0","n/e","n/e","140","184"
"07.06.2022 00:15 - 07.06.2022 00:30","0","0","n/e","n/e","140","184"
"07.06.2022 00:30 - 07.06.2022 00:45","0","0","n/e","n/e","140","188"
"07.06.2022 00:45 - 07.06.2022 01:00","0","0","n/e","n/e","136","188"
"07.06.2022 01:00 - 07.06.2022 01:15","0","0","n/e","n/e","136","184"
"07.06.2022 01:15 - 07.06.2022 01:30","0","0","n/e","n/e","128","172"
"07.06.2022 01:30 - 07.06.2022 01:45","0","0","n/e","n/e","124","160"
"07.06.2022 01:45 - 07.06.2022 02:00","0","0","n/e","n/e","120","152"
"07.06.2022 02:00 - 07.06.2022 02:15","0","0","n/e","n/e","112","140"
"07.06.2022 02:15 - 07.06.2022 02:30","0","0","n/e","n/e","108","132"
"07.06.2022 02:30 - 07.06.2022 02:45","0","0","n/e","n/e","104","152"
