"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"04.12.2022 23:45 - 05.12.2022 00:00","1","1","n/e","n/e","1454","1456"
"05.12.2022 00:00 - 05.12.2022 00:15","1","1","n/e","n/e","1391","1397"
"05.12.2022 00:15 - 05.12.2022 00:30","1","1","n/e","n/e","1391","1397"
"05.12.2022 00:30 - 05.12.2022 00:45","1","1","n/e","n/e","1391","1397"
"05.12.2022 00:45 - 05.12.2022 01:00","1","1","n/e","n/e","1391","1397"
"05.12.2022 01:00 - 05.12.2022 01:15","1","1","n/e","n/e","1411","1414"
"05.12.2022 01:15 - 05.12.2022 01:30","1","1","n/e","n/e","1411","1414"
"05.12.2022 01:30 - 05.12.2022 01:45","1","1","n/e","n/e","1411","1415"
"05.12.2022 01:45 - 05.12.2022 02:00","1","1","n/e","n/e","1411","1415"
"05.12.2022 02:00 - 05.12.2022 02:15","1","1","n/e","n/e","1399","1401"
"05.12.2022 02:15 - 05.12.2022 02:30","1","1","n/e","n/e","1398","1401"
"05.12.2022 02:30 - 05.12.2022 02:45","1","1","n/e","n/e","1398","1401"
"05.12.2022 02:45 - 05.12.2022 03:00","1","1","n/e","n/e","1397","1400"
"05.12.2022 03:00 - 05.12.2022 03:15","1","1","n/e","n/e","1339","1330"
"05.12.2022 03:15 - 05.12.2022 03:30","1","1","n/e","n/e","1338","1330"
"05.12.2022 03:30 - 05.12.2022 03:45","1","1","n/e","n/e","1337","1329"
"05.12.2022 03:45 - 05.12.2022 04:00","1","1","n/e","n/e","1337","1328"
"05.12.2022 04:00 - 05.12.2022 04:15","1","1","n/e","n/e","1289","1258"
"05.12.2022 04:15 - 05.12.2022 04:30","1","1","n/e","n/e","1288","1258"
"05.12.2022 04:30 - 05.12.2022 04:45","1","1","n/e","n/e","1288","1257"
"05.12.2022 04:45 - 05.12.2022 05:00","1","1","n/e","n/e","1288","1257"
"05.12.2022 05:00 - 05.12.2022 05:15","1","1","n/e","n/e","1239","1238"
"05.12.2022 05:15 - 05.12.2022 05:30","1","1","n/e","n/e","1239","1237"
"05.12.2022 05:30 - 05.12.2022 05:45","1","1","n/e","n/e","1238","1237"
"05.12.2022 05:45 - 05.12.2022 06:00","1","1","n/e","n/e","1238","1237"
"05.12.2022 06:00 - 05.12.2022 06:15","2","2","n/e","n/e","1184","1185"
"05.12.2022 06:15 - 05.12.2022 06:30","2","2","n/e","n/e","1183","1185"
"05.12.2022 06:30 - 05.12.2022 06:45","2","2","n/e","n/e","1183","1184"
"05.12.2022 06:45 - 05.12.2022 07:00","3","3","n/e","n/e","1182","1184"
"05.12.2022 07:00 - 05.12.2022 07:15","13","13","n/e","n/e","1115","1115"
"05.12.2022 07:15 - 05.12.2022 07:30","14","14","n/e","n/e","1114","1114"
"05.12.2022 07:30 - 05.12.2022 07:45","16","16","n/e","n/e","1112","1112"
"05.12.2022 07:45 - 05.12.2022 08:00","18","18","n/e","n/e","1110","1110"
"05.12.2022 08:00 - 05.12.2022 08:15","43","43","n/e","n/e","1036","1036"
"05.12.2022 08:15 - 05.12.2022 08:30","46","46","n/e","n/e","1036","1036"
"05.12.2022 08:30 - 05.12.2022 08:45","48","48","n/e","n/e","1036","1035"
"05.12.2022 08:45 - 05.12.2022 09:00","51","51","n/e","n/e","1036","1035"
"05.12.2022 09:00 - 05.12.2022 09:15","80","80","n/e","n/e","979","979"
"05.12.2022 09:15 - 05.12.2022 09:30","82","82","n/e","n/e","979","979"
"05.12.2022 09:30 - 05.12.2022 09:45","85","85","n/e","n/e","978","978"
"05.12.2022 09:45 - 05.12.2022 10:00","87","87","n/e","n/e","978","978"
"05.12.2022 10:00 - 05.12.2022 10:15","103","104","n/e","n/e","915","904"
"05.12.2022 10:15 - 05.12.2022 10:30","105","105","n/e","n/e","915","904"
"05.12.2022 10:30 - 05.12.2022 10:45","106","106","n/e","n/e","914","903"
"05.12.2022 10:45 - 05.12.2022 11:00","107","107","n/e","n/e","914","903"
"05.12.2022 11:00 - 05.12.2022 11:15","113","113","n/e","n/e","847","838"
"05.12.2022 11:15 - 05.12.2022 11:30","114","114","n/e","n/e","847","837"
"05.12.2022 11:30 - 05.12.2022 11:45","114","114","n/e","n/e","847","837"
"05.12.2022 11:45 - 05.12.2022 12:00","114","114","n/e","n/e","846","837"
"05.12.2022 12:00 - 05.12.2022 12:15","105","105","n/e","n/e","812","803"
"05.12.2022 12:15 - 05.12.2022 12:30","103","104","n/e","n/e","812","803"
"05.12.2022 12:30 - 05.12.2022 12:45","102","102","n/e","n/e","812","803"
"05.12.2022 12:45 - 05.12.2022 13:00","101","101","n/e","n/e","812","803"
"05.12.2022 13:00 - 05.12.2022 13:15","78","78","n/e","n/e","815","807"
"05.12.2022 13:15 - 05.12.2022 13:30","76","76","n/e","n/e","816","807"
"05.12.2022 13:30 - 05.12.2022 13:45","74","74","n/e","n/e","816","808"
"05.12.2022 13:45 - 05.12.2022 14:00","71","71","n/e","n/e","816","808"
"05.12.2022 14:00 - 05.12.2022 14:15","40","40","n/e","n/e","846","840"
"05.12.2022 14:15 - 05.12.2022 14:30","37","37","n/e","n/e","848","841"
"05.12.2022 14:30 - 05.12.2022 14:45","35","35","n/e","n/e","850","843"
"05.12.2022 14:45 - 05.12.2022 15:00","33","33","n/e","n/e","852","845"
"05.12.2022 15:00 - 05.12.2022 15:15","9","9","n/e","n/e","921","914"
"05.12.2022 15:15 - 05.12.2022 15:30","7","7","n/e","n/e","921","914"
"05.12.2022 15:30 - 05.12.2022 15:45","6","6","n/e","n/e","922","915"
"05.12.2022 15:45 - 05.12.2022 16:00","5","5","n/e","n/e","923","916"
"05.12.2022 16:00 - 05.12.2022 16:15","1","1","n/e","n/e","973","963"
"05.12.2022 16:15 - 05.12.2022 16:30","1","1","n/e","n/e","973","963"
"05.12.2022 16:30 - 05.12.2022 16:45","1","1","n/e","n/e","973","963"
"05.12.2022 16:45 - 05.12.2022 17:00","1","1","n/e","n/e","974","964"
"05.12.2022 17:00 - 05.12.2022 17:15","1","1","n/e","n/e","1004","995"
"05.12.2022 17:15 - 05.12.2022 17:30","1","1","n/e","n/e","1004","995"
"05.12.2022 17:30 - 05.12.2022 17:45","1","1","n/e","n/e","1004","995"
"05.12.2022 17:45 - 05.12.2022 18:00","1","1","n/e","n/e","1003","994"
"05.12.2022 18:00 - 05.12.2022 18:15","1","1","n/e","n/e","1011","1003"
"05.12.2022 18:15 - 05.12.2022 18:30","1","1","n/e","n/e","1010","1002"
"05.12.2022 18:30 - 05.12.2022 18:45","1","1","n/e","n/e","1010","1002"
"05.12.2022 18:45 - 05.12.2022 19:00","1","1","n/e","n/e","1009","1001"
"05.12.2022 19:00 - 05.12.2022 19:15","1","1","n/e","n/e","965","955"
"05.12.2022 19:15 - 05.12.2022 19:30","1","1","n/e","n/e","965","955"
"05.12.2022 19:30 - 05.12.2022 19:45","1","1","n/e","n/e","964","954"
"05.12.2022 19:45 - 05.12.2022 20:00","1","1","n/e","n/e","964","954"
"05.12.2022 20:00 - 05.12.2022 20:15","1","1","n/e","n/e","914","904"
"05.12.2022 20:15 - 05.12.2022 20:30","1","1","n/e","n/e","913","903"
"05.12.2022 20:30 - 05.12.2022 20:45","1","1","n/e","n/e","913","903"
"05.12.2022 20:45 - 05.12.2022 21:00","1","1","n/e","n/e","913","903"
"05.12.2022 21:00 - 05.12.2022 21:15","1","1","n/e","n/e","846","848"
"05.12.2022 21:15 - 05.12.2022 21:30","1","1","n/e","n/e","845","847"
"05.12.2022 21:30 - 05.12.2022 21:45","1","1","n/e","n/e","845","847"
"05.12.2022 21:45 - 05.12.2022 22:00","1","1","n/e","n/e","844","846"
"05.12.2022 22:00 - 05.12.2022 22:15","1","1","n/e","n/e","773","773"
"05.12.2022 22:15 - 05.12.2022 22:30","1","1","n/e","n/e","772","772"
"05.12.2022 22:30 - 05.12.2022 22:45","1","1","n/e","n/e","771","771"
"05.12.2022 22:45 - 05.12.2022 23:00","1","1","n/e","n/e","770","770"
"05.12.2022 23:00 - 05.12.2022 23:15","1","1","n/e","n/e","693","690"
"05.12.2022 23:15 - 05.12.2022 23:30","1","1","n/e","n/e","693","690"
"05.12.2022 23:30 - 05.12.2022 23:45","1","1","n/e","n/e","692","690"
"05.12.2022 23:45 - 06.12.2022 00:00","1","1","n/e","n/e","692","689"
"06.12.2022 00:00 - 06.12.2022 00:15","1","1","n/e","n/e","601","601"
"06.12.2022 00:15 - 06.12.2022 00:30","1","1","n/e","n/e","601","601"
"06.12.2022 00:30 - 06.12.2022 00:45","1","1","n/e","n/e","601","601"
"06.12.2022 00:45 - 06.12.2022 01:00","1","1","n/e","n/e","601","601"
"06.12.2022 01:00 - 06.12.2022 01:15","1","1","n/e","n/e","562","566"
"06.12.2022 01:15 - 06.12.2022 01:30","1","1","n/e","n/e","562","566"
"06.12.2022 01:30 - 06.12.2022 01:45","1","1","n/e","n/e","562","566"
"06.12.2022 01:45 - 06.12.2022 02:00","1","1","n/e","n/e","562","566"
"06.12.2022 02:00 - 06.12.2022 02:15","1","1","n/e","n/e","534","541"
"06.12.2022 02:15 - 06.12.2022 02:30","1","1","n/e","n/e","534","541"
"06.12.2022 02:30 - 06.12.2022 02:45","1","1","n/e","n/e","534","541"
"06.12.2022 02:45 - 06.12.2022 03:00","1","1","n/e","n/e","534","541"
"06.12.2022 03:00 - 06.12.2022 03:15","1","1","n/e","n/e","516","534"
"06.12.2022 03:15 - 06.12.2022 03:30","1","1","n/e","n/e","516","534"
"06.12.2022 03:30 - 06.12.2022 03:45","1","1","n/e","n/e","516","534"
"06.12.2022 03:45 - 06.12.2022 04:00","1","1","n/e","n/e","516","534"
"06.12.2022 04:00 - 06.12.2022 04:15","1","1","n/e","n/e","519","535"
"06.12.2022 04:15 - 06.12.2022 04:30","1","1","n/e","n/e","519","535"
"06.12.2022 04:30 - 06.12.2022 04:45","1","1","n/e","n/e","519","535"
"06.12.2022 04:45 - 06.12.2022 05:00","1","1","n/e","n/e","519","535"
"06.12.2022 05:00 - 06.12.2022 05:15","1","1","n/e","n/e","513","531"
"06.12.2022 05:15 - 06.12.2022 05:30","1","1","n/e","n/e","513","531"
"06.12.2022 05:30 - 06.12.2022 05:45","1","1","n/e","n/e","513","531"
"06.12.2022 05:45 - 06.12.2022 06:00","1","1","n/e","n/e","513","531"
"06.12.2022 06:00 - 06.12.2022 06:15","3","3","n/e","n/e","499","500"
"06.12.2022 06:15 - 06.12.2022 06:30","3","3","n/e","n/e","499","500"
"06.12.2022 06:30 - 06.12.2022 06:45","3","3","n/e","n/e","499","500"
"06.12.2022 06:45 - 06.12.2022 07:00","4","4","n/e","n/e","499","499"
"06.12.2022 07:00 - 06.12.2022 07:15","17","17","n/e","n/e","486","485"
"06.12.2022 07:15 - 06.12.2022 07:30","19","19","n/e","n/e","486","485"
"06.12.2022 07:30 - 06.12.2022 07:45","21","21","n/e","n/e","486","485"
"06.12.2022 07:45 - 06.12.2022 08:00","23","23","n/e","n/e","485","484"
"06.12.2022 08:00 - 06.12.2022 08:15","63","63","n/e","n/e","436","435"
"06.12.2022 08:15 - 06.12.2022 08:30","67","67","n/e","n/e","436","435"
"06.12.2022 08:30 - 06.12.2022 08:45","71","71","n/e","n/e","436","435"
"06.12.2022 08:45 - 06.12.2022 09:00","74","74","n/e","n/e","436","435"
"06.12.2022 09:00 - 06.12.2022 09:15","118","118","n/e","n/e","408","408"
"06.12.2022 09:15 - 06.12.2022 09:30","121","121","n/e","n/e","408","408"
"06.12.2022 09:30 - 06.12.2022 09:45","123","123","n/e","n/e","408","408"
"06.12.2022 09:45 - 06.12.2022 10:00","126","126","n/e","n/e","408","408"
"06.12.2022 10:00 - 06.12.2022 10:15","152","152","n/e","n/e","397","392"
"06.12.2022 10:15 - 06.12.2022 10:30","154","154","n/e","n/e","396","391"
"06.12.2022 10:30 - 06.12.2022 10:45","155","156","n/e","n/e","396","391"
"06.12.2022 10:45 - 06.12.2022 11:00","156","156","n/e","n/e","396","391"
"06.12.2022 11:00 - 06.12.2022 11:15","164","165","n/e","n/e","364","359"
"06.12.2022 11:15 - 06.12.2022 11:30","164","164","n/e","n/e","364","359"
"06.12.2022 11:30 - 06.12.2022 11:45","164","164","n/e","n/e","364","359"
"06.12.2022 11:45 - 06.12.2022 12:00","163","163","n/e","n/e","364","359"
"06.12.2022 12:00 - 06.12.2022 12:15","146","147","n/e","n/e","354","349"
"06.12.2022 12:15 - 06.12.2022 12:30","145","145","n/e","n/e","354","349"
"06.12.2022 12:30 - 06.12.2022 12:45","144","144","n/e","n/e","354","349"
"06.12.2022 12:45 - 06.12.2022 13:00","141","142","n/e","n/e","354","349"
"06.12.2022 13:00 - 06.12.2022 13:15","101","101","n/e","n/e","360","355"
"06.12.2022 13:15 - 06.12.2022 13:30","99","99","n/e","n/e","360","355"
"06.12.2022 13:30 - 06.12.2022 13:45","96","96","n/e","n/e","360","355"
"06.12.2022 13:45 - 06.12.2022 14:00","93","93","n/e","n/e","360","355"
"06.12.2022 14:00 - 06.12.2022 14:15","48","48","n/e","n/e","444","439"
"06.12.2022 14:15 - 06.12.2022 14:30","46","46","n/e","n/e","444","439"
"06.12.2022 14:30 - 06.12.2022 14:45","44","44","n/e","n/e","444","439"
"06.12.2022 14:45 - 06.12.2022 15:00","42","42","n/e","n/e","444","439"
"06.12.2022 15:00 - 06.12.2022 15:15","8","8","n/e","n/e","531","525"
"06.12.2022 15:15 - 06.12.2022 15:30","7","7","n/e","n/e","532","525"
"06.12.2022 15:30 - 06.12.2022 15:45","6","6","n/e","n/e","532","526"
"06.12.2022 15:45 - 06.12.2022 16:00","5","5","n/e","n/e","532","526"
"06.12.2022 16:00 - 06.12.2022 16:15","1","1","n/e","n/e","615","609"
"06.12.2022 16:15 - 06.12.2022 16:30","1","1","n/e","n/e","615","609"
"06.12.2022 16:30 - 06.12.2022 16:45","1","1","n/e","n/e","615","609"
"06.12.2022 16:45 - 06.12.2022 17:00","1","1","n/e","n/e","615","609"
"06.12.2022 17:00 - 06.12.2022 17:15","1","1","n/e","n/e","723","717"
"06.12.2022 17:15 - 06.12.2022 17:30","1","1","n/e","n/e","724","718"
"06.12.2022 17:30 - 06.12.2022 17:45","1","1","n/e","n/e","724","719"
"06.12.2022 17:45 - 06.12.2022 18:00","1","1","n/e","n/e","725","720"
"06.12.2022 18:00 - 06.12.2022 18:15","1","1","n/e","n/e","784","778"
"06.12.2022 18:15 - 06.12.2022 18:30","1","1","n/e","n/e","785","779"
"06.12.2022 18:30 - 06.12.2022 18:45","1","1","n/e","n/e","786","780"
"06.12.2022 18:45 - 06.12.2022 19:00","1","1","n/e","n/e","787","781"
"06.12.2022 19:00 - 06.12.2022 19:15","1","1","n/e","n/e","824","819"
"06.12.2022 19:15 - 06.12.2022 19:30","1","1","n/e","n/e","825","820"
"06.12.2022 19:30 - 06.12.2022 19:45","1","1","n/e","n/e","826","821"
"06.12.2022 19:45 - 06.12.2022 20:00","1","1","n/e","n/e","827","822"
"06.12.2022 20:00 - 06.12.2022 20:15","1","1","n/e","n/e","885","880"
"06.12.2022 20:15 - 06.12.2022 20:30","1","1","n/e","n/e","887","882"
"06.12.2022 20:30 - 06.12.2022 20:45","1","1","n/e","n/e","888","883"
"06.12.2022 20:45 - 06.12.2022 21:00","1","1","n/e","n/e","889","884"
"06.12.2022 21:00 - 06.12.2022 21:15","1","1","n/e","n/e","946","946"
"06.12.2022 21:15 - 06.12.2022 21:30","1","1","n/e","n/e","947","947"
"06.12.2022 21:30 - 06.12.2022 21:45","1","1","n/e","n/e","948","948"
"06.12.2022 21:45 - 06.12.2022 22:00","1","1","n/e","n/e","950","950"
"06.12.2022 22:00 - 06.12.2022 22:15","1","1","n/e","n/e","997","997"
"06.12.2022 22:15 - 06.12.2022 22:30","1","1","n/e","n/e","997","997"
"06.12.2022 22:30 - 06.12.2022 22:45","1","1","n/e","n/e","998","998"
"06.12.2022 22:45 - 06.12.2022 23:00","1","1","n/e","n/e","998","998"
"06.12.2022 23:00 - 06.12.2022 23:15","1","1","n/e","n/e","1006","1095"
"06.12.2022 23:15 - 06.12.2022 23:30","1","1","n/e","n/e","1006","1095"
"06.12.2022 23:30 - 06.12.2022 23:45","1","1","n/e","n/e","1007","1095"
"06.12.2022 23:45 - 07.12.2022 00:00","1","1","n/e","n/e","1007","1096"
"07.12.2022 00:00 - 07.12.2022 00:15","1","1","n/e","n/e","1126","1181"
"07.12.2022 00:15 - 07.12.2022 00:30","1","1","n/e","n/e","1127","1170"
"07.12.2022 00:30 - 07.12.2022 00:45","1","1","n/e","n/e","1127","1166"
"07.12.2022 00:45 - 07.12.2022 01:00","1","1","n/e","n/e","1127","1166"
"07.12.2022 01:00 - 07.12.2022 01:15","1","1","n/e","n/e","1141","1194"
"07.12.2022 01:15 - 07.12.2022 01:30","1","1","n/e","n/e","1141","1192"
"07.12.2022 01:30 - 07.12.2022 01:45","1","1","n/e","n/e","1142","1191"
"07.12.2022 01:45 - 07.12.2022 02:00","1","1","n/e","n/e","1143","1192"
"07.12.2022 02:00 - 07.12.2022 02:15","1","1","n/e","n/e","1120","1164"
"07.12.2022 02:15 - 07.12.2022 02:30","1","1","n/e","n/e","1119","1160"
"07.12.2022 02:30 - 07.12.2022 02:45","1","1","n/e","n/e","1119","1162"
"07.12.2022 02:45 - 07.12.2022 03:00","1","1","n/e","n/e","1118","1158"
"07.12.2022 03:00 - 07.12.2022 03:15","1","1","n/e","n/e","1006","1051"
"07.12.2022 03:15 - 07.12.2022 03:30","1","1","n/e","n/e","1004","1049"
"07.12.2022 03:30 - 07.12.2022 03:45","1","1","n/e","n/e","1002","1047"
"07.12.2022 03:45 - 07.12.2022 04:00","1","1","n/e","n/e","1000","1045"
"07.12.2022 04:00 - 07.12.2022 04:15","1","1","n/e","n/e","878","901"
"07.12.2022 04:15 - 07.12.2022 04:30","1","1","n/e","n/e","876","899"
"07.12.2022 04:30 - 07.12.2022 04:45","1","1","n/e","n/e","874","897"
"07.12.2022 04:45 - 07.12.2022 05:00","1","1","n/e","n/e","873","896"
"07.12.2022 05:00 - 07.12.2022 05:15","1","1","n/e","n/e","741","739"
"07.12.2022 05:15 - 07.12.2022 05:30","1","1","n/e","n/e","740","738"
"07.12.2022 05:30 - 07.12.2022 05:45","1","1","n/e","n/e","738","736"
"07.12.2022 05:45 - 07.12.2022 06:00","1","1","n/e","n/e","736","734"
"07.12.2022 06:00 - 07.12.2022 06:15","2","2","n/e","n/e","592","589"
"07.12.2022 06:15 - 07.12.2022 06:30","2","2","n/e","n/e","590","586"
"07.12.2022 06:30 - 07.12.2022 06:45","3","3","n/e","n/e","587","584"
"07.12.2022 06:45 - 07.12.2022 07:00","3","3","n/e","n/e","585","582"
"07.12.2022 07:00 - 07.12.2022 07:15","22","22","n/e","n/e","436","435"
"07.12.2022 07:15 - 07.12.2022 07:30","24","24","n/e","n/e","435","435"
"07.12.2022 07:30 - 07.12.2022 07:45","28","28","n/e","n/e","435","434"
"07.12.2022 07:45 - 07.12.2022 08:00","31","31","n/e","n/e","434","434"
"07.12.2022 08:00 - 07.12.2022 08:15","77","77","n/e","n/e","330","330"
"07.12.2022 08:15 - 07.12.2022 08:30","82","82","n/e","n/e","330","330"
"07.12.2022 08:30 - 07.12.2022 08:45","87","88","n/e","n/e","330","330"
"07.12.2022 08:45 - 07.12.2022 09:00","92","92","n/e","n/e","329","329"
"07.12.2022 09:00 - 07.12.2022 09:15","142","142","n/e","n/e","272","272"
"07.12.2022 09:15 - 07.12.2022 09:30","145","146","n/e","n/e","272","272"
"07.12.2022 09:30 - 07.12.2022 09:45","150","150","n/e","n/e","271","271"
"07.12.2022 09:45 - 07.12.2022 10:00","153","153","n/e","n/e","271","271"
"07.12.2022 10:00 - 07.12.2022 10:15","184","185","n/e","n/e","263","253"
"07.12.2022 10:15 - 07.12.2022 10:30","187","187","n/e","n/e","263","253"
"07.12.2022 10:30 - 07.12.2022 10:45","188","189","n/e","n/e","263","253"
"07.12.2022 10:45 - 07.12.2022 11:00","190","190","n/e","n/e","263","253"
"07.12.2022 11:00 - 07.12.2022 11:15","201","201","n/e","n/e","249","239"
"07.12.2022 11:15 - 07.12.2022 11:30","201","201","n/e","n/e","249","239"
"07.12.2022 11:30 - 07.12.2022 11:45","200","200","n/e","n/e","249","239"
"07.12.2022 11:45 - 07.12.2022 12:00","198","199","n/e","n/e","249","239"
"07.12.2022 12:00 - 07.12.2022 12:15","173","173","n/e","n/e","232","222"
"07.12.2022 12:15 - 07.12.2022 12:30","171","171","n/e","n/e","232","222"
"07.12.2022 12:30 - 07.12.2022 12:45","169","169","n/e","n/e","232","222"
"07.12.2022 12:45 - 07.12.2022 13:00","166","166","n/e","n/e","232","222"
"07.12.2022 13:00 - 07.12.2022 13:15","119","119","n/e","n/e","208","198"
"07.12.2022 13:15 - 07.12.2022 13:30","116","116","n/e","n/e","208","198"
"07.12.2022 13:30 - 07.12.2022 13:45","112","112","n/e","n/e","208","198"
"07.12.2022 13:45 - 07.12.2022 14:00","108","108","n/e","n/e","208","198"
"07.12.2022 14:00 - 07.12.2022 14:15","56","56","n/e","n/e","180","170"
"07.12.2022 14:15 - 07.12.2022 14:30","52","52","n/e","n/e","180","170"
"07.12.2022 14:30 - 07.12.2022 14:45","48","48","n/e","n/e","180","170"
"07.12.2022 14:45 - 07.12.2022 15:00","46","46","n/e","n/e","180","170"
"07.12.2022 15:00 - 07.12.2022 15:15","10","10","n/e","n/e","181","171"
"07.12.2022 15:15 - 07.12.2022 15:30","8","8","n/e","n/e","181","171"
"07.12.2022 15:30 - 07.12.2022 15:45","7","7","n/e","n/e","181","171"
"07.12.2022 15:45 - 07.12.2022 16:00","6","6","n/e","n/e","182","172"
"07.12.2022 16:00 - 07.12.2022 16:15","1","1","n/e","n/e","203","193"
"07.12.2022 16:15 - 07.12.2022 16:30","1","1","n/e","n/e","203","193"
"07.12.2022 16:30 - 07.12.2022 16:45","1","1","n/e","n/e","203","193"
"07.12.2022 16:45 - 07.12.2022 17:00","1","1","n/e","n/e","203","193"
"07.12.2022 17:00 - 07.12.2022 17:15","1","1","n/e","n/e","228","218"
"07.12.2022 17:15 - 07.12.2022 17:30","1","1","n/e","n/e","228","218"
"07.12.2022 17:30 - 07.12.2022 17:45","1","1","n/e","n/e","228","218"
"07.12.2022 17:45 - 07.12.2022 18:00","1","1","n/e","n/e","228","218"
"07.12.2022 18:00 - 07.12.2022 18:15","1","1","n/e","n/e","256","246"
"07.12.2022 18:15 - 07.12.2022 18:30","1","1","n/e","n/e","257","247"
"07.12.2022 18:30 - 07.12.2022 18:45","1","1","n/e","n/e","257","247"
"07.12.2022 18:45 - 07.12.2022 19:00","1","1","n/e","n/e","258","248"
"07.12.2022 19:00 - 07.12.2022 19:15","1","1","n/e","n/e","282","272"
"07.12.2022 19:15 - 07.12.2022 19:30","1","1","n/e","n/e","283","273"
"07.12.2022 19:30 - 07.12.2022 19:45","1","1","n/e","n/e","284","274"
"07.12.2022 19:45 - 07.12.2022 20:00","1","1","n/e","n/e","285","275"
"07.12.2022 20:00 - 07.12.2022 20:15","1","1","n/e","n/e","339","339"
"07.12.2022 20:15 - 07.12.2022 20:30","1","1","n/e","n/e","340","340"
"07.12.2022 20:30 - 07.12.2022 20:45","1","1","n/e","n/e","341","341"
"07.12.2022 20:45 - 07.12.2022 21:00","1","1","n/e","n/e","342","342"
"07.12.2022 21:00 - 07.12.2022 21:15","1","1","n/e","n/e","350","350"
"07.12.2022 21:15 - 07.12.2022 21:30","1","1","n/e","n/e","350","350"
"07.12.2022 21:30 - 07.12.2022 21:45","1","1","n/e","n/e","350","350"
"07.12.2022 21:45 - 07.12.2022 22:00","1","1","n/e","n/e","350","350"
"07.12.2022 22:00 - 07.12.2022 22:15","1","1","n/e","n/e","345","345"
"07.12.2022 22:15 - 07.12.2022 22:30","1","1","n/e","n/e","345","345"
"07.12.2022 22:30 - 07.12.2022 22:45","1","1","n/e","n/e","345","345"
"07.12.2022 22:45 - 07.12.2022 23:00","1","1","n/e","n/e","345","345"
"07.12.2022 23:00 - 07.12.2022 23:15","1","1","n/e","n/e","343","330"
"07.12.2022 23:15 - 07.12.2022 23:30","1","1","n/e","n/e","343","329"
"07.12.2022 23:30 - 07.12.2022 23:45","1","1","n/e","n/e","343","329"
"07.12.2022 23:45 - 08.12.2022 00:00","1","1","n/e","n/e","343","329"
"08.12.2022 00:00 - 08.12.2022 00:15","1","1","n/e","n/e","235","235"
"08.12.2022 00:15 - 08.12.2022 00:30","1","1","n/e","n/e","235","235"
"08.12.2022 00:30 - 08.12.2022 00:45","1","1","n/e","n/e","235","235"
"08.12.2022 00:45 - 08.12.2022 01:00","1","1","n/e","n/e","235","235"
"08.12.2022 01:00 - 08.12.2022 01:15","1","1","n/e","n/e","204","204"
"08.12.2022 01:15 - 08.12.2022 01:30","1","1","n/e","n/e","204","204"
"08.12.2022 01:30 - 08.12.2022 01:45","1","1","n/e","n/e","204","204"
"08.12.2022 01:45 - 08.12.2022 02:00","1","1","n/e","n/e","204","204"
"08.12.2022 02:00 - 08.12.2022 02:15","1","1","n/e","n/e","167","167"
"08.12.2022 02:15 - 08.12.2022 02:30","1","1","n/e","n/e","167","167"
"08.12.2022 02:30 - 08.12.2022 02:45","1","1","n/e","n/e","167","167"
"08.12.2022 02:45 - 08.12.2022 03:00","1","1","n/e","n/e","167","167"
"08.12.2022 03:00 - 08.12.2022 03:15","1","1","n/e","n/e","132","132"
"08.12.2022 03:15 - 08.12.2022 03:30","1","1","n/e","n/e","132","132"
"08.12.2022 03:30 - 08.12.2022 03:45","1","1","n/e","n/e","132","132"
"08.12.2022 03:45 - 08.12.2022 04:00","1","1","n/e","n/e","132","132"
"08.12.2022 04:00 - 08.12.2022 04:15","1","1","n/e","n/e","105","105"
"08.12.2022 04:15 - 08.12.2022 04:30","1","1","n/e","n/e","105","105"
"08.12.2022 04:30 - 08.12.2022 04:45","1","1","n/e","n/e","105","105"
"08.12.2022 04:45 - 08.12.2022 05:00","1","1","n/e","n/e","105","105"
"08.12.2022 05:00 - 08.12.2022 05:15","1","1","n/e","n/e","86","86"
"08.12.2022 05:15 - 08.12.2022 05:30","1","1","n/e","n/e","86","86"
"08.12.2022 05:30 - 08.12.2022 05:45","1","1","n/e","n/e","85","86"
"08.12.2022 05:45 - 08.12.2022 06:00","1","1","n/e","n/e","85","86"
"08.12.2022 06:00 - 08.12.2022 06:15","2","2","n/e","n/e","77","77"
"08.12.2022 06:15 - 08.12.2022 06:30","2","2","n/e","n/e","77","77"
"08.12.2022 06:30 - 08.12.2022 06:45","3","3","n/e","n/e","77","77"
"08.12.2022 06:45 - 08.12.2022 07:00","3","3","n/e","n/e","77","77"
"08.12.2022 07:00 - 08.12.2022 07:15","20","20","n/e","n/e","73","73"
"08.12.2022 07:15 - 08.12.2022 07:30","22","22","n/e","n/e","73","73"
"08.12.2022 07:30 - 08.12.2022 07:45","25","25","n/e","n/e","73","73"
"08.12.2022 07:45 - 08.12.2022 08:00","28","28","n/e","n/e","73","73"
"08.12.2022 08:00 - 08.12.2022 08:15","74","74","n/e","n/e","75","75"
"08.12.2022 08:15 - 08.12.2022 08:30","79","79","n/e","n/e","75","75"
"08.12.2022 08:30 - 08.12.2022 08:45","83","83","n/e","n/e","75","75"
"08.12.2022 08:45 - 08.12.2022 09:00","87","87","n/e","n/e","75","75"
