"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"08.12.2022 09:00 - 08.12.2022 09:15","148","148","n/e","n/e","75","75"
"08.12.2022 09:15 - 08.12.2022 09:30","151","151","n/e","n/e","75","75"
"08.12.2022 09:30 - 08.12.2022 09:45","154","154","n/e","n/e","75","75"
"08.12.2022 09:45 - 08.12.2022 10:00","158","158","n/e","n/e","75","75"
"08.12.2022 10:00 - 08.12.2022 10:15","205","205","n/e","n/e","88","78"
"08.12.2022 10:15 - 08.12.2022 10:30","208","208","n/e","n/e","88","78"
"08.12.2022 10:30 - 08.12.2022 10:45","209","209","n/e","n/e","88","78"
"08.12.2022 10:45 - 08.12.2022 11:00","210","210","n/e","n/e","88","78"
"08.12.2022 11:00 - 08.12.2022 11:15","211","211","n/e","n/e","87","77"
"08.12.2022 11:15 - 08.12.2022 11:30","211","211","n/e","n/e","87","77"
"08.12.2022 11:30 - 08.12.2022 11:45","210","210","n/e","n/e","87","77"
"08.12.2022 11:45 - 08.12.2022 12:00","210","210","n/e","n/e","87","77"
"08.12.2022 12:00 - 08.12.2022 12:15","179","179","n/e","n/e","82","72"
"08.12.2022 12:15 - 08.12.2022 12:30","177","177","n/e","n/e","82","72"
"08.12.2022 12:30 - 08.12.2022 12:45","176","176","n/e","n/e","82","72"
"08.12.2022 12:45 - 08.12.2022 13:00","173","174","n/e","n/e","82","72"
"08.12.2022 13:00 - 08.12.2022 13:15","117","118","n/e","n/e","75","65"
"08.12.2022 13:15 - 08.12.2022 13:30","115","115","n/e","n/e","75","65"
"08.12.2022 13:30 - 08.12.2022 13:45","112","112","n/e","n/e","75","65"
"08.12.2022 13:45 - 08.12.2022 14:00","109","109","n/e","n/e","75","65"
"08.12.2022 14:00 - 08.12.2022 14:15","54","54","n/e","n/e","76","66"
"08.12.2022 14:15 - 08.12.2022 14:30","51","51","n/e","n/e","76","66"
"08.12.2022 14:30 - 08.12.2022 14:45","47","47","n/e","n/e","76","66"
"08.12.2022 14:45 - 08.12.2022 15:00","45","45","n/e","n/e","76","66"
"08.12.2022 15:00 - 08.12.2022 15:15","10","10","n/e","n/e","84","74"
"08.12.2022 15:15 - 08.12.2022 15:30","8","8","n/e","n/e","84","74"
"08.12.2022 15:30 - 08.12.2022 15:45","7","7","n/e","n/e","84","74"
"08.12.2022 15:45 - 08.12.2022 16:00","6","6","n/e","n/e","85","75"
"08.12.2022 16:00 - 08.12.2022 16:15","1","1","n/e","n/e","103","93"
"08.12.2022 16:15 - 08.12.2022 16:30","1","1","n/e","n/e","103","93"
"08.12.2022 16:30 - 08.12.2022 16:45","1","1","n/e","n/e","103","93"
"08.12.2022 16:45 - 08.12.2022 17:00","1","1","n/e","n/e","103","93"
"08.12.2022 17:00 - 08.12.2022 17:15","1","1","n/e","n/e","134","124"
"08.12.2022 17:15 - 08.12.2022 17:30","1","1","n/e","n/e","134","124"
"08.12.2022 17:30 - 08.12.2022 17:45","1","1","n/e","n/e","134","124"
"08.12.2022 17:45 - 08.12.2022 18:00","1","1","n/e","n/e","134","124"
"08.12.2022 18:00 - 08.12.2022 18:15","1","1","n/e","n/e","182","172"
"08.12.2022 18:15 - 08.12.2022 18:30","1","1","n/e","n/e","182","172"
"08.12.2022 18:30 - 08.12.2022 18:45","1","1","n/e","n/e","182","172"
"08.12.2022 18:45 - 08.12.2022 19:00","1","1","n/e","n/e","182","172"
"08.12.2022 19:00 - 08.12.2022 19:15","1","1","n/e","n/e","246","236"
"08.12.2022 19:15 - 08.12.2022 19:30","1","1","n/e","n/e","246","236"
"08.12.2022 19:30 - 08.12.2022 19:45","1","1","n/e","n/e","246","236"
"08.12.2022 19:45 - 08.12.2022 20:00","1","1","n/e","n/e","246","236"
"08.12.2022 20:00 - 08.12.2022 20:15","1","1","n/e","n/e","341","331"
"08.12.2022 20:15 - 08.12.2022 20:30","1","1","n/e","n/e","342","332"
"08.12.2022 20:30 - 08.12.2022 20:45","1","1","n/e","n/e","344","334"
"08.12.2022 20:45 - 08.12.2022 21:00","1","1","n/e","n/e","345","335"
"08.12.2022 21:00 - 08.12.2022 21:15","1","1","n/e","n/e","419","419"
"08.12.2022 21:15 - 08.12.2022 21:30","1","1","n/e","n/e","419","419"
"08.12.2022 21:30 - 08.12.2022 21:45","1","1","n/e","n/e","419","419"
"08.12.2022 21:45 - 08.12.2022 22:00","1","1","n/e","n/e","420","420"
"08.12.2022 22:00 - 08.12.2022 22:15","1","1","n/e","n/e","473","473"
"08.12.2022 22:15 - 08.12.2022 22:30","1","1","n/e","n/e","473","473"
"08.12.2022 22:30 - 08.12.2022 22:45","1","1","n/e","n/e","473","473"
"08.12.2022 22:45 - 08.12.2022 23:00","1","1","n/e","n/e","473","473"
"08.12.2022 23:00 - 08.12.2022 23:15","1","1","n/e","n/e","495","478"
"08.12.2022 23:15 - 08.12.2022 23:30","1","1","n/e","n/e","495","478"
"08.12.2022 23:30 - 08.12.2022 23:45","1","1","n/e","n/e","495","479"
"08.12.2022 23:45 - 09.12.2022 00:00","1","1","n/e","n/e","495","479"
"09.12.2022 00:00 - 09.12.2022 00:15","0","0","n/e","n/e","578","563"
"09.12.2022 00:15 - 09.12.2022 00:30","0","0","n/e","n/e","578","563"
"09.12.2022 00:30 - 09.12.2022 00:45","0","0","n/e","n/e","577","562"
"09.12.2022 00:45 - 09.12.2022 01:00","0","0","n/e","n/e","577","562"
"09.12.2022 01:00 - 09.12.2022 01:15","0","0","n/e","n/e","508","500"
"09.12.2022 01:15 - 09.12.2022 01:30","0","0","n/e","n/e","508","500"
"09.12.2022 01:30 - 09.12.2022 01:45","0","0","n/e","n/e","508","499"
"09.12.2022 01:45 - 09.12.2022 02:00","0","0","n/e","n/e","508","499"
"09.12.2022 02:00 - 09.12.2022 02:15","0","0","n/e","n/e","437","428"
"09.12.2022 02:15 - 09.12.2022 02:30","0","0","n/e","n/e","437","428"
"09.12.2022 02:30 - 09.12.2022 02:45","0","0","n/e","n/e","437","428"
"09.12.2022 02:45 - 09.12.2022 03:00","0","0","n/e","n/e","437","427"
"09.12.2022 03:00 - 09.12.2022 03:15","0","0","n/e","n/e","405","398"
"09.12.2022 03:15 - 09.12.2022 03:30","0","0","n/e","n/e","405","398"
"09.12.2022 03:30 - 09.12.2022 03:45","0","0","n/e","n/e","405","385"
"09.12.2022 03:45 - 09.12.2022 04:00","0","0","n/e","n/e","405","384"
"09.12.2022 04:00 - 09.12.2022 04:15","0","0","n/e","n/e","429","414"
"09.12.2022 04:15 - 09.12.2022 04:30","0","0","n/e","n/e","429","414"
"09.12.2022 04:30 - 09.12.2022 04:45","0","0","n/e","n/e","429","414"
"09.12.2022 04:45 - 09.12.2022 05:00","0","0","n/e","n/e","429","414"
"09.12.2022 05:00 - 09.12.2022 05:15","0","0","n/e","n/e","488","485"
"09.12.2022 05:15 - 09.12.2022 05:30","0","0","n/e","n/e","488","485"
"09.12.2022 05:30 - 09.12.2022 05:45","0","0","n/e","n/e","489","486"
"09.12.2022 05:45 - 09.12.2022 06:00","0","0","n/e","n/e","489","486"
"09.12.2022 06:00 - 09.12.2022 06:15","2","2","n/e","n/e","552","552"
"09.12.2022 06:15 - 09.12.2022 06:30","2","2","n/e","n/e","552","552"
"09.12.2022 06:30 - 09.12.2022 06:45","3","3","n/e","n/e","553","553"
"09.12.2022 06:45 - 09.12.2022 07:00","3","3","n/e","n/e","553","553"
"09.12.2022 07:00 - 09.12.2022 07:15","21","21","n/e","n/e","579","579"
"09.12.2022 07:15 - 09.12.2022 07:30","23","23","n/e","n/e","579","579"
"09.12.2022 07:30 - 09.12.2022 07:45","26","26","n/e","n/e","579","579"
"09.12.2022 07:45 - 09.12.2022 08:00","30","30","n/e","n/e","579","579"
"09.12.2022 08:00 - 09.12.2022 08:15","81","81","n/e","n/e","565","565"
"09.12.2022 08:15 - 09.12.2022 08:30","86","86","n/e","n/e","565","565"
"09.12.2022 08:30 - 09.12.2022 08:45","90","90","n/e","n/e","565","565"
"09.12.2022 08:45 - 09.12.2022 09:00","94","94","n/e","n/e","565","565"
"09.12.2022 09:00 - 09.12.2022 09:15","150","150","n/e","n/e","535","535"
"09.12.2022 09:15 - 09.12.2022 09:30","153","153","n/e","n/e","535","535"
"09.12.2022 09:30 - 09.12.2022 09:45","157","157","n/e","n/e","535","535"
"09.12.2022 09:45 - 09.12.2022 10:00","159","160","n/e","n/e","535","535"
"09.12.2022 10:00 - 09.12.2022 10:15","187","187","n/e","n/e","502","492"
"09.12.2022 10:15 - 09.12.2022 10:30","188","188","n/e","n/e","502","492"
"09.12.2022 10:30 - 09.12.2022 10:45","189","189","n/e","n/e","501","491"
"09.12.2022 10:45 - 09.12.2022 11:00","190","190","n/e","n/e","501","491"
"09.12.2022 11:00 - 09.12.2022 11:15","197","197","n/e","n/e","438","428"
"09.12.2022 11:15 - 09.12.2022 11:30","197","198","n/e","n/e","437","427"
"09.12.2022 11:30 - 09.12.2022 11:45","196","196","n/e","n/e","436","426"
"09.12.2022 11:45 - 09.12.2022 12:00","195","195","n/e","n/e","436","426"
"09.12.2022 12:00 - 09.12.2022 12:15","178","179","n/e","n/e","342","332"
"09.12.2022 12:15 - 09.12.2022 12:30","176","176","n/e","n/e","341","331"
"09.12.2022 12:30 - 09.12.2022 12:45","175","175","n/e","n/e","341","331"
"09.12.2022 12:45 - 09.12.2022 13:00","172","172","n/e","n/e","341","331"
"09.12.2022 13:00 - 09.12.2022 13:15","119","119","n/e","n/e","252","242"
"09.12.2022 13:15 - 09.12.2022 13:30","116","117","n/e","n/e","252","242"
"09.12.2022 13:30 - 09.12.2022 13:45","113","114","n/e","n/e","252","242"
"09.12.2022 13:45 - 09.12.2022 14:00","110","111","n/e","n/e","251","241"
"09.12.2022 14:00 - 09.12.2022 14:15","54","54","n/e","n/e","208","198"
"09.12.2022 14:15 - 09.12.2022 14:30","51","51","n/e","n/e","208","198"
"09.12.2022 14:30 - 09.12.2022 14:45","47","47","n/e","n/e","208","198"
"09.12.2022 14:45 - 09.12.2022 15:00","45","45","n/e","n/e","208","198"
"09.12.2022 15:00 - 09.12.2022 15:15","9","9","n/e","n/e","247","237"
"09.12.2022 15:15 - 09.12.2022 15:30","7","7","n/e","n/e","247","237"
"09.12.2022 15:30 - 09.12.2022 15:45","6","6","n/e","n/e","247","237"
"09.12.2022 15:45 - 09.12.2022 16:00","5","5","n/e","n/e","248","238"
"09.12.2022 16:00 - 09.12.2022 16:15","1","1","n/e","n/e","321","311"
"09.12.2022 16:15 - 09.12.2022 16:30","1","1","n/e","n/e","321","311"
"09.12.2022 16:30 - 09.12.2022 16:45","1","1","n/e","n/e","322","312"
"09.12.2022 16:45 - 09.12.2022 17:00","1","1","n/e","n/e","322","312"
"09.12.2022 17:00 - 09.12.2022 17:15","0","0","n/e","n/e","558","548"
"09.12.2022 17:15 - 09.12.2022 17:30","0","0","n/e","n/e","561","551"
"09.12.2022 17:30 - 09.12.2022 17:45","0","0","n/e","n/e","565","555"
"09.12.2022 17:45 - 09.12.2022 18:00","0","0","n/e","n/e","568","558"
"09.12.2022 18:00 - 09.12.2022 18:15","0","0","n/e","n/e","891","881"
"09.12.2022 18:15 - 09.12.2022 18:30","0","0","n/e","n/e","895","885"
"09.12.2022 18:30 - 09.12.2022 18:45","0","0","n/e","n/e","898","888"
"09.12.2022 18:45 - 09.12.2022 19:00","0","0","n/e","n/e","901","891"
"09.12.2022 19:00 - 09.12.2022 19:15","0","0","n/e","n/e","1146","1136"
"09.12.2022 19:15 - 09.12.2022 19:30","0","0","n/e","n/e","1149","1139"
"09.12.2022 19:30 - 09.12.2022 19:45","0","0","n/e","n/e","1152","1142"
"09.12.2022 19:45 - 09.12.2022 20:00","0","0","n/e","n/e","1155","1145"
"09.12.2022 20:00 - 09.12.2022 20:15","0","0","n/e","n/e","1300","1300"
"09.12.2022 20:15 - 09.12.2022 20:30","0","0","n/e","n/e","1301","1301"
"09.12.2022 20:30 - 09.12.2022 20:45","0","0","n/e","n/e","1302","1302"
"09.12.2022 20:45 - 09.12.2022 21:00","0","0","n/e","n/e","1304","1304"
"09.12.2022 21:00 - 09.12.2022 21:15","0","0","n/e","n/e","1322","1322"
"09.12.2022 21:15 - 09.12.2022 21:30","0","0","n/e","n/e","1321","1321"
"09.12.2022 21:30 - 09.12.2022 21:45","0","0","n/e","n/e","1321","1321"
"09.12.2022 21:45 - 09.12.2022 22:00","0","0","n/e","n/e","1321","1321"
"09.12.2022 22:00 - 09.12.2022 22:15","0","0","n/e","n/e","1274","1274"
"09.12.2022 22:15 - 09.12.2022 22:30","0","0","n/e","n/e","1273","1273"
"09.12.2022 22:30 - 09.12.2022 22:45","0","0","n/e","n/e","1273","1273"
"09.12.2022 22:45 - 09.12.2022 23:00","0","0","n/e","n/e","1272","1272"
"09.12.2022 23:00 - 09.12.2022 23:15","0","0","n/e","n/e","1190","1171"
"09.12.2022 23:15 - 09.12.2022 23:30","0","0","n/e","n/e","1189","1170"
"09.12.2022 23:30 - 09.12.2022 23:45","0","0","n/e","n/e","1189","1170"
"09.12.2022 23:45 - 10.12.2022 00:00","0","0","n/e","n/e","1188","1169"
"10.12.2022 00:00 - 10.12.2022 00:15","1","1","n/e","n/e","1252","1220"
"10.12.2022 00:15 - 10.12.2022 00:30","1","1","n/e","n/e","1251","1220"
"10.12.2022 00:30 - 10.12.2022 00:45","1","1","n/e","n/e","1251","1219"
"10.12.2022 00:45 - 10.12.2022 01:00","1","1","n/e","n/e","1250","1219"
"10.12.2022 01:00 - 10.12.2022 01:15","1","1","n/e","n/e","1233","1189"
"10.12.2022 01:15 - 10.12.2022 01:30","1","1","n/e","n/e","1233","1189"
"10.12.2022 01:30 - 10.12.2022 01:45","1","1","n/e","n/e","1233","1189"
"10.12.2022 01:45 - 10.12.2022 02:00","1","1","n/e","n/e","1233","1189"
"10.12.2022 02:00 - 10.12.2022 02:15","1","1","n/e","n/e","1249","1208"
"10.12.2022 02:15 - 10.12.2022 02:30","1","1","n/e","n/e","1249","1209"
"10.12.2022 02:30 - 10.12.2022 02:45","1","1","n/e","n/e","1250","1209"
"10.12.2022 02:45 - 10.12.2022 03:00","1","1","n/e","n/e","1250","1209"
"10.12.2022 03:00 - 10.12.2022 03:15","1","1","n/e","n/e","1255","1196"
"10.12.2022 03:15 - 10.12.2022 03:30","1","1","n/e","n/e","1255","1196"
"10.12.2022 03:30 - 10.12.2022 03:45","1","1","n/e","n/e","1255","1196"
"10.12.2022 03:45 - 10.12.2022 04:00","1","1","n/e","n/e","1255","1196"
"10.12.2022 04:00 - 10.12.2022 04:15","1","1","n/e","n/e","1282","1244"
"10.12.2022 04:15 - 10.12.2022 04:30","1","1","n/e","n/e","1282","1244"
"10.12.2022 04:30 - 10.12.2022 04:45","1","1","n/e","n/e","1283","1245"
"10.12.2022 04:45 - 10.12.2022 05:00","1","1","n/e","n/e","1283","1245"
"10.12.2022 05:00 - 10.12.2022 05:15","1","1","n/e","n/e","1302","1275"
"10.12.2022 05:15 - 10.12.2022 05:30","1","1","n/e","n/e","1302","1274"
"10.12.2022 05:30 - 10.12.2022 05:45","1","1","n/e","n/e","1302","1274"
"10.12.2022 05:45 - 10.12.2022 06:00","1","1","n/e","n/e","1302","1274"
"10.12.2022 06:00 - 10.12.2022 06:15","2","2","n/e","n/e","1299","1288"
"10.12.2022 06:15 - 10.12.2022 06:30","2","2","n/e","n/e","1299","1287"
"10.12.2022 06:30 - 10.12.2022 06:45","2","2","n/e","n/e","1298","1287"
"10.12.2022 06:45 - 10.12.2022 07:00","3","3","n/e","n/e","1298","1287"
"10.12.2022 07:00 - 10.12.2022 07:15","17","17","n/e","n/e","1281","1269"
"10.12.2022 07:15 - 10.12.2022 07:30","18","18","n/e","n/e","1281","1269"
"10.12.2022 07:30 - 10.12.2022 07:45","21","21","n/e","n/e","1282","1269"
"10.12.2022 07:45 - 10.12.2022 08:00","23","23","n/e","n/e","1282","1269"
"10.12.2022 08:00 - 10.12.2022 08:15","61","61","n/e","n/e","1245","1238"
"10.12.2022 08:15 - 10.12.2022 08:30","65","65","n/e","n/e","1245","1237"
"10.12.2022 08:30 - 10.12.2022 08:45","69","69","n/e","n/e","1244","1237"
"10.12.2022 08:45 - 10.12.2022 09:00","73","73","n/e","n/e","1244","1236"
"10.12.2022 09:00 - 10.12.2022 09:15","118","117","n/e","n/e","1174","1176"
"10.12.2022 09:15 - 10.12.2022 09:30","121","120","n/e","n/e","1174","1176"
"10.12.2022 09:30 - 10.12.2022 09:45","125","124","n/e","n/e","1173","1175"
"10.12.2022 09:45 - 10.12.2022 10:00","128","127","n/e","n/e","1173","1175"
"10.12.2022 10:00 - 10.12.2022 10:15","170","170","n/e","n/e","1057","1050"
"10.12.2022 10:15 - 10.12.2022 10:30","174","173","n/e","n/e","1056","1048"
"10.12.2022 10:30 - 10.12.2022 10:45","176","175","n/e","n/e","1054","1047"
"10.12.2022 10:45 - 10.12.2022 11:00","178","177","n/e","n/e","1053","1045"
"10.12.2022 11:00 - 10.12.2022 11:15","217","217","n/e","n/e","903","894"
"10.12.2022 11:15 - 10.12.2022 11:30","218","217","n/e","n/e","901","892"
"10.12.2022 11:30 - 10.12.2022 11:45","218","218","n/e","n/e","900","891"
"10.12.2022 11:45 - 10.12.2022 12:00","218","217","n/e","n/e","898","889"
"10.12.2022 12:00 - 10.12.2022 12:15","225","224","n/e","n/e","812","803"
"10.12.2022 12:15 - 10.12.2022 12:30","224","223","n/e","n/e","811","802"
"10.12.2022 12:30 - 10.12.2022 12:45","222","222","n/e","n/e","809","800"
"10.12.2022 12:45 - 10.12.2022 13:00","220","219","n/e","n/e","808","799"
"10.12.2022 13:00 - 10.12.2022 13:15","165","164","n/e","n/e","732","723"
"10.12.2022 13:15 - 10.12.2022 13:30","162","161","n/e","n/e","731","722"
"10.12.2022 13:30 - 10.12.2022 13:45","159","158","n/e","n/e","730","721"
"10.12.2022 13:45 - 10.12.2022 14:00","155","154","n/e","n/e","730","721"
"10.12.2022 14:00 - 10.12.2022 14:15","81","81","n/e","n/e","711","701"
"10.12.2022 14:15 - 10.12.2022 14:30","76","76","n/e","n/e","711","701"
"10.12.2022 14:30 - 10.12.2022 14:45","72","72","n/e","n/e","711","701"
"10.12.2022 14:45 - 10.12.2022 15:00","68","68","n/e","n/e","711","701"
"10.12.2022 15:00 - 10.12.2022 15:15","12","12","n/e","n/e","746","736"
"10.12.2022 15:15 - 10.12.2022 15:30","10","10","n/e","n/e","747","737"
"10.12.2022 15:30 - 10.12.2022 15:45","9","9","n/e","n/e","748","738"
"10.12.2022 15:45 - 10.12.2022 16:00","8","8","n/e","n/e","748","738"
"10.12.2022 16:00 - 10.12.2022 16:15","1","1","n/e","n/e","851","841"
"10.12.2022 16:15 - 10.12.2022 16:30","1","1","n/e","n/e","853","843"
"10.12.2022 16:30 - 10.12.2022 16:45","1","1","n/e","n/e","855","845"
"10.12.2022 16:45 - 10.12.2022 17:00","1","1","n/e","n/e","857","847"
"10.12.2022 17:00 - 10.12.2022 17:15","1","1","n/e","n/e","985","977"
"10.12.2022 17:15 - 10.12.2022 17:30","1","1","n/e","n/e","987","979"
"10.12.2022 17:30 - 10.12.2022 17:45","1","1","n/e","n/e","989","981"
"10.12.2022 17:45 - 10.12.2022 18:00","1","1","n/e","n/e","990","982"
"10.12.2022 18:00 - 10.12.2022 18:15","1","1","n/e","n/e","1107","1098"
"10.12.2022 18:15 - 10.12.2022 18:30","1","1","n/e","n/e","1108","1100"
"10.12.2022 18:30 - 10.12.2022 18:45","1","1","n/e","n/e","1110","1101"
"10.12.2022 18:45 - 10.12.2022 19:00","1","1","n/e","n/e","1111","1103"
"10.12.2022 19:00 - 10.12.2022 19:15","1","1","n/e","n/e","1204","1195"
"10.12.2022 19:15 - 10.12.2022 19:30","1","1","n/e","n/e","1205","1197"
"10.12.2022 19:30 - 10.12.2022 19:45","1","1","n/e","n/e","1207","1198"
"10.12.2022 19:45 - 10.12.2022 20:00","1","1","n/e","n/e","1209","1200"
"10.12.2022 20:00 - 10.12.2022 20:15","1","1","n/e","n/e","1345","1336"
"10.12.2022 20:15 - 10.12.2022 20:30","1","1","n/e","n/e","1346","1337"
"10.12.2022 20:30 - 10.12.2022 20:45","1","1","n/e","n/e","1348","1339"
"10.12.2022 20:45 - 10.12.2022 21:00","1","1","n/e","n/e","1350","1341"
"10.12.2022 21:00 - 10.12.2022 21:15","1","1","n/e","n/e","1472","1472"
"10.12.2022 21:15 - 10.12.2022 21:30","1","1","n/e","n/e","1475","1475"
"10.12.2022 21:30 - 10.12.2022 21:45","1","1","n/e","n/e","1477","1477"
"10.12.2022 21:45 - 10.12.2022 22:00","1","1","n/e","n/e","1479","1479"
"10.12.2022 22:00 - 10.12.2022 22:15","1","1","n/e","n/e","1650","1650"
"10.12.2022 22:15 - 10.12.2022 22:30","1","1","n/e","n/e","1653","1653"
"10.12.2022 22:30 - 10.12.2022 22:45","1","1","n/e","n/e","1656","1656"
"10.12.2022 22:45 - 10.12.2022 23:00","1","1","n/e","n/e","1659","1659"
"10.12.2022 23:00 - 10.12.2022 23:15","1","1","n/e","n/e","1848","1846"
"10.12.2022 23:15 - 10.12.2022 23:30","1","1","n/e","n/e","1851","1848"
"10.12.2022 23:30 - 10.12.2022 23:45","1","1","n/e","n/e","1853","1850"
"10.12.2022 23:45 - 11.12.2022 00:00","1","1","n/e","n/e","1855","1852"
"11.12.2022 00:00 - 11.12.2022 00:15","1","1","n/e","n/e","2094","2096"
"11.12.2022 00:15 - 11.12.2022 00:30","1","1","n/e","n/e","2096","2098"
"11.12.2022 00:30 - 11.12.2022 00:45","1","1","n/e","n/e","2098","2099"
"11.12.2022 00:45 - 11.12.2022 01:00","1","1","n/e","n/e","2099","2101"
"11.12.2022 01:00 - 11.12.2022 01:15","1","1","n/e","n/e","2215","2209"
"11.12.2022 01:15 - 11.12.2022 01:30","1","1","n/e","n/e","2216","2210"
"11.12.2022 01:30 - 11.12.2022 01:45","1","1","n/e","n/e","2216","2211"
"11.12.2022 01:45 - 11.12.2022 02:00","1","1","n/e","n/e","2217","2211"
"11.12.2022 02:00 - 11.12.2022 02:15","1","1","n/e","n/e","2283","2276"
"11.12.2022 02:15 - 11.12.2022 02:30","1","1","n/e","n/e","2284","2276"
"11.12.2022 02:30 - 11.12.2022 02:45","1","1","n/e","n/e","2284","2276"
"11.12.2022 02:45 - 11.12.2022 03:00","1","1","n/e","n/e","2284","2277"
"11.12.2022 03:00 - 11.12.2022 03:15","1","1","n/e","n/e","2355","2350"
"11.12.2022 03:15 - 11.12.2022 03:30","1","1","n/e","n/e","2356","2351"
"11.12.2022 03:30 - 11.12.2022 03:45","1","1","n/e","n/e","2356","2352"
"11.12.2022 03:45 - 11.12.2022 04:00","1","1","n/e","n/e","2357","2352"
"11.12.2022 04:00 - 11.12.2022 04:15","1","1","n/e","n/e","2426","2422"
"11.12.2022 04:15 - 11.12.2022 04:30","1","1","n/e","n/e","2427","2423"
"11.12.2022 04:30 - 11.12.2022 04:45","1","1","n/e","n/e","2427","2424"
"11.12.2022 04:45 - 11.12.2022 05:00","1","1","n/e","n/e","2428","2424"
"11.12.2022 05:00 - 11.12.2022 05:15","1","1","n/e","n/e","2476","2475"
"11.12.2022 05:15 - 11.12.2022 05:30","1","1","n/e","n/e","2476","2476"
"11.12.2022 05:30 - 11.12.2022 05:45","1","1","n/e","n/e","2476","2476"
"11.12.2022 05:45 - 11.12.2022 06:00","1","1","n/e","n/e","2477","2476"
"11.12.2022 06:00 - 11.12.2022 06:15","2","2","n/e","n/e","2496","2495"
"11.12.2022 06:15 - 11.12.2022 06:30","2","2","n/e","n/e","2495","2494"
"11.12.2022 06:30 - 11.12.2022 06:45","2","2","n/e","n/e","2493","2493"
"11.12.2022 06:45 - 11.12.2022 07:00","3","3","n/e","n/e","2492","2492"
"11.12.2022 07:00 - 11.12.2022 07:15","11","11","n/e","n/e","2529","2525"
"11.12.2022 07:15 - 11.12.2022 07:30","12","12","n/e","n/e","2531","2526"
"11.12.2022 07:30 - 11.12.2022 07:45","14","14","n/e","n/e","2532","2528"
"11.12.2022 07:45 - 11.12.2022 08:00","16","16","n/e","n/e","2534","2529"
"11.12.2022 08:00 - 11.12.2022 08:15","40","40","n/e","n/e","2547","2542"
"11.12.2022 08:15 - 11.12.2022 08:30","43","43","n/e","n/e","2547","2542"
"11.12.2022 08:30 - 11.12.2022 08:45","47","47","n/e","n/e","2547","2542"
"11.12.2022 08:45 - 11.12.2022 09:00","50","50","n/e","n/e","2547","2542"
"11.12.2022 09:00 - 11.12.2022 09:15","93","92","n/e","n/e","2521","2524"
"11.12.2022 09:15 - 11.12.2022 09:30","96","95","n/e","n/e","2521","2523"
"11.12.2022 09:30 - 11.12.2022 09:45","100","98","n/e","n/e","2520","2523"
"11.12.2022 09:45 - 11.12.2022 10:00","103","102","n/e","n/e","2519","2522"
"11.12.2022 10:00 - 11.12.2022 10:15","141","139","n/e","n/e","2436","2432"
"11.12.2022 10:15 - 11.12.2022 10:30","143","142","n/e","n/e","2434","2430"
"11.12.2022 10:30 - 11.12.2022 10:45","145","144","n/e","n/e","2432","2428"
"11.12.2022 10:45 - 11.12.2022 11:00","147","146","n/e","n/e","2430","2426"
"11.12.2022 11:00 - 11.12.2022 11:15","175","173","n/e","n/e","2275","2271"
"11.12.2022 11:15 - 11.12.2022 11:30","175","174","n/e","n/e","2271","2267"
"11.12.2022 11:30 - 11.12.2022 11:45","176","174","n/e","n/e","2268","2264"
"11.12.2022 11:45 - 11.12.2022 12:00","175","174","n/e","n/e","2264","2260"
"11.12.2022 12:00 - 11.12.2022 12:15","165","163","n/e","n/e","2070","2066"
"11.12.2022 12:15 - 11.12.2022 12:30","163","162","n/e","n/e","2069","2065"
"11.12.2022 12:30 - 11.12.2022 12:45","162","161","n/e","n/e","2067","2064"
"11.12.2022 12:45 - 11.12.2022 13:00","160","159","n/e","n/e","2066","2063"
