"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Netherlands (NL)","Generation - Solar  [MW] Current / Netherlands (NL)","Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Offshore  [MW] Current / Netherlands (NL)","Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Onshore  [MW] Current / Netherlands (NL)"
"25.09.2022 19:30 - 25.09.2022 19:45","617","n/e","236","n/e","412","n/e"
"25.09.2022 19:45 - 25.09.2022 20:00","323","n/e","232","n/e","407","n/e"
"25.09.2022 20:00 - 25.09.2022 20:15","26","n/e","228","n/e","399","n/e"
"25.09.2022 20:15 - 25.09.2022 20:30","20","n/e","229","n/e","407","n/e"
"25.09.2022 20:30 - 25.09.2022 20:45","12","n/e","235","n/e","432","n/e"
"25.09.2022 20:45 - 25.09.2022 21:00","6","n/e","241","n/e","453","n/e"
"25.09.2022 21:00 - 25.09.2022 21:15","0","n/e","247","n/e","478","n/e"
"25.09.2022 21:15 - 25.09.2022 21:30","0","n/e","254","n/e","505","n/e"
"25.09.2022 21:30 - 25.09.2022 21:45","0","n/e","262","n/e","531","n/e"
"25.09.2022 21:45 - 25.09.2022 22:00","0","n/e","270","n/e","561","n/e"
"25.09.2022 22:00 - 25.09.2022 22:15","0","n/e","278","n/e","590","n/e"
"25.09.2022 22:15 - 25.09.2022 22:30","0","n/e","292","n/e","620","n/e"
"25.09.2022 22:30 - 25.09.2022 22:45","0","n/e","313","n/e","655","n/e"
"25.09.2022 22:45 - 25.09.2022 23:00","0","n/e","334","n/e","690","n/e"
"25.09.2022 23:00 - 25.09.2022 23:15","0","n/e","355","n/e","724","n/e"
"25.09.2022 23:15 - 25.09.2022 23:30","0","n/e","382","n/e","787","n/e"
"25.09.2022 23:30 - 25.09.2022 23:45","0","n/e","414","n/e","878","n/e"
"25.09.2022 23:45 - 26.09.2022 00:00","0","n/e","447","n/e","970","n/e"
"26.09.2022 00:00 - 26.09.2022 00:15","0","n/e","520","n/e","1233","n/e"
"26.09.2022 00:15 - 26.09.2022 00:30","0","n/e","574","n/e","1358","n/e"
"26.09.2022 00:30 - 26.09.2022 00:45","0","n/e","637","n/e","1499","n/e"
"26.09.2022 00:45 - 26.09.2022 01:00","0","n/e","700","n/e","1638","n/e"
"26.09.2022 01:00 - 26.09.2022 01:15","0","n/e","762","n/e","1782","n/e"
"26.09.2022 01:15 - 26.09.2022 01:30","0","n/e","833","n/e","1921","n/e"
"26.09.2022 01:30 - 26.09.2022 01:45","0","n/e","910","n/e","2068","n/e"
"26.09.2022 01:45 - 26.09.2022 02:00","0","n/e","988","n/e","2214","n/e"
"26.09.2022 02:00 - 26.09.2022 02:15","0","n/e","1065","n/e","2360","n/e"
"26.09.2022 02:15 - 26.09.2022 02:30","0","n/e","1126","n/e","2484","n/e"
"26.09.2022 02:30 - 26.09.2022 02:45","0","n/e","1171","n/e","2587","n/e"
"26.09.2022 02:45 - 26.09.2022 03:00","0","n/e","1216","n/e","2690","n/e"
"26.09.2022 03:00 - 26.09.2022 03:15","0","n/e","1260","n/e","2795","n/e"
"26.09.2022 03:15 - 26.09.2022 03:30","0","n/e","1299","n/e","2896","n/e"
"26.09.2022 03:30 - 26.09.2022 03:45","0","n/e","1333","n/e","2995","n/e"
"26.09.2022 03:45 - 26.09.2022 04:00","0","n/e","1366","n/e","3095","n/e"
"26.09.2022 04:00 - 26.09.2022 04:15","0","n/e","1399","n/e","3194","n/e"
"26.09.2022 04:15 - 26.09.2022 04:30","0","n/e","1428","n/e","3285","n/e"
"26.09.2022 04:30 - 26.09.2022 04:45","0","n/e","1451","n/e","3373","n/e"
"26.09.2022 04:45 - 26.09.2022 05:00","0","n/e","1475","n/e","3458","n/e"
"26.09.2022 05:00 - 26.09.2022 05:15","0","n/e","1499","n/e","3545","n/e"
"26.09.2022 05:15 - 26.09.2022 05:30","0","n/e","1512","n/e","3612","n/e"
"26.09.2022 05:30 - 26.09.2022 05:45","0","n/e","1514","n/e","3659","n/e"
"26.09.2022 05:45 - 26.09.2022 06:00","0","n/e","1517","n/e","3705","n/e"
"26.09.2022 06:00 - 26.09.2022 06:15","0","n/e","1519","n/e","3751","n/e"
"26.09.2022 06:15 - 26.09.2022 06:30","0","n/e","1521","n/e","3791","n/e"
"26.09.2022 06:30 - 26.09.2022 06:45","0","n/e","1523","n/e","3825","n/e"
"26.09.2022 06:45 - 26.09.2022 07:00","0","n/e","1525","n/e","3857","n/e"
"26.09.2022 07:00 - 26.09.2022 07:15","0","n/e","1527","n/e","3893","n/e"
"26.09.2022 07:15 - 26.09.2022 07:30","1","n/e","1528","n/e","3923","n/e"
"26.09.2022 07:30 - 26.09.2022 07:45","6","n/e","1530","n/e","3953","n/e"
"26.09.2022 07:45 - 26.09.2022 08:00","8","n/e","1531","n/e","3984","n/e"
"26.09.2022 08:00 - 26.09.2022 08:15","10","n/e","1532","n/e","4013","n/e"
"26.09.2022 08:15 - 26.09.2022 08:30","54","n/e","1528","n/e","4004","n/e"
"26.09.2022 08:30 - 26.09.2022 08:45","92","n/e","1519","n/e","3957","n/e"
"26.09.2022 08:45 - 26.09.2022 09:00","134","n/e","1510","n/e","3909","n/e"
"26.09.2022 09:00 - 26.09.2022 09:15","174","n/e","1500","n/e","3860","n/e"
"26.09.2022 09:15 - 26.09.2022 09:30","233","n/e","1483","n/e","3810","n/e"
"26.09.2022 09:30 - 26.09.2022 09:45","293","n/e","1457","n/e","3754","n/e"
"26.09.2022 09:45 - 26.09.2022 10:00","347","n/e","1432","n/e","3699","n/e"
"26.09.2022 10:00 - 26.09.2022 10:15","405","n/e","1406","n/e","3642","n/e"
"26.09.2022 10:15 - 26.09.2022 10:30","463","n/e","1375","n/e","3592","n/e"
"26.09.2022 10:30 - 26.09.2022 10:45","517","n/e","1340","n/e","3546","n/e"
"26.09.2022 10:45 - 26.09.2022 11:00","575","n/e","1304","n/e","3498","n/e"
"26.09.2022 11:00 - 26.09.2022 11:15","632","n/e","1268","n/e","3453","n/e"
"26.09.2022 11:15 - 26.09.2022 11:30","670","n/e","1214","n/e","3370","n/e"
"26.09.2022 11:30 - 26.09.2022 11:45","714","n/e","1141","n/e","3251","n/e"
"26.09.2022 11:45 - 26.09.2022 12:00","755","n/e","1068","n/e","3131","n/e"
"26.09.2022 12:00 - 26.09.2022 12:15","794","n/e","995","n/e","3015","n/e"
"26.09.2022 12:15 - 26.09.2022 12:30","827","n/e","920","n/e","2906","n/e"
"26.09.2022 12:30 - 26.09.2022 12:45","858","n/e","845","n/e","2808","n/e"
"26.09.2022 12:45 - 26.09.2022 13:00","888","n/e","769","n/e","2712","n/e"
"26.09.2022 13:00 - 26.09.2022 13:15","917","n/e","694","n/e","2615","n/e"
"26.09.2022 13:15 - 26.09.2022 13:30","928","n/e","632","n/e","2526","n/e"
"26.09.2022 13:30 - 26.09.2022 13:45","940","n/e","583","n/e","2444","n/e"
"26.09.2022 13:45 - 26.09.2022 14:00","950","n/e","535","n/e","2362","n/e"
"26.09.2022 14:00 - 26.09.2022 14:15","962","n/e","486","n/e","2282","n/e"
"26.09.2022 14:15 - 26.09.2022 14:30","1293","n/e","472","n/e","2195","n/e"
"26.09.2022 14:30 - 26.09.2022 14:45","1630","n/e","491","n/e","2110","n/e"
"26.09.2022 14:45 - 26.09.2022 15:00","1962","n/e","510","n/e","2021","n/e"
"26.09.2022 15:00 - 26.09.2022 15:15","2298","n/e","530","n/e","1933","n/e"
"26.09.2022 15:15 - 26.09.2022 15:30","2224","n/e","545","n/e","1847","n/e"
"26.09.2022 15:30 - 26.09.2022 15:45","2151","n/e","556","n/e","1756","n/e"
"26.09.2022 15:45 - 26.09.2022 16:00","2076","n/e","567","n/e","1666","n/e"
"26.09.2022 16:00 - 26.09.2022 16:15","2000","n/e","579","n/e","1576","n/e"
"26.09.2022 16:15 - 26.09.2022 16:30","1889","n/e","592","n/e","1497","n/e"
"26.09.2022 16:30 - 26.09.2022 16:45","1776","n/e","608","n/e","1422","n/e"
"26.09.2022 16:45 - 26.09.2022 17:00","1664","n/e","624","n/e","1349","n/e"
"26.09.2022 17:00 - 26.09.2022 17:15","1551","n/e","640","n/e","1277","n/e"
"26.09.2022 17:15 - 26.09.2022 17:30","1526","n/e","645","n/e","1215","n/e"
"26.09.2022 17:30 - 26.09.2022 17:45","1501","n/e","640","n/e","1163","n/e"
"26.09.2022 17:45 - 26.09.2022 18:00","1475","n/e","634","n/e","1115","n/e"
"26.09.2022 18:00 - 26.09.2022 18:15","1449","n/e","629","n/e","1064","n/e"
"26.09.2022 18:15 - 26.09.2022 18:30","1256","n/e","621","n/e","1018","n/e"
"26.09.2022 18:30 - 26.09.2022 18:45","1061","n/e","612","n/e","975","n/e"
"26.09.2022 18:45 - 26.09.2022 19:00","865","n/e","602","n/e","934","n/e"
"26.09.2022 19:00 - 26.09.2022 19:15","672","n/e","592","n/e","891","n/e"
"26.09.2022 19:15 - 26.09.2022 19:30","506","n/e","583","n/e","854","n/e"
"26.09.2022 19:30 - 26.09.2022 19:45","341","n/e","573","n/e","821","n/e"
"26.09.2022 19:45 - 26.09.2022 20:00","179","n/e","564","n/e","791","n/e"
"26.09.2022 20:00 - 26.09.2022 20:15","13","n/e","555","n/e","757","n/e"
"26.09.2022 20:15 - 26.09.2022 20:30","9","n/e","552","n/e","755","n/e"
"26.09.2022 20:30 - 26.09.2022 20:45","4","n/e","557","n/e","785","n/e"
"26.09.2022 20:45 - 26.09.2022 21:00","2","n/e","561","n/e","814","n/e"
"26.09.2022 21:00 - 26.09.2022 21:15","0","n/e","566","n/e","842","n/e"
"26.09.2022 21:15 - 26.09.2022 21:30","0","n/e","581","n/e","877","n/e"
"26.09.2022 21:30 - 26.09.2022 21:45","0","n/e","607","n/e","917","n/e"
"26.09.2022 21:45 - 26.09.2022 22:00","0","n/e","633","n/e","953","n/e"
"26.09.2022 22:00 - 26.09.2022 22:15","0","n/e","660","n/e","994","n/e"
"26.09.2022 22:15 - 26.09.2022 22:30","0","n/e","683","n/e","1034","n/e"
"26.09.2022 22:30 - 26.09.2022 22:45","0","n/e","703","n/e","1079","n/e"
"26.09.2022 22:45 - 26.09.2022 23:00","0","n/e","722","n/e","1124","n/e"
"26.09.2022 23:00 - 26.09.2022 23:15","0","n/e","742","n/e","1169","n/e"
"26.09.2022 23:15 - 26.09.2022 23:30","0","n/e","749","n/e","1184","n/e"
"26.09.2022 23:30 - 26.09.2022 23:45","0","n/e","743","n/e","1165","n/e"
"26.09.2022 23:45 - 27.09.2022 00:00","0","n/e","737","n/e","1145","n/e"
"27.09.2022 00:00 - 27.09.2022 00:15","0","n/e","1026","n/e","2002","n/e"
"27.09.2022 00:15 - 27.09.2022 00:30","0","n/e","1027","n/e","2008","n/e"
"27.09.2022 00:30 - 27.09.2022 00:45","0","n/e","1029","n/e","2013","n/e"
"27.09.2022 00:45 - 27.09.2022 01:00","0","n/e","1030","n/e","2019","n/e"
"27.09.2022 01:00 - 27.09.2022 01:15","0","n/e","1032","n/e","2024","n/e"
"27.09.2022 01:15 - 27.09.2022 01:30","0","n/e","1034","n/e","2025","n/e"
"27.09.2022 01:30 - 27.09.2022 01:45","0","n/e","1037","n/e","2019","n/e"
"27.09.2022 01:45 - 27.09.2022 02:00","0","n/e","1041","n/e","2017","n/e"
"27.09.2022 02:00 - 27.09.2022 02:15","0","n/e","1044","n/e","2014","n/e"
"27.09.2022 02:15 - 27.09.2022 02:30","0","n/e","1049","n/e","2024","n/e"
"27.09.2022 02:30 - 27.09.2022 02:45","0","n/e","1057","n/e","2045","n/e"
"27.09.2022 02:45 - 27.09.2022 03:00","0","n/e","1064","n/e","2068","n/e"
"27.09.2022 03:00 - 27.09.2022 03:15","0","n/e","1071","n/e","2089","n/e"
"27.09.2022 03:15 - 27.09.2022 03:30","0","n/e","1077","n/e","2110","n/e"
"27.09.2022 03:30 - 27.09.2022 03:45","0","n/e","1082","n/e","2130","n/e"
"27.09.2022 03:45 - 27.09.2022 04:00","0","n/e","1087","n/e","2147","n/e"
"27.09.2022 04:00 - 27.09.2022 04:15","0","n/e","1092","n/e","2170","n/e"
"27.09.2022 04:15 - 27.09.2022 04:30","0","n/e","1096","n/e","2187","n/e"
"27.09.2022 04:30 - 27.09.2022 04:45","0","n/e","1098","n/e","2204","n/e"
"27.09.2022 04:45 - 27.09.2022 05:00","0","n/e","1101","n/e","2221","n/e"
"27.09.2022 05:00 - 27.09.2022 05:15","0","n/e","1103","n/e","2235","n/e"
"27.09.2022 05:15 - 27.09.2022 05:30","0","n/e","1094","n/e","2224","n/e"
"27.09.2022 05:30 - 27.09.2022 05:45","0","n/e","1074","n/e","2182","n/e"
"27.09.2022 05:45 - 27.09.2022 06:00","0","n/e","1053","n/e","2141","n/e"
"27.09.2022 06:00 - 27.09.2022 06:15","0","n/e","1033","n/e","2101","n/e"
"27.09.2022 06:15 - 27.09.2022 06:30","0","n/e","1013","n/e","2056","n/e"
"27.09.2022 06:30 - 27.09.2022 06:45","0","n/e","994","n/e","2013","n/e"
"27.09.2022 06:45 - 27.09.2022 07:00","0","n/e","975","n/e","1970","n/e"
"27.09.2022 07:00 - 27.09.2022 07:15","0","n/e","956","n/e","1925","n/e"
"27.09.2022 07:15 - 27.09.2022 07:30","0","n/e","936","n/e","1881","n/e"
"27.09.2022 07:30 - 27.09.2022 07:45","5","n/e","914","n/e","1833","n/e"
"27.09.2022 07:45 - 27.09.2022 08:00","7","n/e","891","n/e","1789","n/e"
"27.09.2022 08:00 - 27.09.2022 08:15","10","n/e","869","n/e","1744","n/e"
"27.09.2022 08:15 - 27.09.2022 08:30","210","n/e","855","n/e","1701","n/e"
"27.09.2022 08:30 - 27.09.2022 08:45","409","n/e","849","n/e","1657","n/e"
"27.09.2022 08:45 - 27.09.2022 09:00","610","n/e","843","n/e","1618","n/e"
"27.09.2022 09:00 - 27.09.2022 09:15","809","n/e","837","n/e","1574","n/e"
"27.09.2022 09:15 - 27.09.2022 09:30","1031","n/e","830","n/e","1538","n/e"
"27.09.2022 09:30 - 27.09.2022 09:45","1253","n/e","822","n/e","1510","n/e"
"27.09.2022 09:45 - 27.09.2022 10:00","1475","n/e","815","n/e","1482","n/e"
"27.09.2022 10:00 - 27.09.2022 10:15","1696","n/e","807","n/e","1453","n/e"
"27.09.2022 10:15 - 27.09.2022 10:30","1910","n/e","798","n/e","1431","n/e"
"27.09.2022 10:30 - 27.09.2022 10:45","2122","n/e","789","n/e","1410","n/e"
"27.09.2022 10:45 - 27.09.2022 11:00","2337","n/e","779","n/e","1391","n/e"
"27.09.2022 11:00 - 27.09.2022 11:15","2551","n/e","770","n/e","1371","n/e"
"27.09.2022 11:15 - 27.09.2022 11:30","2607","n/e","759","n/e","1370","n/e"
"27.09.2022 11:30 - 27.09.2022 11:45","2662","n/e","745","n/e","1394","n/e"
"27.09.2022 11:45 - 27.09.2022 12:00","2716","n/e","732","n/e","1413","n/e"
"27.09.2022 12:00 - 27.09.2022 12:15","2773","n/e","719","n/e","1436","n/e"
"27.09.2022 12:15 - 27.09.2022 12:30","2868","n/e","708","n/e","1464","n/e"
"27.09.2022 12:30 - 27.09.2022 12:45","2966","n/e","700","n/e","1493","n/e"
"27.09.2022 12:45 - 27.09.2022 13:00","3064","n/e","692","n/e","1521","n/e"
"27.09.2022 13:00 - 27.09.2022 13:15","3163","n/e","684","n/e","1552","n/e"
"27.09.2022 13:15 - 27.09.2022 13:30","3194","n/e","676","n/e","1583","n/e"
"27.09.2022 13:30 - 27.09.2022 13:45","3225","n/e","668","n/e","1610","n/e"
"27.09.2022 13:45 - 27.09.2022 14:00","3257","n/e","660","n/e","1643","n/e"
"27.09.2022 14:00 - 27.09.2022 14:15","3291","n/e","652","n/e","1674","n/e"
"27.09.2022 14:15 - 27.09.2022 14:30","3243","n/e","645","n/e","1660","n/e"
"27.09.2022 14:30 - 27.09.2022 14:45","3193","n/e","639","n/e","1602","n/e"
"27.09.2022 14:45 - 27.09.2022 15:00","3142","n/e","634","n/e","1544","n/e"
"27.09.2022 15:00 - 27.09.2022 15:15","3092","n/e","628","n/e","1485","n/e"
"27.09.2022 15:15 - 27.09.2022 15:30","2992","n/e","620","n/e","1426","n/e"
"27.09.2022 15:30 - 27.09.2022 15:45","2891","n/e","608","n/e","1374","n/e"
"27.09.2022 15:45 - 27.09.2022 16:00","2792","n/e","597","n/e","1321","n/e"
"27.09.2022 16:00 - 27.09.2022 16:15","2691","n/e","585","n/e","1269","n/e"
"27.09.2022 16:15 - 27.09.2022 16:30","2540","n/e","573","n/e","1219","n/e"
"27.09.2022 16:30 - 27.09.2022 16:45","2385","n/e","561","n/e","1173","n/e"
"27.09.2022 16:45 - 27.09.2022 17:00","2232","n/e","549","n/e","1126","n/e"
"27.09.2022 17:00 - 27.09.2022 17:15","2080","n/e","536","n/e","1083","n/e"
"27.09.2022 17:15 - 27.09.2022 17:30","1796","n/e","518","n/e","1042","n/e"
"27.09.2022 17:30 - 27.09.2022 17:45","1513","n/e","492","n/e","1008","n/e"
"27.09.2022 17:45 - 27.09.2022 18:00","1230","n/e","467","n/e","970","n/e"
"27.09.2022 18:00 - 27.09.2022 18:15","948","n/e","442","n/e","936","n/e"
"27.09.2022 18:15 - 27.09.2022 18:30","813","n/e","411","n/e","905","n/e"
"27.09.2022 18:30 - 27.09.2022 18:45","676","n/e","375","n/e","879","n/e"
"27.09.2022 18:45 - 27.09.2022 19:00","537","n/e","338","n/e","850","n/e"
"27.09.2022 19:00 - 27.09.2022 19:15","399","n/e","302","n/e","825","n/e"
"27.09.2022 19:15 - 27.09.2022 19:30","301","n/e","273","n/e","806","n/e"
"27.09.2022 19:30 - 27.09.2022 19:45","203","n/e","250","n/e","788","n/e"
"27.09.2022 19:45 - 27.09.2022 20:00","104","n/e","228","n/e","773","n/e"
"27.09.2022 20:00 - 27.09.2022 20:15","4","n/e","206","n/e","758","n/e"
"27.09.2022 20:15 - 27.09.2022 20:30","3","n/e","194","n/e","732","n/e"
"27.09.2022 20:30 - 27.09.2022 20:45","1","n/e","194","n/e","698","n/e"
"27.09.2022 20:45 - 27.09.2022 21:00","0","n/e","194","n/e","663","n/e"
"27.09.2022 21:00 - 27.09.2022 21:15","0","n/e","194","n/e","627","n/e"
"27.09.2022 21:15 - 27.09.2022 21:30","0","n/e","195","n/e","595","n/e"
"27.09.2022 21:30 - 27.09.2022 21:45","0","n/e","199","n/e","564","n/e"
"27.09.2022 21:45 - 27.09.2022 22:00","0","n/e","203","n/e","535","n/e"
"27.09.2022 22:00 - 27.09.2022 22:15","0","n/e","206","n/e","507","n/e"
"27.09.2022 22:15 - 27.09.2022 22:30","0","n/e","209","n/e","481","n/e"
"27.09.2022 22:30 - 27.09.2022 22:45","0","n/e","210","n/e","455","n/e"
"27.09.2022 22:45 - 27.09.2022 23:00","0","n/e","212","n/e","435","n/e"
"27.09.2022 23:00 - 27.09.2022 23:15","0","n/e","213","n/e","409","n/e"
"27.09.2022 23:15 - 27.09.2022 23:30","0","n/e","215","n/e","395","n/e"
"27.09.2022 23:30 - 27.09.2022 23:45","0","n/e","216","n/e","392","n/e"
"27.09.2022 23:45 - 28.09.2022 00:00","0","n/e","217","n/e","392","n/e"
"28.09.2022 00:00 - 28.09.2022 00:15","0","n/e","156","n/e","607","n/e"
"28.09.2022 00:15 - 28.09.2022 00:30","0","n/e","154","n/e","589","n/e"
"28.09.2022 00:30 - 28.09.2022 00:45","0","n/e","153","n/e","574","n/e"
"28.09.2022 00:45 - 28.09.2022 01:00","0","n/e","152","n/e","557","n/e"
"28.09.2022 01:00 - 28.09.2022 01:15","0","n/e","150","n/e","542","n/e"
"28.09.2022 01:15 - 28.09.2022 01:30","0","n/e","150","n/e","526","n/e"
"28.09.2022 01:30 - 28.09.2022 01:45","0","n/e","150","n/e","518","n/e"
"28.09.2022 01:45 - 28.09.2022 02:00","0","n/e","150","n/e","507","n/e"
"28.09.2022 02:00 - 28.09.2022 02:15","0","n/e","150","n/e","498","n/e"
"28.09.2022 02:15 - 28.09.2022 02:30","0","n/e","149","n/e","484","n/e"
"28.09.2022 02:30 - 28.09.2022 02:45","0","n/e","145","n/e","468","n/e"
"28.09.2022 02:45 - 28.09.2022 03:00","0","n/e","142","n/e","452","n/e"
"28.09.2022 03:00 - 28.09.2022 03:15","0","n/e","139","n/e","435","n/e"
"28.09.2022 03:15 - 28.09.2022 03:30","0","n/e","135","n/e","423","n/e"
"28.09.2022 03:30 - 28.09.2022 03:45","0","n/e","130","n/e","415","n/e"
"28.09.2022 03:45 - 28.09.2022 04:00","0","n/e","125","n/e","404","n/e"
"28.09.2022 04:00 - 28.09.2022 04:15","0","n/e","120","n/e","394","n/e"
"28.09.2022 04:15 - 28.09.2022 04:30","0","n/e","115","n/e","386","n/e"
"28.09.2022 04:30 - 28.09.2022 04:45","0","n/e","109","n/e","382","n/e"
"28.09.2022 04:45 - 28.09.2022 05:00","0","n/e","104","n/e","376","n/e"
"28.09.2022 05:00 - 28.09.2022 05:15","0","n/e","99","n/e","370","n/e"
"28.09.2022 05:15 - 28.09.2022 05:30","0","n/e","98","n/e","364","n/e"
"28.09.2022 05:30 - 28.09.2022 05:45","0","n/e","102","n/e","355","n/e"
"28.09.2022 05:45 - 28.09.2022 06:00","0","n/e","107","n/e","347","n/e"
"28.09.2022 06:00 - 28.09.2022 06:15","0","n/e","111","n/e","337","n/e"
"28.09.2022 06:15 - 28.09.2022 06:30","0","n/e","115","n/e","329","n/e"
"28.09.2022 06:30 - 28.09.2022 06:45","0","n/e","118","n/e","323","n/e"
"28.09.2022 06:45 - 28.09.2022 07:00","0","n/e","122","n/e","318","n/e"
"28.09.2022 07:00 - 28.09.2022 07:15","0","n/e","125","n/e","312","n/e"
"28.09.2022 07:15 - 28.09.2022 07:30","0","n/e","128","n/e","306","n/e"
"28.09.2022 07:30 - 28.09.2022 07:45","3","n/e","131","n/e","302","n/e"
"28.09.2022 07:45 - 28.09.2022 08:00","6","n/e","134","n/e","297","n/e"
"28.09.2022 08:00 - 28.09.2022 08:15","8","n/e","137","n/e","294","n/e"
"28.09.2022 08:15 - 28.09.2022 08:30","292","n/e","136","n/e","283","n/e"
"28.09.2022 08:30 - 28.09.2022 08:45","577","n/e","132","n/e","264","n/e"
"28.09.2022 08:45 - 28.09.2022 09:00","863","n/e","128","n/e","249","n/e"
"28.09.2022 09:00 - 28.09.2022 09:15","1146","n/e","124","n/e","233","n/e"
"28.09.2022 09:15 - 28.09.2022 09:30","1448","n/e","119","n/e","219","n/e"
"28.09.2022 09:30 - 28.09.2022 09:45","1750","n/e","114","n/e","208","n/e"
"28.09.2022 09:45 - 28.09.2022 10:00","2050","n/e","109","n/e","199","n/e"
"28.09.2022 10:00 - 28.09.2022 10:15","2354","n/e","103","n/e","188","n/e"
"28.09.2022 10:15 - 28.09.2022 10:30","2635","n/e","97","n/e","182","n/e"
"28.09.2022 10:30 - 28.09.2022 10:45","2918","n/e","91","n/e","172","n/e"
"28.09.2022 10:45 - 28.09.2022 11:00","3200","n/e","85","n/e","163","n/e"
"28.09.2022 11:00 - 28.09.2022 11:15","3484","n/e","79","n/e","155","n/e"
"28.09.2022 11:15 - 28.09.2022 11:30","3597","n/e","76","n/e","150","n/e"
"28.09.2022 11:30 - 28.09.2022 11:45","3710","n/e","75","n/e","145","n/e"
"28.09.2022 11:45 - 28.09.2022 12:00","3824","n/e","74","n/e","141","n/e"
"28.09.2022 12:00 - 28.09.2022 12:15","3935","n/e","74","n/e","137","n/e"
"28.09.2022 12:15 - 28.09.2022 12:30","4062","n/e","73","n/e","133","n/e"
"28.09.2022 12:30 - 28.09.2022 12:45","4193","n/e","73","n/e","127","n/e"
"28.09.2022 12:45 - 28.09.2022 13:00","4321","n/e","72","n/e","122","n/e"
"28.09.2022 13:00 - 28.09.2022 13:15","4448","n/e","71","n/e","116","n/e"
"28.09.2022 13:15 - 28.09.2022 13:30","4490","n/e","71","n/e","113","n/e"
"28.09.2022 13:30 - 28.09.2022 13:45","4535","n/e","70","n/e","111","n/e"
"28.09.2022 13:45 - 28.09.2022 14:00","4575","n/e","70","n/e","109","n/e"
"28.09.2022 14:00 - 28.09.2022 14:15","4618","n/e","70","n/e","107","n/e"
"28.09.2022 14:15 - 28.09.2022 14:30","4212","n/e","70","n/e","108","n/e"
"28.09.2022 14:30 - 28.09.2022 14:45","3806","n/e","72","n/e","107","n/e"
"28.09.2022 14:45 - 28.09.2022 15:00","3401","n/e","73","n/e","108","n/e"
"28.09.2022 15:00 - 28.09.2022 15:15","2996","n/e","75","n/e","110","n/e"
"28.09.2022 15:15 - 28.09.2022 15:30","2901","n/e","78","n/e","111","n/e"
"28.09.2022 15:30 - 28.09.2022 15:45","2802","n/e","82","n/e","113","n/e"
"28.09.2022 15:45 - 28.09.2022 16:00","2706","n/e","86","n/e","116","n/e"
"28.09.2022 16:00 - 28.09.2022 16:15","2612","n/e","90","n/e","119","n/e"
"28.09.2022 16:15 - 28.09.2022 16:30","2463","n/e","94","n/e","119","n/e"
"28.09.2022 16:30 - 28.09.2022 16:45","2316","n/e","99","n/e","121","n/e"
"28.09.2022 16:45 - 28.09.2022 17:00","2169","n/e","103","n/e","123","n/e"
"28.09.2022 17:00 - 28.09.2022 17:15","2023","n/e","108","n/e","124","n/e"
"28.09.2022 17:15 - 28.09.2022 17:30","2003","n/e","107","n/e","119","n/e"
"28.09.2022 17:30 - 28.09.2022 17:45","1983","n/e","103","n/e","111","n/e"
"28.09.2022 17:45 - 28.09.2022 18:00","1966","n/e","98","n/e","101","n/e"
"28.09.2022 18:00 - 28.09.2022 18:15","1946","n/e","93","n/e","91","n/e"
"28.09.2022 18:15 - 28.09.2022 18:30","1672","n/e","89","n/e","84","n/e"
"28.09.2022 18:30 - 28.09.2022 18:45","1400","n/e","85","n/e","83","n/e"
"28.09.2022 18:45 - 28.09.2022 19:00","1125","n/e","82","n/e","77","n/e"
"28.09.2022 19:00 - 28.09.2022 19:15","853","n/e","78","n/e","72","n/e"
"28.09.2022 19:15 - 28.09.2022 19:30","644","n/e","75","n/e","70","n/e"
"28.09.2022 19:30 - 28.09.2022 19:45","431","n/e","74","n/e","69","n/e"
"28.09.2022 19:45 - 28.09.2022 20:00","219","n/e","72","n/e","66","n/e"
"28.09.2022 20:00 - 28.09.2022 20:15","7","n/e","70","n/e","64","n/e"
"28.09.2022 20:15 - 28.09.2022 20:30","5","n/e","69","n/e","63","n/e"
"28.09.2022 20:30 - 28.09.2022 20:45","4","n/e","67","n/e","62","n/e"
"28.09.2022 20:45 - 28.09.2022 21:00","1","n/e","66","n/e","62","n/e"
"28.09.2022 21:00 - 28.09.2022 21:15","0","n/e","64","n/e","61","n/e"
"28.09.2022 21:15 - 28.09.2022 21:30","0","n/e","62","n/e","60","n/e"
"28.09.2022 21:30 - 28.09.2022 21:45","0","n/e","60","n/e","61","n/e"
"28.09.2022 21:45 - 28.09.2022 22:00","0","n/e","58","n/e","62","n/e"
"28.09.2022 22:00 - 28.09.2022 22:15","0","n/e","55","n/e","64","n/e"
"28.09.2022 22:15 - 28.09.2022 22:30","0","n/e","54","n/e","63","n/e"
"28.09.2022 22:30 - 28.09.2022 22:45","0","n/e","53","n/e","66","n/e"
"28.09.2022 22:45 - 28.09.2022 23:00","0","n/e","52","n/e","67","n/e"
"28.09.2022 23:00 - 28.09.2022 23:15","0","n/e","51","n/e","68","n/e"
"28.09.2022 23:15 - 28.09.2022 23:30","0","n/e","50","n/e","70","n/e"
"28.09.2022 23:30 - 28.09.2022 23:45","0","n/e","50","n/e","70","n/e"
"28.09.2022 23:45 - 29.09.2022 00:00","0","n/e","49","n/e","69","n/e"
