"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Netherlands (NL)","Generation - Solar  [MW] Current / Netherlands (NL)","Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Offshore  [MW] Current / Netherlands (NL)","Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Onshore  [MW] Current / Netherlands (NL)"
"29.09.2022 00:00 - 29.09.2022 00:15","0","n/e","46","n/e","164","n/e"
"29.09.2022 00:15 - 29.09.2022 00:30","0","n/e","44","n/e","158","n/e"
"29.09.2022 00:30 - 29.09.2022 00:45","0","n/e","42","n/e","150","n/e"
"29.09.2022 00:45 - 29.09.2022 01:00","0","n/e","40","n/e","141","n/e"
"29.09.2022 01:00 - 29.09.2022 01:15","0","n/e","39","n/e","134","n/e"
"29.09.2022 01:15 - 29.09.2022 01:30","0","n/e","37","n/e","126","n/e"
"29.09.2022 01:30 - 29.09.2022 01:45","0","n/e","36","n/e","120","n/e"
"29.09.2022 01:45 - 29.09.2022 02:00","0","n/e","34","n/e","114","n/e"
"29.09.2022 02:00 - 29.09.2022 02:15","0","n/e","33","n/e","109","n/e"
"29.09.2022 02:15 - 29.09.2022 02:30","0","n/e","31","n/e","102","n/e"
"29.09.2022 02:30 - 29.09.2022 02:45","0","n/e","29","n/e","95","n/e"
"29.09.2022 02:45 - 29.09.2022 03:00","0","n/e","27","n/e","88","n/e"
"29.09.2022 03:00 - 29.09.2022 03:15","0","n/e","25","n/e","81","n/e"
"29.09.2022 03:15 - 29.09.2022 03:30","0","n/e","23","n/e","74","n/e"
"29.09.2022 03:30 - 29.09.2022 03:45","0","n/e","21","n/e","69","n/e"
"29.09.2022 03:45 - 29.09.2022 04:00","0","n/e","18","n/e","62","n/e"
"29.09.2022 04:00 - 29.09.2022 04:15","0","n/e","16","n/e","58","n/e"
"29.09.2022 04:15 - 29.09.2022 04:30","0","n/e","15","n/e","54","n/e"
"29.09.2022 04:30 - 29.09.2022 04:45","0","n/e","13","n/e","50","n/e"
"29.09.2022 04:45 - 29.09.2022 05:00","0","n/e","11","n/e","46","n/e"
"29.09.2022 05:00 - 29.09.2022 05:15","0","n/e","10","n/e","41","n/e"
"29.09.2022 05:15 - 29.09.2022 05:30","0","n/e","9","n/e","38","n/e"
"29.09.2022 05:30 - 29.09.2022 05:45","0","n/e","9","n/e","38","n/e"
"29.09.2022 05:45 - 29.09.2022 06:00","0","n/e","9","n/e","38","n/e"
"29.09.2022 06:00 - 29.09.2022 06:15","0","n/e","9","n/e","38","n/e"
"29.09.2022 06:15 - 29.09.2022 06:30","0","n/e","9","n/e","38","n/e"
"29.09.2022 06:30 - 29.09.2022 06:45","0","n/e","10","n/e","39","n/e"
"29.09.2022 06:45 - 29.09.2022 07:00","0","n/e","10","n/e","38","n/e"
"29.09.2022 07:00 - 29.09.2022 07:15","0","n/e","10","n/e","39","n/e"
"29.09.2022 07:15 - 29.09.2022 07:30","0","n/e","10","n/e","41","n/e"
"29.09.2022 07:30 - 29.09.2022 07:45","1","n/e","11","n/e","42","n/e"
"29.09.2022 07:45 - 29.09.2022 08:00","5","n/e","11","n/e","43","n/e"
"29.09.2022 08:00 - 29.09.2022 08:15","6","n/e","12","n/e","43","n/e"
"29.09.2022 08:15 - 29.09.2022 08:30","256","n/e","12","n/e","42","n/e"
"29.09.2022 08:30 - 29.09.2022 08:45","505","n/e","12","n/e","40","n/e"
"29.09.2022 08:45 - 29.09.2022 09:00","759","n/e","12","n/e","37","n/e"
"29.09.2022 09:00 - 29.09.2022 09:15","1007","n/e","12","n/e","35","n/e"
"29.09.2022 09:15 - 29.09.2022 09:30","1292","n/e","11","n/e","34","n/e"
"29.09.2022 09:30 - 29.09.2022 09:45","1576","n/e","11","n/e","33","n/e"
"29.09.2022 09:45 - 29.09.2022 10:00","1859","n/e","11","n/e","32","n/e"
"29.09.2022 10:00 - 29.09.2022 10:15","2144","n/e","11","n/e","31","n/e"
"29.09.2022 10:15 - 29.09.2022 10:30","2403","n/e","10","n/e","31","n/e"
"29.09.2022 10:30 - 29.09.2022 10:45","2664","n/e","10","n/e","30","n/e"
"29.09.2022 10:45 - 29.09.2022 11:00","2928","n/e","10","n/e","30","n/e"
"29.09.2022 11:00 - 29.09.2022 11:15","3187","n/e","9","n/e","29","n/e"
"29.09.2022 11:15 - 29.09.2022 11:30","3476","n/e","9","n/e","31","n/e"
"29.09.2022 11:30 - 29.09.2022 11:45","3763","n/e","9","n/e","31","n/e"
"29.09.2022 11:45 - 29.09.2022 12:00","4055","n/e","9","n/e","31","n/e"
"29.09.2022 12:00 - 29.09.2022 12:15","4341","n/e","9","n/e","31","n/e"
"29.09.2022 12:15 - 29.09.2022 12:30","4481","n/e","9","n/e","30","n/e"
"29.09.2022 12:30 - 29.09.2022 12:45","4618","n/e","9","n/e","31","n/e"
"29.09.2022 12:45 - 29.09.2022 13:00","4757","n/e","9","n/e","31","n/e"
"29.09.2022 13:00 - 29.09.2022 13:15","4894","n/e","9","n/e","30","n/e"
"29.09.2022 13:15 - 29.09.2022 13:30","4940","n/e","9","n/e","30","n/e"
"29.09.2022 13:30 - 29.09.2022 13:45","4985","n/e","9","n/e","30","n/e"
"29.09.2022 13:45 - 29.09.2022 14:00","5030","n/e","9","n/e","30","n/e"
"29.09.2022 14:00 - 29.09.2022 14:15","5076","n/e","10","n/e","30","n/e"
"29.09.2022 14:15 - 29.09.2022 14:30","4985","n/e","11","n/e","30","n/e"
"29.09.2022 14:30 - 29.09.2022 14:45","4889","n/e","13","n/e","33","n/e"
"29.09.2022 14:45 - 29.09.2022 15:00","4797","n/e","14","n/e","34","n/e"
"29.09.2022 15:00 - 29.09.2022 15:15","4705","n/e","16","n/e","37","n/e"
"29.09.2022 15:15 - 29.09.2022 15:30","4562","n/e","19","n/e","40","n/e"
"29.09.2022 15:30 - 29.09.2022 15:45","4421","n/e","22","n/e","43","n/e"
"29.09.2022 15:45 - 29.09.2022 16:00","4281","n/e","25","n/e","46","n/e"
"29.09.2022 16:00 - 29.09.2022 16:15","4138","n/e","27","n/e","49","n/e"
"29.09.2022 16:15 - 29.09.2022 16:30","3920","n/e","36","n/e","54","n/e"
"29.09.2022 16:30 - 29.09.2022 16:45","3701","n/e","49","n/e","60","n/e"
"29.09.2022 16:45 - 29.09.2022 17:00","3480","n/e","63","n/e","65","n/e"
"29.09.2022 17:00 - 29.09.2022 17:15","3263","n/e","77","n/e","73","n/e"
"29.09.2022 17:15 - 29.09.2022 17:30","3008","n/e","80","n/e","71","n/e"
"29.09.2022 17:30 - 29.09.2022 17:45","2757","n/e","74","n/e","65","n/e"
"29.09.2022 17:45 - 29.09.2022 18:00","2504","n/e","68","n/e","60","n/e"
"29.09.2022 18:00 - 29.09.2022 18:15","2250","n/e","62","n/e","54","n/e"
"29.09.2022 18:15 - 29.09.2022 18:30","1910","n/e","57","n/e","51","n/e"
"29.09.2022 18:30 - 29.09.2022 18:45","1570","n/e","52","n/e","49","n/e"
"29.09.2022 18:45 - 29.09.2022 19:00","1230","n/e","48","n/e","49","n/e"
"29.09.2022 19:00 - 29.09.2022 19:15","889","n/e","44","n/e","47","n/e"
"29.09.2022 19:15 - 29.09.2022 19:30","668","n/e","41","n/e","45","n/e"
"29.09.2022 19:30 - 29.09.2022 19:45","448","n/e","39","n/e","45","n/e"
"29.09.2022 19:45 - 29.09.2022 20:00","226","n/e","37","n/e","44","n/e"
"29.09.2022 20:00 - 29.09.2022 20:15","4","n/e","35","n/e","44","n/e"
"29.09.2022 20:15 - 29.09.2022 20:30","4","n/e","32","n/e","43","n/e"
"29.09.2022 20:30 - 29.09.2022 20:45","2","n/e","28","n/e","41","n/e"
"29.09.2022 20:45 - 29.09.2022 21:00","1","n/e","23","n/e","39","n/e"
"29.09.2022 21:00 - 29.09.2022 21:15","0","n/e","19","n/e","39","n/e"
"29.09.2022 21:15 - 29.09.2022 21:30","0","n/e","16","n/e","36","n/e"
"29.09.2022 21:30 - 29.09.2022 21:45","0","n/e","15","n/e","35","n/e"
"29.09.2022 21:45 - 29.09.2022 22:00","0","n/e","14","n/e","32","n/e"
"29.09.2022 22:00 - 29.09.2022 22:15","0","n/e","13","n/e","29","n/e"
"29.09.2022 22:15 - 29.09.2022 22:30","0","n/e","12","n/e","28","n/e"
"29.09.2022 22:30 - 29.09.2022 22:45","0","n/e","11","n/e","27","n/e"
"29.09.2022 22:45 - 29.09.2022 23:00","0","n/e","10","n/e","25","n/e"
"29.09.2022 23:00 - 29.09.2022 23:15","0","n/e","9","n/e","23","n/e"
"29.09.2022 23:15 - 29.09.2022 23:30","0","n/e","9","n/e","24","n/e"
"29.09.2022 23:30 - 29.09.2022 23:45","0","n/e","10","n/e","27","n/e"
"29.09.2022 23:45 - 30.09.2022 00:00","0","n/e","11","n/e","30","n/e"
"30.09.2022 00:00 - 30.09.2022 00:15","0","n/e","20","n/e","32","n/e"
"30.09.2022 00:15 - 30.09.2022 00:30","0","n/e","20","n/e","32","n/e"
"30.09.2022 00:30 - 30.09.2022 00:45","0","n/e","20","n/e","33","n/e"
"30.09.2022 00:45 - 30.09.2022 01:00","0","n/e","20","n/e","33","n/e"
"30.09.2022 01:00 - 30.09.2022 01:15","0","n/e","20","n/e","35","n/e"
"30.09.2022 01:15 - 30.09.2022 01:30","0","n/e","19","n/e","36","n/e"
"30.09.2022 01:30 - 30.09.2022 01:45","0","n/e","18","n/e","40","n/e"
"30.09.2022 01:45 - 30.09.2022 02:00","0","n/e","17","n/e","43","n/e"
"30.09.2022 02:00 - 30.09.2022 02:15","0","n/e","16","n/e","45","n/e"
"30.09.2022 02:15 - 30.09.2022 02:30","0","n/e","16","n/e","46","n/e"
"30.09.2022 02:30 - 30.09.2022 02:45","0","n/e","15","n/e","45","n/e"
"30.09.2022 02:45 - 30.09.2022 03:00","0","n/e","15","n/e","44","n/e"
"30.09.2022 03:00 - 30.09.2022 03:15","0","n/e","15","n/e","43","n/e"
"30.09.2022 03:15 - 30.09.2022 03:30","0","n/e","14","n/e","42","n/e"
"30.09.2022 03:30 - 30.09.2022 03:45","0","n/e","14","n/e","41","n/e"
"30.09.2022 03:45 - 30.09.2022 04:00","0","n/e","13","n/e","42","n/e"
"30.09.2022 04:00 - 30.09.2022 04:15","0","n/e","13","n/e","43","n/e"
"30.09.2022 04:15 - 30.09.2022 04:30","0","n/e","12","n/e","44","n/e"
"30.09.2022 04:30 - 30.09.2022 04:45","0","n/e","12","n/e","44","n/e"
"30.09.2022 04:45 - 30.09.2022 05:00","0","n/e","12","n/e","45","n/e"
"30.09.2022 05:00 - 30.09.2022 05:15","0","n/e","12","n/e","47","n/e"
"30.09.2022 05:15 - 30.09.2022 05:30","0","n/e","15","n/e","53","n/e"
"30.09.2022 05:30 - 30.09.2022 05:45","0","n/e","19","n/e","69","n/e"
"30.09.2022 05:45 - 30.09.2022 06:00","0","n/e","24","n/e","84","n/e"
"30.09.2022 06:00 - 30.09.2022 06:15","0","n/e","29","n/e","100","n/e"
"30.09.2022 06:15 - 30.09.2022 06:30","0","n/e","37","n/e","119","n/e"
"30.09.2022 06:30 - 30.09.2022 06:45","0","n/e","47","n/e","146","n/e"
"30.09.2022 06:45 - 30.09.2022 07:00","0","n/e","58","n/e","171","n/e"
"30.09.2022 07:00 - 30.09.2022 07:15","0","n/e","68","n/e","195","n/e"
"30.09.2022 07:15 - 30.09.2022 07:30","0","n/e","81","n/e","225","n/e"
"30.09.2022 07:30 - 30.09.2022 07:45","0","n/e","95","n/e","262","n/e"
"30.09.2022 07:45 - 30.09.2022 08:00","2","n/e","110","n/e","295","n/e"
"30.09.2022 08:00 - 30.09.2022 08:15","4","n/e","124","n/e","326","n/e"
"30.09.2022 08:15 - 30.09.2022 08:30","296","n/e","133","n/e","349","n/e"
"30.09.2022 08:30 - 30.09.2022 08:45","587","n/e","136","n/e","356","n/e"
"30.09.2022 08:45 - 30.09.2022 09:00","877","n/e","139","n/e","367","n/e"
"30.09.2022 09:00 - 30.09.2022 09:15","1169","n/e","141","n/e","375","n/e"
"30.09.2022 09:15 - 30.09.2022 09:30","1524","n/e","146","n/e","385","n/e"
"30.09.2022 09:30 - 30.09.2022 09:45","1879","n/e","153","n/e","394","n/e"
"30.09.2022 09:45 - 30.09.2022 10:00","2233","n/e","159","n/e","405","n/e"
"30.09.2022 10:00 - 30.09.2022 10:15","2589","n/e","166","n/e","416","n/e"
"30.09.2022 10:15 - 30.09.2022 10:30","2895","n/e","177","n/e","429","n/e"
"30.09.2022 10:30 - 30.09.2022 10:45","3198","n/e","194","n/e","445","n/e"
"30.09.2022 10:45 - 30.09.2022 11:00","3502","n/e","210","n/e","458","n/e"
"30.09.2022 11:00 - 30.09.2022 11:15","3805","n/e","226","n/e","473","n/e"
"30.09.2022 11:15 - 30.09.2022 11:30","4056","n/e","253","n/e","510","n/e"
"30.09.2022 11:30 - 30.09.2022 11:45","4303","n/e","290","n/e","571","n/e"
"30.09.2022 11:45 - 30.09.2022 12:00","4551","n/e","327","n/e","631","n/e"
"30.09.2022 12:00 - 30.09.2022 12:15","4797","n/e","365","n/e","693","n/e"
"30.09.2022 12:15 - 30.09.2022 12:30","4946","n/e","401","n/e","767","n/e"
"30.09.2022 12:30 - 30.09.2022 12:45","5094","n/e","436","n/e","857","n/e"
"30.09.2022 12:45 - 30.09.2022 13:00","5244","n/e","472","n/e","945","n/e"
"30.09.2022 13:00 - 30.09.2022 13:15","5392","n/e","507","n/e","1036","n/e"
"30.09.2022 13:15 - 30.09.2022 13:30","5439","n/e","542","n/e","1133","n/e"
"30.09.2022 13:30 - 30.09.2022 13:45","5485","n/e","574","n/e","1237","n/e"
"30.09.2022 13:45 - 30.09.2022 14:00","5533","n/e","607","n/e","1343","n/e"
"30.09.2022 14:00 - 30.09.2022 14:15","5581","n/e","640","n/e","1447","n/e"
"30.09.2022 14:15 - 30.09.2022 14:30","5215","n/e","678","n/e","1537","n/e"
"30.09.2022 14:30 - 30.09.2022 14:45","4850","n/e","722","n/e","1608","n/e"
"30.09.2022 14:45 - 30.09.2022 15:00","4481","n/e","765","n/e","1675","n/e"
"30.09.2022 15:00 - 30.09.2022 15:15","4115","n/e","809","n/e","1745","n/e"
"30.09.2022 15:15 - 30.09.2022 15:30","3988","n/e","859","n/e","1817","n/e"
"30.09.2022 15:30 - 30.09.2022 15:45","3860","n/e","915","n/e","1892","n/e"
"30.09.2022 15:45 - 30.09.2022 16:00","3734","n/e","972","n/e","1964","n/e"
"30.09.2022 16:00 - 30.09.2022 16:15","3603","n/e","1028","n/e","2039","n/e"
"30.09.2022 16:15 - 30.09.2022 16:30","3407","n/e","1082","n/e","2117","n/e"
"30.09.2022 16:30 - 30.09.2022 16:45","3209","n/e","1132","n/e","2200","n/e"
"30.09.2022 16:45 - 30.09.2022 17:00","3009","n/e","1183","n/e","2284","n/e"
"30.09.2022 17:00 - 30.09.2022 17:15","2808","n/e","1233","n/e","2369","n/e"
"30.09.2022 17:15 - 30.09.2022 17:30","2500","n/e","1274","n/e","2458","n/e"
"30.09.2022 17:30 - 30.09.2022 17:45","2192","n/e","1304","n/e","2553","n/e"
"30.09.2022 17:45 - 30.09.2022 18:00","1884","n/e","1335","n/e","2647","n/e"
"30.09.2022 18:00 - 30.09.2022 18:15","1574","n/e","1366","n/e","2742","n/e"
"30.09.2022 18:15 - 30.09.2022 18:30","1308","n/e","1392","n/e","2839","n/e"
"30.09.2022 18:30 - 30.09.2022 18:45","1041","n/e","1415","n/e","2934","n/e"
"30.09.2022 18:45 - 30.09.2022 19:00","774","n/e","1437","n/e","3031","n/e"
"30.09.2022 19:00 - 30.09.2022 19:15","508","n/e","1459","n/e","3128","n/e"
"30.09.2022 19:15 - 30.09.2022 19:30","383","n/e","1476","n/e","3217","n/e"
"30.09.2022 19:30 - 30.09.2022 19:45","255","n/e","1487","n/e","3303","n/e"
"30.09.2022 19:45 - 30.09.2022 20:00","128","n/e","1498","n/e","3385","n/e"
"30.09.2022 20:00 - 30.09.2022 20:15","1","n/e","1509","n/e","3470","n/e"
"30.09.2022 20:15 - 30.09.2022 20:30","1","n/e","1518","n/e","3582","n/e"
"30.09.2022 20:30 - 30.09.2022 20:45","0","n/e","1524","n/e","3723","n/e"
"30.09.2022 20:45 - 30.09.2022 21:00","0","n/e","1531","n/e","3865","n/e"
"30.09.2022 21:00 - 30.09.2022 21:15","0","n/e","1537","n/e","4004","n/e"
"30.09.2022 21:15 - 30.09.2022 21:30","0","n/e","1541","n/e","4137","n/e"
"30.09.2022 21:30 - 30.09.2022 21:45","0","n/e","1543","n/e","4257","n/e"
"30.09.2022 21:45 - 30.09.2022 22:00","0","n/e","1544","n/e","4377","n/e"
"30.09.2022 22:00 - 30.09.2022 22:15","0","n/e","1546","n/e","4497","n/e"
"30.09.2022 22:15 - 30.09.2022 22:30","0","n/e","1548","n/e","4611","n/e"
"30.09.2022 22:30 - 30.09.2022 22:45","0","n/e","1550","n/e","4712","n/e"
"30.09.2022 22:45 - 30.09.2022 23:00","0","n/e","1552","n/e","4815","n/e"
"30.09.2022 23:00 - 30.09.2022 23:15","0","n/e","1554","n/e","4918","n/e"
"30.09.2022 23:15 - 30.09.2022 23:30","0","n/e","1558","n/e","4990","n/e"
"30.09.2022 23:30 - 30.09.2022 23:45","0","n/e","1564","n/e","5033","n/e"
"30.09.2022 23:45 - 01.10.2022 00:00","0","n/e","1570","n/e","5078","n/e"
"01.10.2022 00:00 - 01.10.2022 00:15","0","n/e","1573","n/e","5115","n/e"
"01.10.2022 00:15 - 01.10.2022 00:30","0","n/e","1578","n/e","5170","n/e"
"01.10.2022 00:30 - 01.10.2022 00:45","0","n/e","1583","n/e","5222","n/e"
"01.10.2022 00:45 - 01.10.2022 01:00","0","n/e","1589","n/e","5272","n/e"
"01.10.2022 01:00 - 01.10.2022 01:15","0","n/e","1594","n/e","5322","n/e"
"01.10.2022 01:15 - 01.10.2022 01:30","0","n/e","1597","n/e","5372","n/e"
"01.10.2022 01:30 - 01.10.2022 01:45","0","n/e","1597","n/e","5418","n/e"
"01.10.2022 01:45 - 01.10.2022 02:00","0","n/e","1597","n/e","5466","n/e"
"01.10.2022 02:00 - 01.10.2022 02:15","0","n/e","1598","n/e","5513","n/e"
"01.10.2022 02:15 - 01.10.2022 02:30","0","n/e","1593","n/e","5516","n/e"
"01.10.2022 02:30 - 01.10.2022 02:45","0","n/e","1584","n/e","5476","n/e"
"01.10.2022 02:45 - 01.10.2022 03:00","0","n/e","1575","n/e","5437","n/e"
"01.10.2022 03:00 - 01.10.2022 03:15","0","n/e","1566","n/e","5397","n/e"
"01.10.2022 03:15 - 01.10.2022 03:30","0","n/e","1560","n/e","5348","n/e"
"01.10.2022 03:30 - 01.10.2022 03:45","0","n/e","1558","n/e","5286","n/e"
"01.10.2022 03:45 - 01.10.2022 04:00","0","n/e","1555","n/e","5225","n/e"
"01.10.2022 04:00 - 01.10.2022 04:15","0","n/e","1552","n/e","5162","n/e"
"01.10.2022 04:15 - 01.10.2022 04:30","0","n/e","1546","n/e","5089","n/e"
"01.10.2022 04:30 - 01.10.2022 04:45","0","n/e","1537","n/e","5009","n/e"
"01.10.2022 04:45 - 01.10.2022 05:00","0","n/e","1527","n/e","4927","n/e"
"01.10.2022 05:00 - 01.10.2022 05:15","0","n/e","1518","n/e","4845","n/e"
"01.10.2022 05:15 - 01.10.2022 05:30","0","n/e","1503","n/e","4721","n/e"
"01.10.2022 05:30 - 01.10.2022 05:45","0","n/e","1482","n/e","4555","n/e"
"01.10.2022 05:45 - 01.10.2022 06:00","0","n/e","1461","n/e","4385","n/e"
"01.10.2022 06:00 - 01.10.2022 06:15","0","n/e","1440","n/e","4222","n/e"
"01.10.2022 06:15 - 01.10.2022 06:30","0","n/e","1414","n/e","4032","n/e"
"01.10.2022 06:30 - 01.10.2022 06:45","0","n/e","1382","n/e","3820","n/e"
"01.10.2022 06:45 - 01.10.2022 07:00","0","n/e","1350","n/e","3606","n/e"
"01.10.2022 07:00 - 01.10.2022 07:15","0","n/e","1318","n/e","3394","n/e"
"01.10.2022 07:15 - 01.10.2022 07:30","0","n/e","1278","n/e","3174","n/e"
"01.10.2022 07:30 - 01.10.2022 07:45","0","n/e","1229","n/e","2945","n/e"
"01.10.2022 07:45 - 01.10.2022 08:00","1","n/e","1181","n/e","2714","n/e"
"01.10.2022 08:00 - 01.10.2022 08:15","2","n/e","1133","n/e","2486","n/e"
"01.10.2022 08:15 - 01.10.2022 08:30","158","n/e","1116","n/e","2375","n/e"
"01.10.2022 08:30 - 01.10.2022 08:45","311","n/e","1131","n/e","2377","n/e"
"01.10.2022 08:45 - 01.10.2022 09:00","467","n/e","1146","n/e","2387","n/e"
"01.10.2022 09:00 - 01.10.2022 09:15","622","n/e","1161","n/e","2390","n/e"
"01.10.2022 09:15 - 01.10.2022 09:30","862","n/e","1175","n/e","2395","n/e"
"01.10.2022 09:30 - 01.10.2022 09:45","1105","n/e","1189","n/e","2400","n/e"
"01.10.2022 09:45 - 01.10.2022 10:00","1345","n/e","1202","n/e","2403","n/e"
"01.10.2022 10:00 - 01.10.2022 10:15","1586","n/e","1216","n/e","2410","n/e"
"01.10.2022 10:15 - 01.10.2022 10:30","1797","n/e","1227","n/e","2418","n/e"
"01.10.2022 10:30 - 01.10.2022 10:45","2006","n/e","1237","n/e","2429","n/e"
"01.10.2022 10:45 - 01.10.2022 11:00","2217","n/e","1247","n/e","2442","n/e"
"01.10.2022 11:00 - 01.10.2022 11:15","2425","n/e","1256","n/e","2452","n/e"
"01.10.2022 11:15 - 01.10.2022 11:30","2658","n/e","1268","n/e","2483","n/e"
"01.10.2022 11:30 - 01.10.2022 11:45","2889","n/e","1284","n/e","2529","n/e"
"01.10.2022 11:45 - 01.10.2022 12:00","3123","n/e","1299","n/e","2575","n/e"
"01.10.2022 12:00 - 01.10.2022 12:15","3356","n/e","1314","n/e","2621","n/e"
"01.10.2022 12:15 - 01.10.2022 12:30","3470","n/e","1329","n/e","2671","n/e"
"01.10.2022 12:30 - 01.10.2022 12:45","3584","n/e","1344","n/e","2725","n/e"
"01.10.2022 12:45 - 01.10.2022 13:00","3699","n/e","1359","n/e","2775","n/e"
"01.10.2022 13:00 - 01.10.2022 13:15","3813","n/e","1375","n/e","2830","n/e"
"01.10.2022 13:15 - 01.10.2022 13:30","3851","n/e","1388","n/e","2884","n/e"
"01.10.2022 13:30 - 01.10.2022 13:45","3888","n/e","1399","n/e","2935","n/e"
"01.10.2022 13:45 - 01.10.2022 14:00","3925","n/e","1411","n/e","2987","n/e"
"01.10.2022 14:00 - 01.10.2022 14:15","3962","n/e","1422","n/e","3039","n/e"
"01.10.2022 14:15 - 01.10.2022 14:30","4137","n/e","1424","n/e","3061","n/e"
"01.10.2022 14:30 - 01.10.2022 14:45","4314","n/e","1416","n/e","3054","n/e"
"01.10.2022 14:45 - 01.10.2022 15:00","4489","n/e","1409","n/e","3044","n/e"
"01.10.2022 15:00 - 01.10.2022 15:15","4664","n/e","1401","n/e","3037","n/e"
"01.10.2022 15:15 - 01.10.2022 15:30","4523","n/e","1394","n/e","3027","n/e"
"01.10.2022 15:30 - 01.10.2022 15:45","4381","n/e","1389","n/e","3016","n/e"
"01.10.2022 15:45 - 01.10.2022 16:00","4238","n/e","1383","n/e","3008","n/e"
"01.10.2022 16:00 - 01.10.2022 16:15","4095","n/e","1378","n/e","2998","n/e"
"01.10.2022 16:15 - 01.10.2022 16:30","3876","n/e","1372","n/e","2990","n/e"
"01.10.2022 16:30 - 01.10.2022 16:45","3656","n/e","1366","n/e","2981","n/e"
"01.10.2022 16:45 - 01.10.2022 17:00","3436","n/e","1359","n/e","2973","n/e"
"01.10.2022 17:00 - 01.10.2022 17:15","3216","n/e","1353","n/e","2966","n/e"
"01.10.2022 17:15 - 01.10.2022 17:30","3052","n/e","1344","n/e","2931","n/e"
"01.10.2022 17:30 - 01.10.2022 17:45","2891","n/e","1331","n/e","2878","n/e"
"01.10.2022 17:45 - 01.10.2022 18:00","2728","n/e","1319","n/e","2819","n/e"
"01.10.2022 18:00 - 01.10.2022 18:15","2568","n/e","1306","n/e","2761","n/e"
"01.10.2022 18:15 - 01.10.2022 18:30","2097","n/e","1291","n/e","2694","n/e"
"01.10.2022 18:30 - 01.10.2022 18:45","1624","n/e","1273","n/e","2619","n/e"
"01.10.2022 18:45 - 01.10.2022 19:00","1154","n/e","1255","n/e","2547","n/e"
"01.10.2022 19:00 - 01.10.2022 19:15","682","n/e","1237","n/e","2470","n/e"
"01.10.2022 19:15 - 01.10.2022 19:30","512","n/e","1204","n/e","2390","n/e"
"01.10.2022 19:30 - 01.10.2022 19:45","341","n/e","1155","n/e","2309","n/e"
"01.10.2022 19:45 - 01.10.2022 20:00","171","n/e","1107","n/e","2228","n/e"
"01.10.2022 20:00 - 01.10.2022 20:15","0","n/e","1059","n/e","2150","n/e"
"01.10.2022 20:15 - 01.10.2022 20:30","0","n/e","1030","n/e","2123","n/e"
"01.10.2022 20:30 - 01.10.2022 20:45","0","n/e","1020","n/e","2151","n/e"
"01.10.2022 20:45 - 01.10.2022 21:00","0","n/e","1010","n/e","2178","n/e"
"01.10.2022 21:00 - 01.10.2022 21:15","0","n/e","1000","n/e","2205","n/e"
"01.10.2022 21:15 - 01.10.2022 21:30","0","n/e","994","n/e","2230","n/e"
"01.10.2022 21:30 - 01.10.2022 21:45","0","n/e","990","n/e","2259","n/e"
"01.10.2022 21:45 - 01.10.2022 22:00","0","n/e","986","n/e","2283","n/e"
"01.10.2022 22:00 - 01.10.2022 22:15","0","n/e","982","n/e","2310","n/e"
"01.10.2022 22:15 - 01.10.2022 22:30","0","n/e","981","n/e","2331","n/e"
"01.10.2022 22:30 - 01.10.2022 22:45","0","n/e","983","n/e","2349","n/e"
"01.10.2022 22:45 - 01.10.2022 23:00","0","n/e","984","n/e","2368","n/e"
"01.10.2022 23:00 - 01.10.2022 23:15","0","n/e","986","n/e","2385","n/e"
"01.10.2022 23:15 - 01.10.2022 23:30","0","n/e","999","n/e","2375","n/e"
"01.10.2022 23:30 - 01.10.2022 23:45","0","n/e","1024","n/e","2336","n/e"
"01.10.2022 23:45 - 02.10.2022 00:00","0","n/e","1048","n/e","2300","n/e"
"02.10.2022 00:00 - 02.10.2022 00:15","0","n/e","1195","n/e","2649","n/e"
"02.10.2022 00:15 - 02.10.2022 00:30","0","n/e","1187","n/e","2624","n/e"
"02.10.2022 00:30 - 02.10.2022 00:45","0","n/e","1182","n/e","2595","n/e"
"02.10.2022 00:45 - 02.10.2022 01:00","0","n/e","1176","n/e","2569","n/e"
"02.10.2022 01:00 - 02.10.2022 01:15","0","n/e","1171","n/e","2541","n/e"
"02.10.2022 01:15 - 02.10.2022 01:30","0","n/e","1161","n/e","2511","n/e"
"02.10.2022 01:30 - 02.10.2022 01:45","0","n/e","1148","n/e","2475","n/e"
"02.10.2022 01:45 - 02.10.2022 02:00","0","n/e","1135","n/e","2439","n/e"
"02.10.2022 02:00 - 02.10.2022 02:15","0","n/e","1123","n/e","2404","n/e"
"02.10.2022 02:15 - 02.10.2022 02:30","0","n/e","1118","n/e","2393","n/e"
"02.10.2022 02:30 - 02.10.2022 02:45","0","n/e","1121","n/e","2397","n/e"
"02.10.2022 02:45 - 02.10.2022 03:00","0","n/e","1124","n/e","2404","n/e"
"02.10.2022 03:00 - 02.10.2022 03:15","0","n/e","1127","n/e","2411","n/e"
"02.10.2022 03:15 - 02.10.2022 03:30","0","n/e","1129","n/e","2418","n/e"
"02.10.2022 03:30 - 02.10.2022 03:45","0","n/e","1131","n/e","2422","n/e"
"02.10.2022 03:45 - 02.10.2022 04:00","0","n/e","1133","n/e","2427","n/e"
