"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"25.10.2022 13:00 - 25.10.2022 14:00","6922","6759","n/e","n/e","833","n/e"
"25.10.2022 14:00 - 25.10.2022 15:00","6212","6335","n/e","n/e","1062","n/e"
"25.10.2022 15:00 - 25.10.2022 16:00","4807","5186","n/e","n/e","1851","n/e"
"25.10.2022 16:00 - 25.10.2022 17:00","2959","3230","n/e","n/e","1857","n/e"
"25.10.2022 17:00 - 25.10.2022 18:00","1156","1147","n/e","n/e","1623","n/e"
"25.10.2022 18:00 - 25.10.2022 19:00","21","16","n/e","n/e","1560","n/e"
"25.10.2022 19:00 - 25.10.2022 20:00","0","0","n/e","n/e","1317","n/e"
"25.10.2022 20:00 - 25.10.2022 21:00","0","0","n/e","n/e","1088","n/e"
"25.10.2022 21:00 - 25.10.2022 22:00","0","0","n/e","n/e","939","n/e"
"25.10.2022 22:00 - 25.10.2022 23:00","0","0","n/e","n/e","825","n/e"
"25.10.2022 23:00 - 26.10.2022 00:00","0","0","n/e","n/e","753","n/e"
"26.10.2022 00:00 - 26.10.2022 01:00","0","0","n/e","n/e","873","n/e"
"26.10.2022 01:00 - 26.10.2022 02:00","0","0","n/e","n/e","772","n/e"
"26.10.2022 02:00 - 26.10.2022 03:00","0","0","n/e","n/e","696","n/e"
"26.10.2022 03:00 - 26.10.2022 04:00","0","0","n/e","n/e","582","n/e"
"26.10.2022 04:00 - 26.10.2022 05:00","0","0","n/e","n/e","527","n/e"
"26.10.2022 05:00 - 26.10.2022 06:00","0","0","n/e","n/e","471","n/e"
"26.10.2022 06:00 - 26.10.2022 07:00","0","0","n/e","n/e","415","n/e"
"26.10.2022 07:00 - 26.10.2022 08:00","47","46","n/e","n/e","388","n/e"
"26.10.2022 08:00 - 26.10.2022 09:00","1095","1147","n/e","n/e","346","n/e"
"26.10.2022 09:00 - 26.10.2022 10:00","2997","3134","n/e","n/e","281","n/e"
"26.10.2022 10:00 - 26.10.2022 11:00","5016","5120","n/e","n/e","209","n/e"
"26.10.2022 11:00 - 26.10.2022 12:00","6443","6528","n/e","n/e","178","n/e"
"26.10.2022 12:00 - 26.10.2022 13:00","7140","7197","n/e","n/e","181","n/e"
"26.10.2022 13:00 - 26.10.2022 14:00","7201","7407","n/e","n/e","203","n/e"
"26.10.2022 14:00 - 26.10.2022 15:00","6695","6862","n/e","n/e","248","n/e"
"26.10.2022 15:00 - 26.10.2022 16:00","5430","5517","n/e","n/e","320","n/e"
"26.10.2022 16:00 - 26.10.2022 17:00","3374","3432","n/e","n/e","363","n/e"
"26.10.2022 17:00 - 26.10.2022 18:00","1201","1174","n/e","n/e","370","n/e"
"26.10.2022 18:00 - 26.10.2022 19:00","22","20","n/e","n/e","347","n/e"
"26.10.2022 19:00 - 26.10.2022 20:00","0","0","n/e","n/e","300","n/e"
"26.10.2022 20:00 - 26.10.2022 21:00","0","0","n/e","n/e","295","n/e"
"26.10.2022 21:00 - 26.10.2022 22:00","0","0","n/e","n/e","292","n/e"
"26.10.2022 22:00 - 26.10.2022 23:00","0","0","n/e","n/e","279","n/e"
"26.10.2022 23:00 - 27.10.2022 00:00","0","0","n/e","n/e","248","n/e"
"27.10.2022 00:00 - 27.10.2022 01:00","0","0","n/e","n/e","196","n/e"
"27.10.2022 01:00 - 27.10.2022 02:00","0","0","n/e","n/e","197","n/e"
"27.10.2022 02:00 - 27.10.2022 03:00","0","0","n/e","n/e","238","n/e"
"27.10.2022 03:00 - 27.10.2022 04:00","0","0","n/e","n/e","293","n/e"
"27.10.2022 04:00 - 27.10.2022 05:00","0","0","n/e","n/e","331","n/e"
"27.10.2022 05:00 - 27.10.2022 06:00","0","0","n/e","n/e","373","n/e"
"27.10.2022 06:00 - 27.10.2022 07:00","0","0","n/e","n/e","401","n/e"
"27.10.2022 07:00 - 27.10.2022 08:00","31","31","n/e","n/e","413","n/e"
"27.10.2022 08:00 - 27.10.2022 09:00","1021","1017","n/e","n/e","417","n/e"
"27.10.2022 09:00 - 27.10.2022 10:00","2901","2926","n/e","n/e","390","n/e"
"27.10.2022 10:00 - 27.10.2022 11:00","4841","4833","n/e","n/e","377","n/e"
"27.10.2022 11:00 - 27.10.2022 12:00","6286","6327","n/e","n/e","404","n/e"
"27.10.2022 12:00 - 27.10.2022 13:00","7111","7119","n/e","n/e","460","n/e"
"27.10.2022 13:00 - 27.10.2022 14:00","7380","7375","n/e","n/e","635","n/e"
"27.10.2022 14:00 - 27.10.2022 15:00","6797","6802","n/e","n/e","750","n/e"
"27.10.2022 15:00 - 27.10.2022 16:00","5380","5328","n/e","n/e","897","n/e"
"27.10.2022 16:00 - 27.10.2022 17:00","3274","3227","n/e","n/e","955","n/e"
"27.10.2022 17:00 - 27.10.2022 18:00","1139","1089","n/e","n/e","903","n/e"
"27.10.2022 18:00 - 27.10.2022 19:00","13","13","n/e","n/e","704","n/e"
"27.10.2022 19:00 - 27.10.2022 20:00","0","0","n/e","n/e","586","n/e"
"27.10.2022 20:00 - 27.10.2022 21:00","0","0","n/e","n/e","575","n/e"
"27.10.2022 21:00 - 27.10.2022 22:00","0","0","n/e","n/e","561","n/e"
"27.10.2022 22:00 - 27.10.2022 23:00","0","0","n/e","n/e","533","n/e"
"27.10.2022 23:00 - 28.10.2022 00:00","0","0","n/e","n/e","531","n/e"
"28.10.2022 00:00 - 28.10.2022 01:00","0","0","n/e","n/e","560","n/e"
"28.10.2022 01:00 - 28.10.2022 02:00","0","0","n/e","n/e","512","n/e"
"28.10.2022 02:00 - 28.10.2022 03:00","0","0","n/e","n/e","576","n/e"
"28.10.2022 03:00 - 28.10.2022 04:00","0","0","n/e","n/e","589","n/e"
"28.10.2022 04:00 - 28.10.2022 05:00","0","0","n/e","n/e","587","n/e"
"28.10.2022 05:00 - 28.10.2022 06:00","0","0","n/e","n/e","580","n/e"
"28.10.2022 06:00 - 28.10.2022 07:00","0","0","n/e","n/e","582","n/e"
"28.10.2022 07:00 - 28.10.2022 08:00","28","27","n/e","n/e","585","n/e"
"28.10.2022 08:00 - 28.10.2022 09:00","1003","1038","n/e","n/e","574","n/e"
"28.10.2022 09:00 - 28.10.2022 10:00","3105","3130","n/e","n/e","502","n/e"
"28.10.2022 10:00 - 28.10.2022 11:00","5316","5326","n/e","n/e","388","n/e"
"28.10.2022 11:00 - 28.10.2022 12:00","6684","6643","n/e","n/e","374","n/e"
"28.10.2022 12:00 - 28.10.2022 13:00","7460","7350","n/e","n/e","368","n/e"
"28.10.2022 13:00 - 28.10.2022 14:00","7585","7428","n/e","n/e","384","n/e"
"28.10.2022 14:00 - 28.10.2022 15:00","7060","6875","n/e","n/e","430","n/e"
"28.10.2022 15:00 - 28.10.2022 16:00","5533","5478","n/e","n/e","493","n/e"
"28.10.2022 16:00 - 28.10.2022 17:00","3359","3308","n/e","n/e","554","n/e"
"28.10.2022 17:00 - 28.10.2022 18:00","1124","1068","n/e","n/e","614","n/e"
"28.10.2022 18:00 - 28.10.2022 19:00","8","8","n/e","n/e","626","n/e"
"28.10.2022 19:00 - 28.10.2022 20:00","0","0","n/e","n/e","587","n/e"
"28.10.2022 20:00 - 28.10.2022 21:00","0","0","n/e","n/e","515","n/e"
"28.10.2022 21:00 - 28.10.2022 22:00","0","0","n/e","n/e","465","n/e"
"28.10.2022 22:00 - 28.10.2022 23:00","0","0","n/e","n/e","445","n/e"
"28.10.2022 23:00 - 29.10.2022 00:00","0","0","n/e","n/e","450","n/e"
"29.10.2022 00:00 - 29.10.2022 01:00","0","0","n/e","n/e","543","n/e"
"29.10.2022 01:00 - 29.10.2022 02:00","0","0","n/e","n/e","539","n/e"
"29.10.2022 02:00 - 29.10.2022 03:00","0","0","n/e","n/e","578","n/e"
"29.10.2022 03:00 - 29.10.2022 04:00","0","0","n/e","n/e","617","n/e"
"29.10.2022 04:00 - 29.10.2022 05:00","0","0","n/e","n/e","653","n/e"
"29.10.2022 05:00 - 29.10.2022 06:00","0","0","n/e","n/e","680","n/e"
"29.10.2022 06:00 - 29.10.2022 07:00","0","0","n/e","n/e","713","n/e"
"29.10.2022 07:00 - 29.10.2022 08:00","24","24","n/e","n/e","761","n/e"
"29.10.2022 08:00 - 29.10.2022 09:00","1016","1019","n/e","n/e","732","n/e"
"29.10.2022 09:00 - 29.10.2022 10:00","3179","3183","n/e","n/e","628","n/e"
"29.10.2022 10:00 - 29.10.2022 11:00","5395","5400","n/e","n/e","537","n/e"
"29.10.2022 11:00 - 29.10.2022 12:00","6807","6802","n/e","n/e","518","n/e"
"29.10.2022 12:00 - 29.10.2022 13:00","7648","7646","n/e","n/e","513","n/e"
"29.10.2022 13:00 - 29.10.2022 14:00","7703","7705","n/e","n/e","532","n/e"
"29.10.2022 14:00 - 29.10.2022 15:00","7164","7158","n/e","n/e","579","n/e"
"29.10.2022 15:00 - 29.10.2022 16:00","5789","5777","n/e","n/e","654","n/e"
"29.10.2022 16:00 - 29.10.2022 17:00","3468","3466","n/e","n/e","715","n/e"
"29.10.2022 17:00 - 29.10.2022 18:00","1149","1147","n/e","n/e","755","n/e"
"29.10.2022 18:00 - 29.10.2022 19:00","10","10","n/e","n/e","825","n/e"
"29.10.2022 19:00 - 29.10.2022 20:00","0","0","n/e","n/e","756","n/e"
"29.10.2022 20:00 - 29.10.2022 21:00","0","0","n/e","n/e","653","n/e"
"29.10.2022 21:00 - 29.10.2022 22:00","0","0","n/e","n/e","563","n/e"
"29.10.2022 22:00 - 29.10.2022 23:00","0","0","n/e","n/e","510","n/e"
"29.10.2022 23:00 - 30.10.2022 00:00","0","0","n/e","n/e","478","n/e"
"30.10.2022 00:00 - 30.10.2022 01:00","0","0","n/e","n/e","474","n/e"
"30.10.2022 01:00 - 30.10.2022 02:00","0","0","n/e","n/e","482","n/e"
"30.10.2022 02:00 - 30.10.2022 03:00","0","0","n/e","n/e","491","n/e"
"30.10.2022 02:00 - 30.10.2022 03:00","0","0","n/e","n/e","447","n/e"
"30.10.2022 03:00 - 30.10.2022 04:00","0","0","n/e","n/e","438","n/e"
"30.10.2022 04:00 - 30.10.2022 05:00","0","0","n/e","n/e","435","n/e"
"30.10.2022 05:00 - 30.10.2022 06:00","0","0","n/e","n/e","428","n/e"
"30.10.2022 06:00 - 30.10.2022 07:00","0","0","n/e","n/e","418","n/e"
"30.10.2022 07:00 - 30.10.2022 08:00","216","218","n/e","n/e","406","n/e"
"30.10.2022 08:00 - 30.10.2022 09:00","3030","3084","n/e","n/e","355","n/e"
"30.10.2022 09:00 - 30.10.2022 10:00","5568","5636","n/e","n/e","253","n/e"
"30.10.2022 10:00 - 30.10.2022 11:00","6955","7070","n/e","n/e","228","n/e"
"30.10.2022 11:00 - 30.10.2022 12:00","7617","7768","n/e","n/e","248","n/e"
"30.10.2022 12:00 - 30.10.2022 13:00","7682","7766","n/e","n/e","275","n/e"
"30.10.2022 13:00 - 30.10.2022 14:00","7108","7181","n/e","n/e","348","n/e"
"30.10.2022 14:00 - 30.10.2022 15:00","5689","5766","n/e","n/e","443","n/e"
"30.10.2022 15:00 - 30.10.2022 16:00","3358","3414","n/e","n/e","560","n/e"
"30.10.2022 16:00 - 30.10.2022 17:00","1208","1187","n/e","n/e","581","n/e"
"30.10.2022 17:00 - 30.10.2022 18:00","74","68","n/e","n/e","485","n/e"
"30.10.2022 18:00 - 30.10.2022 19:00","0","0","n/e","n/e","378","n/e"
"30.10.2022 19:00 - 30.10.2022 20:00","0","0","n/e","n/e","337","n/e"
"30.10.2022 20:00 - 30.10.2022 21:00","0","0","n/e","n/e","340","n/e"
"30.10.2022 21:00 - 30.10.2022 22:00","0","0","n/e","n/e","393","n/e"
"30.10.2022 22:00 - 30.10.2022 23:00","0","0","n/e","n/e","361","n/e"
"30.10.2022 23:00 - 31.10.2022 00:00","0","0","n/e","n/e","350","n/e"
"31.10.2022 00:00 - 31.10.2022 01:00","0","0","n/e","n/e","371","n/e"
"31.10.2022 01:00 - 31.10.2022 02:00","0","0","n/e","n/e","360","n/e"
"31.10.2022 02:00 - 31.10.2022 03:00","0","0","n/e","n/e","292","n/e"
"31.10.2022 03:00 - 31.10.2022 04:00","0","0","n/e","n/e","295","n/e"
"31.10.2022 04:00 - 31.10.2022 05:00","0","0","n/e","n/e","294","n/e"
"31.10.2022 05:00 - 31.10.2022 06:00","0","0","n/e","n/e","307","n/e"
"31.10.2022 06:00 - 31.10.2022 07:00","19","20","n/e","n/e","316","n/e"
"31.10.2022 07:00 - 31.10.2022 08:00","1014","1017","n/e","n/e","324","n/e"
"31.10.2022 08:00 - 31.10.2022 09:00","3189","3320","n/e","n/e","285","n/e"
"31.10.2022 09:00 - 31.10.2022 10:00","5324","5569","n/e","n/e","233","n/e"
"31.10.2022 10:00 - 31.10.2022 11:00","6731","7061","n/e","n/e","233","n/e"
"31.10.2022 11:00 - 31.10.2022 12:00","7369","7645","n/e","n/e","261","n/e"
"31.10.2022 12:00 - 31.10.2022 13:00","7395","7639","n/e","n/e","282","n/e"
"31.10.2022 13:00 - 31.10.2022 14:00","6872","7028","n/e","n/e","322","n/e"
"31.10.2022 14:00 - 31.10.2022 15:00","5505","5649","n/e","n/e","371","n/e"
"31.10.2022 15:00 - 31.10.2022 16:00","3230","3353","n/e","n/e","396","n/e"
"31.10.2022 16:00 - 31.10.2022 17:00","993","1068","n/e","n/e","390","n/e"
"31.10.2022 17:00 - 31.10.2022 18:00","6","7","n/e","n/e","379","n/e"
"31.10.2022 18:00 - 31.10.2022 19:00","0","0","n/e","n/e","339","n/e"
"31.10.2022 19:00 - 31.10.2022 20:00","0","0","n/e","n/e","316","n/e"
"31.10.2022 20:00 - 31.10.2022 21:00","0","0","n/e","n/e","320","n/e"
"31.10.2022 21:00 - 31.10.2022 22:00","0","0","n/e","n/e","317","n/e"
"31.10.2022 22:00 - 31.10.2022 23:00","0","0","n/e","n/e","293","n/e"
"31.10.2022 23:00 - 01.11.2022 00:00","0","0","n/e","n/e","270","n/e"
"01.11.2022 00:00 - 01.11.2022 01:00","0","0","n/e","n/e","261","n/e"
"01.11.2022 01:00 - 01.11.2022 02:00","0","0","n/e","n/e","227","n/e"
"01.11.2022 02:00 - 01.11.2022 03:00","0","0","n/e","n/e","204","n/e"
"01.11.2022 03:00 - 01.11.2022 04:00","0","0","n/e","n/e","216","n/e"
"01.11.2022 04:00 - 01.11.2022 05:00","0","0","n/e","n/e","224","n/e"
"01.11.2022 05:00 - 01.11.2022 06:00","0","0","n/e","n/e","221","n/e"
"01.11.2022 06:00 - 01.11.2022 07:00","16","18","n/e","n/e","197","n/e"
"01.11.2022 07:00 - 01.11.2022 08:00","917","920","n/e","n/e","178","n/e"
"01.11.2022 08:00 - 01.11.2022 09:00","2933","2986","n/e","n/e","148","n/e"
"01.11.2022 09:00 - 01.11.2022 10:00","4798","4879","n/e","n/e","119","n/e"
"01.11.2022 10:00 - 01.11.2022 11:00","5861","5923","n/e","n/e","78","n/e"
"01.11.2022 11:00 - 01.11.2022 12:00","6387","6449","n/e","n/e","89","n/e"
"01.11.2022 12:00 - 01.11.2022 13:00","6242","6224","n/e","n/e","126","n/e"
"01.11.2022 13:00 - 01.11.2022 14:00","5792","5718","n/e","n/e","191","n/e"
"01.11.2022 14:00 - 01.11.2022 15:00","4439","4389","n/e","n/e","273","n/e"
"01.11.2022 15:00 - 01.11.2022 16:00","2605","2611","n/e","n/e","376","n/e"
"01.11.2022 16:00 - 01.11.2022 17:00","835","864","n/e","n/e","491","n/e"
"01.11.2022 17:00 - 01.11.2022 18:00","10","15","n/e","n/e","520","n/e"
"01.11.2022 18:00 - 01.11.2022 19:00","0","0","n/e","n/e","472","n/e"
"01.11.2022 19:00 - 01.11.2022 20:00","0","0","n/e","n/e","432","n/e"
"01.11.2022 20:00 - 01.11.2022 21:00","0","0","n/e","n/e","433","n/e"
"01.11.2022 21:00 - 01.11.2022 22:00","0","0","n/e","n/e","466","n/e"
"01.11.2022 22:00 - 01.11.2022 23:00","0","0","n/e","n/e","494","n/e"
"01.11.2022 23:00 - 02.11.2022 00:00","0","0","n/e","n/e","539","n/e"
"02.11.2022 00:00 - 02.11.2022 01:00","0","0","n/e","n/e","521","n/e"
"02.11.2022 01:00 - 02.11.2022 02:00","0","0","n/e","n/e","524","n/e"
"02.11.2022 02:00 - 02.11.2022 03:00","0","0","n/e","n/e","512","n/e"
"02.11.2022 03:00 - 02.11.2022 04:00","0","0","n/e","n/e","522","n/e"
"02.11.2022 04:00 - 02.11.2022 05:00","0","0","n/e","n/e","544","n/e"
"02.11.2022 05:00 - 02.11.2022 06:00","0","0","n/e","n/e","545","n/e"
"02.11.2022 06:00 - 02.11.2022 07:00","12","12","n/e","n/e","536","n/e"
"02.11.2022 07:00 - 02.11.2022 08:00","734","733","n/e","n/e","525","n/e"
"02.11.2022 08:00 - 02.11.2022 09:00","2401","2434","n/e","n/e","441","n/e"
"02.11.2022 09:00 - 02.11.2022 10:00","4135","4186","n/e","n/e","330","n/e"
"02.11.2022 10:00 - 02.11.2022 11:00","5270","5375","n/e","n/e","231","n/e"
"02.11.2022 11:00 - 02.11.2022 12:00","5899","6008","n/e","n/e","295","n/e"
"02.11.2022 12:00 - 02.11.2022 13:00","5847","6061","n/e","n/e","441","n/e"
"02.11.2022 13:00 - 02.11.2022 14:00","5194","5428","n/e","n/e","612","n/e"
"02.11.2022 14:00 - 02.11.2022 15:00","4073","4117","n/e","n/e","792","n/e"
"02.11.2022 15:00 - 02.11.2022 16:00","2341","2401","n/e","n/e","920","n/e"
"02.11.2022 16:00 - 02.11.2022 17:00","675","710","n/e","n/e","922","n/e"
"02.11.2022 17:00 - 02.11.2022 18:00","5","6","n/e","n/e","984","n/e"
"02.11.2022 18:00 - 02.11.2022 19:00","0","0","n/e","n/e","899","n/e"
"02.11.2022 19:00 - 02.11.2022 20:00","0","0","n/e","n/e","786","n/e"
"02.11.2022 20:00 - 02.11.2022 21:00","0","0","n/e","n/e","730","n/e"
"02.11.2022 21:00 - 02.11.2022 22:00","0","0","n/e","n/e","698","n/e"
"02.11.2022 22:00 - 02.11.2022 23:00","0","0","n/e","n/e","669","n/e"
"02.11.2022 23:00 - 03.11.2022 00:00","0","0","n/e","n/e","690","n/e"
"03.11.2022 00:00 - 03.11.2022 01:00","0","0","n/e","n/e","306","n/e"
"03.11.2022 01:00 - 03.11.2022 02:00","0","0","n/e","n/e","359","n/e"
"03.11.2022 02:00 - 03.11.2022 03:00","0","0","n/e","n/e","413","n/e"
"03.11.2022 03:00 - 03.11.2022 04:00","0","0","n/e","n/e","466","n/e"
"03.11.2022 04:00 - 03.11.2022 05:00","0","0","n/e","n/e","537","n/e"
"03.11.2022 05:00 - 03.11.2022 06:00","0","0","n/e","n/e","566","n/e"
"03.11.2022 06:00 - 03.11.2022 07:00","12","13","n/e","n/e","581","n/e"
"03.11.2022 07:00 - 03.11.2022 08:00","682","684","n/e","n/e","600","n/e"
"03.11.2022 08:00 - 03.11.2022 09:00","2273","2310","n/e","n/e","529","n/e"
"03.11.2022 09:00 - 03.11.2022 10:00","3865","4027","n/e","n/e","401","n/e"
"03.11.2022 10:00 - 03.11.2022 11:00","4837","5089","n/e","n/e","475","n/e"
"03.11.2022 11:00 - 03.11.2022 12:00","5249","5521","n/e","n/e","695","n/e"
"03.11.2022 12:00 - 03.11.2022 13:00","5194","5499","n/e","n/e","1007","n/e"
"03.11.2022 13:00 - 03.11.2022 14:00","4737","5018","n/e","n/e","1284","n/e"
"03.11.2022 14:00 - 03.11.2022 15:00","3744","3887","n/e","n/e","1645","n/e"
"03.11.2022 15:00 - 03.11.2022 16:00","2159","2264","n/e","n/e","1928","n/e"
"03.11.2022 16:00 - 03.11.2022 17:00","596","632","n/e","n/e","1885","n/e"
"03.11.2022 17:00 - 03.11.2022 18:00","4","5","n/e","n/e","1794","n/e"
"03.11.2022 18:00 - 03.11.2022 19:00","0","0","n/e","n/e","1804","n/e"
"03.11.2022 19:00 - 03.11.2022 20:00","0","0","n/e","n/e","1910","n/e"
"03.11.2022 20:00 - 03.11.2022 21:00","0","0","n/e","n/e","2331","n/e"
"03.11.2022 21:00 - 03.11.2022 22:00","0","0","n/e","n/e","2457","n/e"
"03.11.2022 22:00 - 03.11.2022 23:00","0","0","n/e","n/e","2548","n/e"
"03.11.2022 23:00 - 04.11.2022 00:00","0","0","n/e","n/e","2687","n/e"
"04.11.2022 00:00 - 04.11.2022 01:00","0","0","n/e","n/e","2801","n/e"
"04.11.2022 01:00 - 04.11.2022 02:00","0","0","n/e","n/e","3035","n/e"
"04.11.2022 02:00 - 04.11.2022 03:00","0","0","n/e","n/e","3239","n/e"
"04.11.2022 03:00 - 04.11.2022 04:00","0","0","n/e","n/e","3459","n/e"
"04.11.2022 04:00 - 04.11.2022 05:00","0","0","n/e","n/e","3568","n/e"
"04.11.2022 05:00 - 04.11.2022 06:00","0","0","n/e","n/e","3614","n/e"
"04.11.2022 06:00 - 04.11.2022 07:00","7","7","n/e","n/e","3618","n/e"
"04.11.2022 07:00 - 04.11.2022 08:00","427","420","n/e","n/e","3758","n/e"
"04.11.2022 08:00 - 04.11.2022 09:00","1403","1426","n/e","n/e","3851","n/e"
"04.11.2022 09:00 - 04.11.2022 10:00","2559","2673","n/e","n/e","4259","n/e"
"04.11.2022 10:00 - 04.11.2022 11:00","3562","3786","n/e","n/e","4822","n/e"
"04.11.2022 11:00 - 04.11.2022 12:00","4199","4619","n/e","n/e","4889","n/e"
"04.11.2022 12:00 - 04.11.2022 13:00","4541","4790","n/e","n/e","5049","n/e"
"04.11.2022 13:00 - 04.11.2022 14:00","4260","4495","n/e","n/e","5298","n/e"
"04.11.2022 14:00 - 04.11.2022 15:00","3231","3371","n/e","n/e","5305","n/e"
"04.11.2022 15:00 - 04.11.2022 16:00","1747","1799","n/e","n/e","5144","n/e"
"04.11.2022 16:00 - 04.11.2022 17:00","497","498","n/e","n/e","4798","n/e"
"04.11.2022 17:00 - 04.11.2022 18:00","4","4","n/e","n/e","4574","n/e"
"04.11.2022 18:00 - 04.11.2022 19:00","0","0","n/e","n/e","4050","n/e"
"04.11.2022 19:00 - 04.11.2022 20:00","0","0","n/e","n/e","3519","n/e"
"04.11.2022 20:00 - 04.11.2022 21:00","0","0","n/e","n/e","3177","n/e"
"04.11.2022 21:00 - 04.11.2022 22:00","0","0","n/e","n/e","3144","n/e"
"04.11.2022 22:00 - 04.11.2022 23:00","0","0","n/e","n/e","2907","n/e"
"04.11.2022 23:00 - 05.11.2022 00:00","0","0","n/e","n/e","2205","n/e"
"05.11.2022 00:00 - 05.11.2022 01:00","0","0","n/e","n/e","2960","n/e"
"05.11.2022 01:00 - 05.11.2022 02:00","0","0","n/e","n/e","2763","n/e"
"05.11.2022 02:00 - 05.11.2022 03:00","0","0","n/e","n/e","2804","n/e"
"05.11.2022 03:00 - 05.11.2022 04:00","0","0","n/e","n/e","2819","n/e"
"05.11.2022 04:00 - 05.11.2022 05:00","0","0","n/e","n/e","2338","n/e"
"05.11.2022 05:00 - 05.11.2022 06:00","0","0","n/e","n/e","1857","n/e"
"05.11.2022 06:00 - 05.11.2022 07:00","1","1","n/e","n/e","1884","n/e"
"05.11.2022 07:00 - 05.11.2022 08:00","308","308","n/e","n/e","1768","n/e"
"05.11.2022 08:00 - 05.11.2022 09:00","1485","1438","n/e","n/e","1734","n/e"
"05.11.2022 09:00 - 05.11.2022 10:00","3139","3229","n/e","n/e","1924","n/e"
"05.11.2022 10:00 - 05.11.2022 11:00","4425","4524","n/e","n/e","2624","n/e"
"05.11.2022 11:00 - 05.11.2022 12:00","5243","5333","n/e","n/e","3558","n/e"
"05.11.2022 12:00 - 05.11.2022 13:00","5348","5452","n/e","n/e","4181","n/e"
"05.11.2022 13:00 - 05.11.2022 14:00","4925","4927","n/e","n/e","4469","n/e"
"05.11.2022 14:00 - 05.11.2022 15:00","3902","3919","n/e","n/e","4701","n/e"
"05.11.2022 15:00 - 05.11.2022 16:00","2138","2141","n/e","n/e","4705","n/e"
"05.11.2022 16:00 - 05.11.2022 17:00","565","556","n/e","n/e","4433","n/e"
"05.11.2022 17:00 - 05.11.2022 18:00","3","3","n/e","n/e","4398","n/e"
"05.11.2022 18:00 - 05.11.2022 19:00","0","0","n/e","n/e","4568","n/e"
"05.11.2022 19:00 - 05.11.2022 20:00","0","0","n/e","n/e","4657","n/e"
"05.11.2022 20:00 - 05.11.2022 21:00","0","0","n/e","n/e","4704","n/e"
"05.11.2022 21:00 - 05.11.2022 22:00","0","0","n/e","n/e","4611","n/e"
"05.11.2022 22:00 - 05.11.2022 23:00","0","0","n/e","n/e","4364","n/e"
"05.11.2022 23:00 - 06.11.2022 00:00","0","0","n/e","n/e","4446","n/e"
"06.11.2022 00:00 - 06.11.2022 01:00","0","0","n/e","n/e","4926","n/e"
"06.11.2022 01:00 - 06.11.2022 02:00","0","0","n/e","n/e","4958","n/e"
"06.11.2022 02:00 - 06.11.2022 03:00","0","0","n/e","n/e","4507","n/e"
"06.11.2022 03:00 - 06.11.2022 04:00","0","0","n/e","n/e","4460","n/e"
"06.11.2022 04:00 - 06.11.2022 05:00","0","0","n/e","n/e","4315","n/e"
"06.11.2022 05:00 - 06.11.2022 06:00","0","0","n/e","n/e","4003","n/e"
"06.11.2022 06:00 - 06.11.2022 07:00","2","2","n/e","n/e","4027","n/e"
"06.11.2022 07:00 - 06.11.2022 08:00","456","460","n/e","n/e","4121","n/e"
"06.11.2022 08:00 - 06.11.2022 09:00","2136","2085","n/e","n/e","4172","n/e"
"06.11.2022 09:00 - 06.11.2022 10:00","4251","4260","n/e","n/e","4283","n/e"
"06.11.2022 10:00 - 06.11.2022 11:00","5740","5735","n/e","n/e","4351","n/e"
"06.11.2022 11:00 - 06.11.2022 12:00","6412","6593","n/e","n/e","4559","n/e"
"06.11.2022 12:00 - 06.11.2022 13:00","6451","6691","n/e","n/e","4859","n/e"
"06.11.2022 13:00 - 06.11.2022 14:00","5839","5929","n/e","n/e","4785","n/e"
"06.11.2022 14:00 - 06.11.2022 15:00","4542","4627","n/e","n/e","4533","n/e"
"06.11.2022 15:00 - 06.11.2022 16:00","2525","2485","n/e","n/e","4325","n/e"
"06.11.2022 16:00 - 06.11.2022 17:00","653","619","n/e","n/e","3984","n/e"
"06.11.2022 17:00 - 06.11.2022 18:00","4","3","n/e","n/e","3549","n/e"
"06.11.2022 18:00 - 06.11.2022 19:00","0","0","n/e","n/e","3081","n/e"
"06.11.2022 19:00 - 06.11.2022 20:00","0","0","n/e","n/e","2594","n/e"
"06.11.2022 20:00 - 06.11.2022 21:00","0","0","n/e","n/e","2257","n/e"
"06.11.2022 21:00 - 06.11.2022 22:00","0","0","n/e","n/e","2005","n/e"
"06.11.2022 22:00 - 06.11.2022 23:00","0","0","n/e","n/e","1705","n/e"
"06.11.2022 23:00 - 07.11.2022 00:00","0","0","n/e","n/e","1611","n/e"
"07.11.2022 00:00 - 07.11.2022 01:00","0","0","n/e","n/e","1331","n/e"
"07.11.2022 01:00 - 07.11.2022 02:00","0","0","n/e","n/e","1152","n/e"
"07.11.2022 02:00 - 07.11.2022 03:00","0","0","n/e","n/e","1024","n/e"
"07.11.2022 03:00 - 07.11.2022 04:00","0","0","n/e","n/e","981","n/e"
"07.11.2022 04:00 - 07.11.2022 05:00","0","0","n/e","n/e","917","n/e"
"07.11.2022 05:00 - 07.11.2022 06:00","0","0","n/e","n/e","893","n/e"
