"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"12.01.2022 19:00 - 12.01.2022 20:00","0","0","n/e","n/e","4612","n/e"
"12.01.2022 20:00 - 12.01.2022 21:00","0","0","n/e","n/e","4571","n/e"
"12.01.2022 21:00 - 12.01.2022 22:00","0","0","n/e","n/e","4603","n/e"
"12.01.2022 22:00 - 12.01.2022 23:00","0","0","n/e","n/e","4529","n/e"
"12.01.2022 23:00 - 13.01.2022 00:00","0","0","n/e","n/e","4348","n/e"
"13.01.2022 00:00 - 13.01.2022 01:00","0","0","n/e","n/e","4528","n/e"
"13.01.2022 01:00 - 13.01.2022 02:00","0","0","n/e","n/e","4506","n/e"
"13.01.2022 02:00 - 13.01.2022 03:00","0","0","n/e","n/e","4501","n/e"
"13.01.2022 03:00 - 13.01.2022 04:00","0","0","n/e","n/e","4420","n/e"
"13.01.2022 04:00 - 13.01.2022 05:00","0","0","n/e","n/e","4302","n/e"
"13.01.2022 05:00 - 13.01.2022 06:00","0","0","n/e","n/e","4218","n/e"
"13.01.2022 06:00 - 13.01.2022 07:00","0","0","n/e","n/e","4167","n/e"
"13.01.2022 07:00 - 13.01.2022 08:00","58","58","n/e","n/e","4095","n/e"
"13.01.2022 08:00 - 13.01.2022 09:00","1330","1329","n/e","n/e","4077","n/e"
"13.01.2022 09:00 - 13.01.2022 10:00","3790","3788","n/e","n/e","4215","n/e"
"13.01.2022 10:00 - 13.01.2022 11:00","5955","5953","n/e","n/e","4374","n/e"
"13.01.2022 11:00 - 13.01.2022 12:00","7228","7228","n/e","n/e","4413","n/e"
"13.01.2022 12:00 - 13.01.2022 13:00","7589","7589","n/e","n/e","4465","n/e"
"13.01.2022 13:00 - 13.01.2022 14:00","7134","7135","n/e","n/e","4513","n/e"
"13.01.2022 14:00 - 13.01.2022 15:00","5706","5707","n/e","n/e","4549","n/e"
"13.01.2022 15:00 - 13.01.2022 16:00","3315","3316","n/e","n/e","4454","n/e"
"13.01.2022 16:00 - 13.01.2022 17:00","850","849","n/e","n/e","4237","n/e"
"13.01.2022 17:00 - 13.01.2022 18:00","0","0","n/e","n/e","4038","n/e"
"13.01.2022 18:00 - 13.01.2022 19:00","0","0","n/e","n/e","3926","n/e"
"13.01.2022 19:00 - 13.01.2022 20:00","0","0","n/e","n/e","3689","n/e"
"13.01.2022 20:00 - 13.01.2022 21:00","0","0","n/e","n/e","3604","n/e"
"13.01.2022 21:00 - 13.01.2022 22:00","0","0","n/e","n/e","3522","n/e"
"13.01.2022 22:00 - 13.01.2022 23:00","0","0","n/e","n/e","3363","n/e"
"13.01.2022 23:00 - 14.01.2022 00:00","0","0","n/e","n/e","3251","n/e"
"14.01.2022 00:00 - 14.01.2022 01:00","0","0","n/e","n/e","3371","n/e"
"14.01.2022 01:00 - 14.01.2022 02:00","0","0","n/e","n/e","3269","n/e"
"14.01.2022 02:00 - 14.01.2022 03:00","0","0","n/e","n/e","3132","n/e"
"14.01.2022 03:00 - 14.01.2022 04:00","0","0","n/e","n/e","3002","n/e"
"14.01.2022 04:00 - 14.01.2022 05:00","0","0","n/e","n/e","2921","n/e"
"14.01.2022 05:00 - 14.01.2022 06:00","0","0","n/e","n/e","2721","n/e"
"14.01.2022 06:00 - 14.01.2022 07:00","0","0","n/e","n/e","2624","n/e"
"14.01.2022 07:00 - 14.01.2022 08:00","73","73","n/e","n/e","2446","n/e"
"14.01.2022 08:00 - 14.01.2022 09:00","1428","1428","n/e","n/e","2104","n/e"
"14.01.2022 09:00 - 14.01.2022 10:00","4006","4006","n/e","n/e","1767","n/e"
"14.01.2022 10:00 - 14.01.2022 11:00","6229","6229","n/e","n/e","1598","n/e"
"14.01.2022 11:00 - 14.01.2022 12:00","7480","7480","n/e","n/e","1689","n/e"
"14.01.2022 12:00 - 14.01.2022 13:00","7790","7790","n/e","n/e","1743","n/e"
"14.01.2022 13:00 - 14.01.2022 14:00","7285","7285","n/e","n/e","1812","n/e"
"14.01.2022 14:00 - 14.01.2022 15:00","5800","5800","n/e","n/e","1804","n/e"
"14.01.2022 15:00 - 14.01.2022 16:00","3370","3370","n/e","n/e","1821","n/e"
"14.01.2022 16:00 - 14.01.2022 17:00","923","923","n/e","n/e","1901","n/e"
"14.01.2022 17:00 - 14.01.2022 18:00","0","0","n/e","n/e","2089","n/e"
"14.01.2022 18:00 - 14.01.2022 19:00","0","0","n/e","n/e","2293","n/e"
"14.01.2022 19:00 - 14.01.2022 20:00","0","0","n/e","n/e","2437","n/e"
"14.01.2022 20:00 - 14.01.2022 21:00","0","0","n/e","n/e","2414","n/e"
"14.01.2022 21:00 - 14.01.2022 22:00","0","0","n/e","n/e","2441","n/e"
"14.01.2022 22:00 - 14.01.2022 23:00","0","0","n/e","n/e","2513","n/e"
"14.01.2022 23:00 - 15.01.2022 00:00","0","0","n/e","n/e","2573","n/e"
"15.01.2022 00:00 - 15.01.2022 01:00","0","0","n/e","n/e","2698","n/e"
"15.01.2022 01:00 - 15.01.2022 02:00","0","0","n/e","n/e","2734","n/e"
"15.01.2022 02:00 - 15.01.2022 03:00","0","0","n/e","n/e","2867","n/e"
"15.01.2022 03:00 - 15.01.2022 04:00","0","0","n/e","n/e","3002","n/e"
"15.01.2022 04:00 - 15.01.2022 05:00","0","0","n/e","n/e","3146","n/e"
"15.01.2022 05:00 - 15.01.2022 06:00","0","0","n/e","n/e","3168","n/e"
"15.01.2022 06:00 - 15.01.2022 07:00","0","0","n/e","n/e","3162","n/e"
"15.01.2022 07:00 - 15.01.2022 08:00","46","46","n/e","n/e","3212","n/e"
"15.01.2022 08:00 - 15.01.2022 09:00","1144","1131","n/e","n/e","2993","n/e"
"15.01.2022 09:00 - 15.01.2022 10:00","3344","3328","n/e","n/e","2720","n/e"
"15.01.2022 10:00 - 15.01.2022 11:00","5321","5317","n/e","n/e","2528","n/e"
"15.01.2022 11:00 - 15.01.2022 12:00","6612","6592","n/e","n/e","2477","n/e"
"15.01.2022 12:00 - 15.01.2022 13:00","6930","6937","n/e","n/e","2442","n/e"
"15.01.2022 13:00 - 15.01.2022 14:00","6458","6416","n/e","n/e","2415","n/e"
"15.01.2022 14:00 - 15.01.2022 15:00","4921","4795","n/e","n/e","2348","n/e"
"15.01.2022 15:00 - 15.01.2022 16:00","2692","2550","n/e","n/e","2247","n/e"
"15.01.2022 16:00 - 15.01.2022 17:00","777","745","n/e","n/e","2042","n/e"
"15.01.2022 17:00 - 15.01.2022 18:00","9","9","n/e","n/e","2152","n/e"
"15.01.2022 18:00 - 15.01.2022 19:00","0","0","n/e","n/e","2191","n/e"
"15.01.2022 19:00 - 15.01.2022 20:00","0","0","n/e","n/e","2198","n/e"
"15.01.2022 20:00 - 15.01.2022 21:00","0","0","n/e","n/e","2080","n/e"
"15.01.2022 21:00 - 15.01.2022 22:00","0","0","n/e","n/e","1953","n/e"
"15.01.2022 22:00 - 15.01.2022 23:00","0","0","n/e","n/e","1724","n/e"
"15.01.2022 23:00 - 16.01.2022 00:00","0","0","n/e","n/e","1521","n/e"
"16.01.2022 00:00 - 16.01.2022 01:00","0","0","n/e","n/e","1285","n/e"
"16.01.2022 01:00 - 16.01.2022 02:00","0","0","n/e","n/e","1076","n/e"
"16.01.2022 02:00 - 16.01.2022 03:00","0","0","n/e","n/e","907","n/e"
"16.01.2022 03:00 - 16.01.2022 04:00","0","0","n/e","n/e","799","n/e"
"16.01.2022 04:00 - 16.01.2022 05:00","0","0","n/e","n/e","718","n/e"
"16.01.2022 05:00 - 16.01.2022 06:00","0","0","n/e","n/e","628","n/e"
"16.01.2022 06:00 - 16.01.2022 07:00","0","0","n/e","n/e","530","n/e"
"16.01.2022 07:00 - 16.01.2022 08:00","89","89","n/e","n/e","434","n/e"
"16.01.2022 08:00 - 16.01.2022 09:00","1406","1098","n/e","n/e","330","n/e"
"16.01.2022 09:00 - 16.01.2022 10:00","3730","3297","n/e","n/e","267","n/e"
"16.01.2022 10:00 - 16.01.2022 11:00","5752","5174","n/e","n/e","222","n/e"
"16.01.2022 11:00 - 16.01.2022 12:00","6981","6322","n/e","n/e","240","n/e"
"16.01.2022 12:00 - 16.01.2022 13:00","7388","6676","n/e","n/e","310","n/e"
"16.01.2022 13:00 - 16.01.2022 14:00","7022","6308","n/e","n/e","404","n/e"
"16.01.2022 14:00 - 16.01.2022 15:00","5705","4843","n/e","n/e","526","n/e"
"16.01.2022 15:00 - 16.01.2022 16:00","3395","2659","n/e","n/e","648","n/e"
"16.01.2022 16:00 - 16.01.2022 17:00","971","811","n/e","n/e","770","n/e"
"16.01.2022 17:00 - 16.01.2022 18:00","0","11","n/e","n/e","868","n/e"
"16.01.2022 18:00 - 16.01.2022 19:00","0","0","n/e","n/e","1006","n/e"
"16.01.2022 19:00 - 16.01.2022 20:00","0","0","n/e","n/e","1171","n/e"
"16.01.2022 20:00 - 16.01.2022 21:00","0","0","n/e","n/e","1333","n/e"
"16.01.2022 21:00 - 16.01.2022 22:00","0","0","n/e","n/e","1520","n/e"
"16.01.2022 22:00 - 16.01.2022 23:00","0","0","n/e","n/e","1783","n/e"
"16.01.2022 23:00 - 17.01.2022 00:00","0","0","n/e","n/e","1782","n/e"
"17.01.2022 00:00 - 17.01.2022 01:00","0","0","n/e","n/e","1873","n/e"
"17.01.2022 01:00 - 17.01.2022 02:00","0","0","n/e","n/e","1942","n/e"
"17.01.2022 02:00 - 17.01.2022 03:00","0","0","n/e","n/e","1883","n/e"
"17.01.2022 03:00 - 17.01.2022 04:00","0","0","n/e","n/e","1797","n/e"
"17.01.2022 04:00 - 17.01.2022 05:00","0","0","n/e","n/e","1772","n/e"
"17.01.2022 05:00 - 17.01.2022 06:00","0","0","n/e","n/e","1672","n/e"
"17.01.2022 06:00 - 17.01.2022 07:00","0","0","n/e","n/e","1594","n/e"
"17.01.2022 07:00 - 17.01.2022 08:00","58","58","n/e","n/e","1566","n/e"
"17.01.2022 08:00 - 17.01.2022 09:00","1179","1158","n/e","n/e","1510","n/e"
"17.01.2022 09:00 - 17.01.2022 10:00","3347","3320","n/e","n/e","1412","n/e"
"17.01.2022 10:00 - 17.01.2022 11:00","5299","5295","n/e","n/e","1371","n/e"
"17.01.2022 11:00 - 17.01.2022 12:00","6490","6523","n/e","n/e","1605","n/e"
"17.01.2022 12:00 - 17.01.2022 13:00","6918","6965","n/e","n/e","1789","n/e"
"17.01.2022 13:00 - 17.01.2022 14:00","6636","6667","n/e","n/e","1957","n/e"
"17.01.2022 14:00 - 17.01.2022 15:00","5430","5441","n/e","n/e","1941","n/e"
"17.01.2022 15:00 - 17.01.2022 16:00","3276","3278","n/e","n/e","1909","n/e"
"17.01.2022 16:00 - 17.01.2022 17:00","973","972","n/e","n/e","1838","n/e"
"17.01.2022 17:00 - 17.01.2022 18:00","0","0","n/e","n/e","1797","n/e"
"17.01.2022 18:00 - 17.01.2022 19:00","0","0","n/e","n/e","1748","n/e"
"17.01.2022 19:00 - 17.01.2022 20:00","0","0","n/e","n/e","1625","n/e"
"17.01.2022 20:00 - 17.01.2022 21:00","0","0","n/e","n/e","1516","n/e"
"17.01.2022 21:00 - 17.01.2022 22:00","0","0","n/e","n/e","1523","n/e"
"17.01.2022 22:00 - 17.01.2022 23:00","0","0","n/e","n/e","1496","n/e"
"17.01.2022 23:00 - 18.01.2022 00:00","0","0","n/e","n/e","1485","n/e"
"18.01.2022 00:00 - 18.01.2022 01:00","0","0","n/e","n/e","1502","n/e"
"18.01.2022 01:00 - 18.01.2022 02:00","0","0","n/e","n/e","1422","n/e"
"18.01.2022 02:00 - 18.01.2022 03:00","0","0","n/e","n/e","1430","n/e"
"18.01.2022 03:00 - 18.01.2022 04:00","0","0","n/e","n/e","1482","n/e"
"18.01.2022 04:00 - 18.01.2022 05:00","0","0","n/e","n/e","1533","n/e"
"18.01.2022 05:00 - 18.01.2022 06:00","0","0","n/e","n/e","1550","n/e"
"18.01.2022 06:00 - 18.01.2022 07:00","0","0","n/e","n/e","1596","n/e"
"18.01.2022 07:00 - 18.01.2022 08:00","80","80","n/e","n/e","1657","n/e"
"18.01.2022 08:00 - 18.01.2022 09:00","1363","1364","n/e","n/e","1464","n/e"
"18.01.2022 09:00 - 18.01.2022 10:00","3689","3690","n/e","n/e","1202","n/e"
"18.01.2022 10:00 - 18.01.2022 11:00","5713","5714","n/e","n/e","1116","n/e"
"18.01.2022 11:00 - 18.01.2022 12:00","6933","6934","n/e","n/e","1295","n/e"
"18.01.2022 12:00 - 18.01.2022 13:00","7332","7333","n/e","n/e","1477","n/e"
"18.01.2022 13:00 - 18.01.2022 14:00","6987","6988","n/e","n/e","1686","n/e"
"18.01.2022 14:00 - 18.01.2022 15:00","5681","5681","n/e","n/e","1711","n/e"
"18.01.2022 15:00 - 18.01.2022 16:00","3420","3421","n/e","n/e","1686","n/e"
"18.01.2022 16:00 - 18.01.2022 17:00","1036","1036","n/e","n/e","1637","n/e"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","n/e","n/e","1610","n/e"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","n/e","n/e","1592","n/e"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","n/e","n/e","1579","n/e"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","n/e","n/e","1599","n/e"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","n/e","n/e","1635","n/e"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","n/e","n/e","1701","n/e"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","n/e","n/e","1663","n/e"
"19.01.2022 00:00 - 19.01.2022 01:00","0","0","n/e","n/e","1380","n/e"
"19.01.2022 01:00 - 19.01.2022 02:00","0","0","n/e","n/e","1409","n/e"
"19.01.2022 02:00 - 19.01.2022 03:00","0","0","n/e","n/e","1403","n/e"
"19.01.2022 03:00 - 19.01.2022 04:00","0","0","n/e","n/e","1405","n/e"
"19.01.2022 04:00 - 19.01.2022 05:00","0","0","n/e","n/e","1402","n/e"
"19.01.2022 05:00 - 19.01.2022 06:00","0","0","n/e","n/e","1276","n/e"
"19.01.2022 06:00 - 19.01.2022 07:00","0","0","n/e","n/e","1148","n/e"
"19.01.2022 07:00 - 19.01.2022 08:00","49","49","n/e","n/e","1026","n/e"
"19.01.2022 08:00 - 19.01.2022 09:00","1083","1068","n/e","n/e","757","n/e"
"19.01.2022 09:00 - 19.01.2022 10:00","3199","3157","n/e","n/e","507","n/e"
"19.01.2022 10:00 - 19.01.2022 11:00","4799","4745","n/e","n/e","363","n/e"
"19.01.2022 11:00 - 19.01.2022 12:00","5768","5834","n/e","n/e","292","n/e"
"19.01.2022 12:00 - 19.01.2022 13:00","6053","6067","n/e","n/e","245","n/e"
"19.01.2022 13:00 - 19.01.2022 14:00","5716","5687","n/e","n/e","243","n/e"
"19.01.2022 14:00 - 19.01.2022 15:00","4499","4571","n/e","n/e","238","n/e"
"19.01.2022 15:00 - 19.01.2022 16:00","2558","2566","n/e","n/e","248","n/e"
"19.01.2022 16:00 - 19.01.2022 17:00","795","782","n/e","n/e","291","n/e"
"19.01.2022 17:00 - 19.01.2022 18:00","6","6","n/e","n/e","348","n/e"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","n/e","n/e","457","n/e"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","n/e","n/e","623","n/e"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","n/e","n/e","810","n/e"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","n/e","n/e","1044","n/e"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","n/e","n/e","1342","n/e"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","n/e","n/e","1880","n/e"
"20.01.2022 00:00 - 20.01.2022 01:00","0","0","n/e","n/e","1982","n/e"
"20.01.2022 01:00 - 20.01.2022 02:00","0","0","n/e","n/e","2355","n/e"
"20.01.2022 02:00 - 20.01.2022 03:00","0","0","n/e","n/e","2470","n/e"
"20.01.2022 03:00 - 20.01.2022 04:00","0","0","n/e","n/e","2550","n/e"
"20.01.2022 04:00 - 20.01.2022 05:00","0","0","n/e","n/e","2619","n/e"
"20.01.2022 05:00 - 20.01.2022 06:00","0","0","n/e","n/e","2608","n/e"
"20.01.2022 06:00 - 20.01.2022 07:00","0","0","n/e","n/e","2590","n/e"
"20.01.2022 07:00 - 20.01.2022 08:00","72","72","n/e","n/e","2294","n/e"
"20.01.2022 08:00 - 20.01.2022 09:00","909","904","n/e","n/e","2159","n/e"
"20.01.2022 09:00 - 20.01.2022 10:00","2317","2291","n/e","n/e","2029","n/e"
"20.01.2022 10:00 - 20.01.2022 11:00","3578","3519","n/e","n/e","2111","n/e"
"20.01.2022 11:00 - 20.01.2022 12:00","4346","4242","n/e","n/e","2518","n/e"
"20.01.2022 12:00 - 20.01.2022 13:00","4617","4477","n/e","n/e","3177","n/e"
"20.01.2022 13:00 - 20.01.2022 14:00","4418","4274","n/e","n/e","3687","n/e"
"20.01.2022 14:00 - 20.01.2022 15:00","3647","3534","n/e","n/e","3513","n/e"
"20.01.2022 15:00 - 20.01.2022 16:00","2235","2179","n/e","n/e","3338","n/e"
"20.01.2022 16:00 - 20.01.2022 17:00","669","656","n/e","n/e","3118","n/e"
"20.01.2022 17:00 - 20.01.2022 18:00","0","0","n/e","n/e","2937","n/e"
"20.01.2022 18:00 - 20.01.2022 19:00","0","0","n/e","n/e","2862","n/e"
"20.01.2022 19:00 - 20.01.2022 20:00","0","0","n/e","n/e","2771","n/e"
"20.01.2022 20:00 - 20.01.2022 21:00","0","0","n/e","n/e","2644","n/e"
"20.01.2022 21:00 - 20.01.2022 22:00","0","0","n/e","n/e","2589","n/e"
"20.01.2022 22:00 - 20.01.2022 23:00","0","0","n/e","n/e","2534","n/e"
"20.01.2022 23:00 - 21.01.2022 00:00","0","0","n/e","n/e","2420","n/e"
"21.01.2022 00:00 - 21.01.2022 01:00","0","0","n/e","n/e","1878","n/e"
"21.01.2022 01:00 - 21.01.2022 02:00","0","0","n/e","n/e","1751","n/e"
"21.01.2022 02:00 - 21.01.2022 03:00","0","0","n/e","n/e","1689","n/e"
"21.01.2022 03:00 - 21.01.2022 04:00","0","0","n/e","n/e","1765","n/e"
"21.01.2022 04:00 - 21.01.2022 05:00","0","0","n/e","n/e","1868","n/e"
"21.01.2022 05:00 - 21.01.2022 06:00","0","0","n/e","n/e","1828","n/e"
"21.01.2022 06:00 - 21.01.2022 07:00","0","0","n/e","n/e","1835","n/e"
"21.01.2022 07:00 - 21.01.2022 08:00","43","43","n/e","n/e","1739","n/e"
"21.01.2022 08:00 - 21.01.2022 09:00","835","706","n/e","n/e","1759","n/e"
"21.01.2022 09:00 - 21.01.2022 10:00","2324","2067","n/e","n/e","1876","n/e"
"21.01.2022 10:00 - 21.01.2022 11:00","3687","3262","n/e","n/e","2194","n/e"
"21.01.2022 11:00 - 21.01.2022 12:00","4591","4217","n/e","n/e","2538","n/e"
"21.01.2022 12:00 - 21.01.2022 13:00","4956","4553","n/e","n/e","3053","n/e"
"21.01.2022 13:00 - 21.01.2022 14:00","4727","4288","n/e","n/e","3486","n/e"
"21.01.2022 14:00 - 21.01.2022 15:00","3864","3313","n/e","n/e","3604","n/e"
"21.01.2022 15:00 - 21.01.2022 16:00","2375","1854","n/e","n/e","3525","n/e"
"21.01.2022 16:00 - 21.01.2022 17:00","786","593","n/e","n/e","3365","n/e"
"21.01.2022 17:00 - 21.01.2022 18:00","0","3","n/e","n/e","3141","n/e"
"21.01.2022 18:00 - 21.01.2022 19:00","0","0","n/e","n/e","3046","n/e"
"21.01.2022 19:00 - 21.01.2022 20:00","0","0","n/e","n/e","3008","n/e"
"21.01.2022 20:00 - 21.01.2022 21:00","0","0","n/e","n/e","3023","n/e"
"21.01.2022 21:00 - 21.01.2022 22:00","0","0","n/e","n/e","3119","n/e"
"21.01.2022 22:00 - 21.01.2022 23:00","0","0","n/e","n/e","3295","n/e"
"21.01.2022 23:00 - 22.01.2022 00:00","0","0","n/e","n/e","3355","n/e"
"22.01.2022 00:00 - 22.01.2022 01:00","0","0","n/e","n/e","3714","n/e"
"22.01.2022 01:00 - 22.01.2022 02:00","0","0","n/e","n/e","3693","n/e"
"22.01.2022 02:00 - 22.01.2022 03:00","0","0","n/e","n/e","3572","n/e"
"22.01.2022 03:00 - 22.01.2022 04:00","0","0","n/e","n/e","3305","n/e"
"22.01.2022 04:00 - 22.01.2022 05:00","0","0","n/e","n/e","2952","n/e"
"22.01.2022 05:00 - 22.01.2022 06:00","0","0","n/e","n/e","2664","n/e"
"22.01.2022 06:00 - 22.01.2022 07:00","0","0","n/e","n/e","2317","n/e"
"22.01.2022 07:00 - 22.01.2022 08:00","61","48","n/e","n/e","2117","n/e"
"22.01.2022 08:00 - 22.01.2022 09:00","1344","1134","n/e","n/e","1766","n/e"
"22.01.2022 09:00 - 22.01.2022 10:00","3655","3345","n/e","n/e","1506","n/e"
"22.01.2022 10:00 - 22.01.2022 11:00","5712","5222","n/e","n/e","1387","n/e"
"22.01.2022 11:00 - 22.01.2022 12:00","6989","6524","n/e","n/e","1265","n/e"
"22.01.2022 12:00 - 22.01.2022 13:00","7449","6886","n/e","n/e","1239","n/e"
"22.01.2022 13:00 - 22.01.2022 14:00","7121","6392","n/e","n/e","1268","n/e"
"22.01.2022 14:00 - 22.01.2022 15:00","5790","5078","n/e","n/e","1307","n/e"
"22.01.2022 15:00 - 22.01.2022 16:00","3620","2954","n/e","n/e","1303","n/e"
"22.01.2022 16:00 - 22.01.2022 17:00","1237","939","n/e","n/e","1315","n/e"
"22.01.2022 17:00 - 22.01.2022 18:00","0","12","n/e","n/e","1408","n/e"
"22.01.2022 18:00 - 22.01.2022 19:00","0","0","n/e","n/e","1606","n/e"
"22.01.2022 19:00 - 22.01.2022 20:00","0","0","n/e","n/e","1920","n/e"
"22.01.2022 20:00 - 22.01.2022 21:00","0","0","n/e","n/e","2175","n/e"
"22.01.2022 21:00 - 22.01.2022 22:00","0","0","n/e","n/e","2372","n/e"
"22.01.2022 22:00 - 22.01.2022 23:00","0","0","n/e","n/e","2663","n/e"
"22.01.2022 23:00 - 23.01.2022 00:00","0","0","n/e","n/e","2611","n/e"
"23.01.2022 00:00 - 23.01.2022 01:00","0","0","n/e","n/e","3063","n/e"
"23.01.2022 01:00 - 23.01.2022 02:00","0","0","n/e","n/e","3021","n/e"
"23.01.2022 02:00 - 23.01.2022 03:00","0","0","n/e","n/e","2934","n/e"
"23.01.2022 03:00 - 23.01.2022 04:00","0","0","n/e","n/e","2691","n/e"
"23.01.2022 04:00 - 23.01.2022 05:00","0","0","n/e","n/e","2546","n/e"
"23.01.2022 05:00 - 23.01.2022 06:00","0","0","n/e","n/e","2435","n/e"
"23.01.2022 06:00 - 23.01.2022 07:00","0","0","n/e","n/e","2323","n/e"
"23.01.2022 07:00 - 23.01.2022 08:00","111","53","n/e","n/e","2251","n/e"
"23.01.2022 08:00 - 23.01.2022 09:00","1542","1201","n/e","n/e","2230","n/e"
"23.01.2022 09:00 - 23.01.2022 10:00","3872","3383","n/e","n/e","2188","n/e"
"23.01.2022 10:00 - 23.01.2022 11:00","5799","5329","n/e","n/e","2381","n/e"
"23.01.2022 11:00 - 23.01.2022 12:00","6943","6443","n/e","n/e","2546","n/e"
"23.01.2022 12:00 - 23.01.2022 13:00","7321","6812","n/e","n/e","2697","n/e"
"23.01.2022 13:00 - 23.01.2022 14:00","6934","6375","n/e","n/e","2978","n/e"
"23.01.2022 14:00 - 23.01.2022 15:00","5647","4843","n/e","n/e","2844","n/e"
"23.01.2022 15:00 - 23.01.2022 16:00","3507","2816","n/e","n/e","2687","n/e"
"23.01.2022 16:00 - 23.01.2022 17:00","1206","969","n/e","n/e","2488","n/e"
"23.01.2022 17:00 - 23.01.2022 18:00","0","8","n/e","n/e","2433","n/e"
"23.01.2022 18:00 - 23.01.2022 19:00","0","0","n/e","n/e","2440","n/e"
"23.01.2022 19:00 - 23.01.2022 20:00","0","0","n/e","n/e","2363","n/e"
"23.01.2022 20:00 - 23.01.2022 21:00","0","0","n/e","n/e","2310","n/e"
"23.01.2022 21:00 - 23.01.2022 22:00","0","0","n/e","n/e","2330","n/e"
"23.01.2022 22:00 - 23.01.2022 23:00","0","0","n/e","n/e","2450","n/e"
"23.01.2022 23:00 - 24.01.2022 00:00","0","0","n/e","n/e","2591","n/e"
"24.01.2022 00:00 - 24.01.2022 01:00","0","0","n/e","n/e","2963","n/e"
"24.01.2022 01:00 - 24.01.2022 02:00","0","0","n/e","n/e","3095","n/e"
"24.01.2022 02:00 - 24.01.2022 03:00","0","0","n/e","n/e","3225","n/e"
"24.01.2022 03:00 - 24.01.2022 04:00","0","0","n/e","n/e","3395","n/e"
"24.01.2022 04:00 - 24.01.2022 05:00","0","0","n/e","n/e","3605","n/e"
"24.01.2022 05:00 - 24.01.2022 06:00","0","0","n/e","n/e","3673","n/e"
"24.01.2022 06:00 - 24.01.2022 07:00","0","0","n/e","n/e","3541","n/e"
"24.01.2022 07:00 - 24.01.2022 08:00","48","48","n/e","n/e","3347","n/e"
"24.01.2022 08:00 - 24.01.2022 09:00","924","957","n/e","n/e","3355","n/e"
"24.01.2022 09:00 - 24.01.2022 10:00","2592","2626","n/e","n/e","3413","n/e"
"24.01.2022 10:00 - 24.01.2022 11:00","4113","4232","n/e","n/e","3655","n/e"
"24.01.2022 11:00 - 24.01.2022 12:00","5003","5124","n/e","n/e","3911","n/e"
"24.01.2022 12:00 - 24.01.2022 13:00","5366","5380","n/e","n/e","4130","n/e"
"24.01.2022 13:00 - 24.01.2022 14:00","5046","5076","n/e","n/e","4628","n/e"
"24.01.2022 14:00 - 24.01.2022 15:00","4123","4216","n/e","n/e","4743","n/e"
"24.01.2022 15:00 - 24.01.2022 16:00","2519","2540","n/e","n/e","4679","n/e"
"24.01.2022 16:00 - 24.01.2022 17:00","875","879","n/e","n/e","4531","n/e"
"24.01.2022 17:00 - 24.01.2022 18:00","12","12","n/e","n/e","4097","n/e"
"24.01.2022 18:00 - 24.01.2022 19:00","0","0","n/e","n/e","3667","n/e"
"24.01.2022 19:00 - 24.01.2022 20:00","0","0","n/e","n/e","3234","n/e"
"24.01.2022 20:00 - 24.01.2022 21:00","0","0","n/e","n/e","2854","n/e"
"24.01.2022 21:00 - 24.01.2022 22:00","0","0","n/e","n/e","2519","n/e"
"24.01.2022 22:00 - 24.01.2022 23:00","0","0","n/e","n/e","2332","n/e"
"24.01.2022 23:00 - 25.01.2022 00:00","0","0","n/e","n/e","2198","n/e"
"25.01.2022 00:00 - 25.01.2022 01:00","0","0","n/e","n/e","2254","n/e"
"25.01.2022 01:00 - 25.01.2022 02:00","0","0","n/e","n/e","2037","n/e"
"25.01.2022 02:00 - 25.01.2022 03:00","0","0","n/e","n/e","1950","n/e"
"25.01.2022 03:00 - 25.01.2022 04:00","0","0","n/e","n/e","1891","n/e"
"25.01.2022 04:00 - 25.01.2022 05:00","0","0","n/e","n/e","1873","n/e"
"25.01.2022 05:00 - 25.01.2022 06:00","0","0","n/e","n/e","1827","n/e"
"25.01.2022 06:00 - 25.01.2022 07:00","0","0","n/e","n/e","1768","n/e"
"25.01.2022 07:00 - 25.01.2022 08:00","79","79","n/e","n/e","1684","n/e"
"25.01.2022 08:00 - 25.01.2022 09:00","1306","1317","n/e","n/e","1498","n/e"
"25.01.2022 09:00 - 25.01.2022 10:00","3370","3375","n/e","n/e","1338","n/e"
