"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Luxembourg (LU)","Generation - Solar  [MW] Current / Luxembourg (LU)","Generation - Wind Offshore  [MW] Day Ahead/ Luxembourg (LU)","Generation - Wind Offshore  [MW] Current / Luxembourg (LU)","Generation - Wind Onshore  [MW] Day Ahead/ Luxembourg (LU)","Generation - Wind Onshore  [MW] Current / Luxembourg (LU)"
"10.11.2022 12:15 - 10.11.2022 12:30","88","n/e","n/e","n/e","13","n/e"
"10.11.2022 12:30 - 10.11.2022 12:45","88","n/e","n/e","n/e","13","n/e"
"10.11.2022 12:45 - 10.11.2022 13:00","87","n/e","n/e","n/e","13","n/e"
"10.11.2022 13:00 - 10.11.2022 13:15","86","n/e","n/e","n/e","14","n/e"
"10.11.2022 13:15 - 10.11.2022 13:30","83","n/e","n/e","n/e","14","n/e"
"10.11.2022 13:30 - 10.11.2022 13:45","80","n/e","n/e","n/e","15","n/e"
"10.11.2022 13:45 - 10.11.2022 14:00","76","n/e","n/e","n/e","15","n/e"
"10.11.2022 14:00 - 10.11.2022 14:15","71","n/e","n/e","n/e","15","n/e"
"10.11.2022 14:15 - 10.11.2022 14:30","65","n/e","n/e","n/e","15","n/e"
"10.11.2022 14:30 - 10.11.2022 14:45","59","n/e","n/e","n/e","15","n/e"
"10.11.2022 14:45 - 10.11.2022 15:00","54","n/e","n/e","n/e","15","n/e"
"10.11.2022 15:00 - 10.11.2022 15:15","48","n/e","n/e","n/e","14","n/e"
"10.11.2022 15:15 - 10.11.2022 15:30","42","n/e","n/e","n/e","14","n/e"
"10.11.2022 15:30 - 10.11.2022 15:45","34","n/e","n/e","n/e","14","n/e"
"10.11.2022 15:45 - 10.11.2022 16:00","25","n/e","n/e","n/e","14","n/e"
"10.11.2022 16:00 - 10.11.2022 16:15","18","n/e","n/e","n/e","14","n/e"
"10.11.2022 16:15 - 10.11.2022 16:30","11","n/e","n/e","n/e","14","n/e"
"10.11.2022 16:30 - 10.11.2022 16:45","5","n/e","n/e","n/e","14","n/e"
"10.11.2022 16:45 - 10.11.2022 17:00","1","n/e","n/e","n/e","14","n/e"
"10.11.2022 17:00 - 10.11.2022 17:15","0","n/e","n/e","n/e","17","n/e"
"10.11.2022 17:15 - 10.11.2022 17:30","0","n/e","n/e","n/e","18","n/e"
"10.11.2022 17:30 - 10.11.2022 17:45","0","n/e","n/e","n/e","18","n/e"
"10.11.2022 17:45 - 10.11.2022 18:00","0","n/e","n/e","n/e","19","n/e"
"10.11.2022 18:00 - 10.11.2022 18:15","0","n/e","n/e","n/e","23","n/e"
"10.11.2022 18:15 - 10.11.2022 18:30","0","n/e","n/e","n/e","23","n/e"
"10.11.2022 18:30 - 10.11.2022 18:45","0","n/e","n/e","n/e","23","n/e"
"10.11.2022 18:45 - 10.11.2022 19:00","0","n/e","n/e","n/e","24","n/e"
"10.11.2022 19:00 - 10.11.2022 19:15","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 19:15 - 10.11.2022 19:30","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 19:30 - 10.11.2022 19:45","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 19:45 - 10.11.2022 20:00","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 20:00 - 10.11.2022 20:15","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 20:15 - 10.11.2022 20:30","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 20:30 - 10.11.2022 20:45","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 20:45 - 10.11.2022 21:00","0","n/e","n/e","n/e","26","n/e"
"10.11.2022 21:00 - 10.11.2022 21:15","0","n/e","n/e","n/e","24","n/e"
"10.11.2022 21:15 - 10.11.2022 21:30","0","n/e","n/e","n/e","24","n/e"
"10.11.2022 21:30 - 10.11.2022 21:45","0","n/e","n/e","n/e","24","n/e"
"10.11.2022 21:45 - 10.11.2022 22:00","0","n/e","n/e","n/e","23","n/e"
"10.11.2022 22:00 - 10.11.2022 22:15","0","n/e","n/e","n/e","21","n/e"
"10.11.2022 22:15 - 10.11.2022 22:30","0","n/e","n/e","n/e","21","n/e"
"10.11.2022 22:30 - 10.11.2022 22:45","0","n/e","n/e","n/e","20","n/e"
"10.11.2022 22:45 - 10.11.2022 23:00","0","n/e","n/e","n/e","20","n/e"
"10.11.2022 23:00 - 10.11.2022 23:15","0","n/e","n/e","n/e","19","n/e"
"10.11.2022 23:15 - 10.11.2022 23:30","0","n/e","n/e","n/e","19","n/e"
"10.11.2022 23:30 - 10.11.2022 23:45","0","n/e","n/e","n/e","18","n/e"
"10.11.2022 23:45 - 11.11.2022 00:00","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 00:00 - 11.11.2022 00:15","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 00:15 - 11.11.2022 00:30","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 00:30 - 11.11.2022 00:45","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 00:45 - 11.11.2022 01:00","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 01:00 - 11.11.2022 01:15","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 01:15 - 11.11.2022 01:30","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 01:30 - 11.11.2022 01:45","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 01:45 - 11.11.2022 02:00","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 02:00 - 11.11.2022 02:15","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 02:15 - 11.11.2022 02:30","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 02:30 - 11.11.2022 02:45","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 02:45 - 11.11.2022 03:00","0","n/e","n/e","n/e","15","n/e"
"11.11.2022 03:00 - 11.11.2022 03:15","0","n/e","n/e","n/e","15","n/e"
"11.11.2022 03:15 - 11.11.2022 03:30","0","n/e","n/e","n/e","15","n/e"
"11.11.2022 03:30 - 11.11.2022 03:45","0","n/e","n/e","n/e","14","n/e"
"11.11.2022 03:45 - 11.11.2022 04:00","0","n/e","n/e","n/e","14","n/e"
"11.11.2022 04:00 - 11.11.2022 04:15","0","n/e","n/e","n/e","11","n/e"
"11.11.2022 04:15 - 11.11.2022 04:30","0","n/e","n/e","n/e","11","n/e"
"11.11.2022 04:30 - 11.11.2022 04:45","0","n/e","n/e","n/e","11","n/e"
"11.11.2022 04:45 - 11.11.2022 05:00","0","n/e","n/e","n/e","11","n/e"
"11.11.2022 05:00 - 11.11.2022 05:15","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 05:15 - 11.11.2022 05:30","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 05:30 - 11.11.2022 05:45","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 05:45 - 11.11.2022 06:00","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 06:00 - 11.11.2022 06:15","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 06:15 - 11.11.2022 06:30","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 06:30 - 11.11.2022 06:45","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 06:45 - 11.11.2022 07:00","0","n/e","n/e","n/e","8","n/e"
"11.11.2022 07:00 - 11.11.2022 07:15","0","n/e","n/e","n/e","11","n/e"
"11.11.2022 07:15 - 11.11.2022 07:30","0","n/e","n/e","n/e","12","n/e"
"11.11.2022 07:30 - 11.11.2022 07:45","0","n/e","n/e","n/e","12","n/e"
"11.11.2022 07:45 - 11.11.2022 08:00","1","n/e","n/e","n/e","13","n/e"
"11.11.2022 08:00 - 11.11.2022 08:15","4","n/e","n/e","n/e","16","n/e"
"11.11.2022 08:15 - 11.11.2022 08:30","8","n/e","n/e","n/e","17","n/e"
"11.11.2022 08:30 - 11.11.2022 08:45","13","n/e","n/e","n/e","17","n/e"
"11.11.2022 08:45 - 11.11.2022 09:00","18","n/e","n/e","n/e","18","n/e"
"11.11.2022 09:00 - 11.11.2022 09:15","23","n/e","n/e","n/e","20","n/e"
"11.11.2022 09:15 - 11.11.2022 09:30","29","n/e","n/e","n/e","20","n/e"
"11.11.2022 09:30 - 11.11.2022 09:45","34","n/e","n/e","n/e","19","n/e"
"11.11.2022 09:45 - 11.11.2022 10:00","40","n/e","n/e","n/e","19","n/e"
"11.11.2022 10:00 - 11.11.2022 10:15","45","n/e","n/e","n/e","17","n/e"
"11.11.2022 10:15 - 11.11.2022 10:30","51","n/e","n/e","n/e","17","n/e"
"11.11.2022 10:30 - 11.11.2022 10:45","57","n/e","n/e","n/e","16","n/e"
"11.11.2022 10:45 - 11.11.2022 11:00","63","n/e","n/e","n/e","15","n/e"
"11.11.2022 11:00 - 11.11.2022 11:15","69","n/e","n/e","n/e","12","n/e"
"11.11.2022 11:15 - 11.11.2022 11:30","75","n/e","n/e","n/e","12","n/e"
"11.11.2022 11:30 - 11.11.2022 11:45","81","n/e","n/e","n/e","12","n/e"
"11.11.2022 11:45 - 11.11.2022 12:00","87","n/e","n/e","n/e","12","n/e"
"11.11.2022 12:00 - 11.11.2022 12:15","92","n/e","n/e","n/e","10","n/e"
"11.11.2022 12:15 - 11.11.2022 12:30","96","n/e","n/e","n/e","10","n/e"
"11.11.2022 12:30 - 11.11.2022 12:45","99","n/e","n/e","n/e","9","n/e"
"11.11.2022 12:45 - 11.11.2022 13:00","100","n/e","n/e","n/e","9","n/e"
"11.11.2022 13:00 - 11.11.2022 13:15","100","n/e","n/e","n/e","8","n/e"
"11.11.2022 13:15 - 11.11.2022 13:30","99","n/e","n/e","n/e","8","n/e"
"11.11.2022 13:30 - 11.11.2022 13:45","96","n/e","n/e","n/e","8","n/e"
"11.11.2022 13:45 - 11.11.2022 14:00","92","n/e","n/e","n/e","8","n/e"
"11.11.2022 14:00 - 11.11.2022 14:15","87","n/e","n/e","n/e","7","n/e"
"11.11.2022 14:15 - 11.11.2022 14:30","80","n/e","n/e","n/e","7","n/e"
"11.11.2022 14:30 - 11.11.2022 14:45","73","n/e","n/e","n/e","7","n/e"
"11.11.2022 14:45 - 11.11.2022 15:00","64","n/e","n/e","n/e","7","n/e"
"11.11.2022 15:00 - 11.11.2022 15:15","56","n/e","n/e","n/e","8","n/e"
"11.11.2022 15:15 - 11.11.2022 15:30","47","n/e","n/e","n/e","8","n/e"
"11.11.2022 15:30 - 11.11.2022 15:45","38","n/e","n/e","n/e","8","n/e"
"11.11.2022 15:45 - 11.11.2022 16:00","29","n/e","n/e","n/e","9","n/e"
"11.11.2022 16:00 - 11.11.2022 16:15","20","n/e","n/e","n/e","11","n/e"
"11.11.2022 16:15 - 11.11.2022 16:30","12","n/e","n/e","n/e","11","n/e"
"11.11.2022 16:30 - 11.11.2022 16:45","5","n/e","n/e","n/e","11","n/e"
"11.11.2022 16:45 - 11.11.2022 17:00","1","n/e","n/e","n/e","12","n/e"
"11.11.2022 17:00 - 11.11.2022 17:15","0","n/e","n/e","n/e","14","n/e"
"11.11.2022 17:15 - 11.11.2022 17:30","0","n/e","n/e","n/e","15","n/e"
"11.11.2022 17:30 - 11.11.2022 17:45","0","n/e","n/e","n/e","15","n/e"
"11.11.2022 17:45 - 11.11.2022 18:00","0","n/e","n/e","n/e","15","n/e"
"11.11.2022 18:00 - 11.11.2022 18:15","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 18:15 - 11.11.2022 18:30","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 18:30 - 11.11.2022 18:45","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 18:45 - 11.11.2022 19:00","0","n/e","n/e","n/e","19","n/e"
"11.11.2022 19:00 - 11.11.2022 19:15","0","n/e","n/e","n/e","20","n/e"
"11.11.2022 19:15 - 11.11.2022 19:30","0","n/e","n/e","n/e","20","n/e"
"11.11.2022 19:30 - 11.11.2022 19:45","0","n/e","n/e","n/e","20","n/e"
"11.11.2022 19:45 - 11.11.2022 20:00","0","n/e","n/e","n/e","20","n/e"
"11.11.2022 20:00 - 11.11.2022 20:15","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 20:15 - 11.11.2022 20:30","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 20:30 - 11.11.2022 20:45","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 20:45 - 11.11.2022 21:00","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 21:00 - 11.11.2022 21:15","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 21:15 - 11.11.2022 21:30","0","n/e","n/e","n/e","17","n/e"
"11.11.2022 21:30 - 11.11.2022 21:45","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 21:45 - 11.11.2022 22:00","0","n/e","n/e","n/e","18","n/e"
"11.11.2022 22:00 - 11.11.2022 22:15","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 22:15 - 11.11.2022 22:30","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 22:30 - 11.11.2022 22:45","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 22:45 - 11.11.2022 23:00","0","n/e","n/e","n/e","16","n/e"
"11.11.2022 23:00 - 11.11.2022 23:15","0","n/e","n/e","n/e","14","n/e"
"11.11.2022 23:15 - 11.11.2022 23:30","0","n/e","n/e","n/e","14","n/e"
"11.11.2022 23:30 - 11.11.2022 23:45","0","n/e","n/e","n/e","14","n/e"
"11.11.2022 23:45 - 12.11.2022 00:00","0","n/e","n/e","n/e","14","n/e"
"12.11.2022 00:00 - 12.11.2022 00:15","0","n/e","n/e","n/e","16","n/e"
"12.11.2022 00:15 - 12.11.2022 00:30","0","n/e","n/e","n/e","15","n/e"
"12.11.2022 00:30 - 12.11.2022 00:45","0","n/e","n/e","n/e","15","n/e"
"12.11.2022 00:45 - 12.11.2022 01:00","0","n/e","n/e","n/e","14","n/e"
"12.11.2022 01:00 - 12.11.2022 01:15","0","n/e","n/e","n/e","11","n/e"
"12.11.2022 01:15 - 12.11.2022 01:30","0","n/e","n/e","n/e","10","n/e"
"12.11.2022 01:30 - 12.11.2022 01:45","0","n/e","n/e","n/e","10","n/e"
"12.11.2022 01:45 - 12.11.2022 02:00","0","n/e","n/e","n/e","9","n/e"
"12.11.2022 02:00 - 12.11.2022 02:15","0","n/e","n/e","n/e","7","n/e"
"12.11.2022 02:15 - 12.11.2022 02:30","0","n/e","n/e","n/e","6","n/e"
"12.11.2022 02:30 - 12.11.2022 02:45","0","n/e","n/e","n/e","6","n/e"
"12.11.2022 02:45 - 12.11.2022 03:00","0","n/e","n/e","n/e","6","n/e"
"12.11.2022 03:00 - 12.11.2022 03:15","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 03:15 - 12.11.2022 03:30","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 03:30 - 12.11.2022 03:45","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 03:45 - 12.11.2022 04:00","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 04:00 - 12.11.2022 04:15","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 04:15 - 12.11.2022 04:30","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 04:30 - 12.11.2022 04:45","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 04:45 - 12.11.2022 05:00","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 05:00 - 12.11.2022 05:15","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 05:15 - 12.11.2022 05:30","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 05:30 - 12.11.2022 05:45","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 05:45 - 12.11.2022 06:00","0","n/e","n/e","n/e","3","n/e"
"12.11.2022 06:00 - 12.11.2022 06:15","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 06:15 - 12.11.2022 06:30","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 06:30 - 12.11.2022 06:45","0","n/e","n/e","n/e","4","n/e"
"12.11.2022 06:45 - 12.11.2022 07:00","0","n/e","n/e","n/e","5","n/e"
"12.11.2022 07:00 - 12.11.2022 07:15","0","n/e","n/e","n/e","5","n/e"
"12.11.2022 07:15 - 12.11.2022 07:30","0","n/e","n/e","n/e","6","n/e"
"12.11.2022 07:30 - 12.11.2022 07:45","0","n/e","n/e","n/e","6","n/e"
"12.11.2022 07:45 - 12.11.2022 08:00","1","n/e","n/e","n/e","6","n/e"
"12.11.2022 08:00 - 12.11.2022 08:15","5","n/e","n/e","n/e","7","n/e"
"12.11.2022 08:15 - 12.11.2022 08:30","10","n/e","n/e","n/e","7","n/e"
"12.11.2022 08:30 - 12.11.2022 08:45","17","n/e","n/e","n/e","7","n/e"
"12.11.2022 08:45 - 12.11.2022 09:00","24","n/e","n/e","n/e","7","n/e"
"12.11.2022 09:00 - 12.11.2022 09:15","31","n/e","n/e","n/e","8","n/e"
"12.11.2022 09:15 - 12.11.2022 09:30","38","n/e","n/e","n/e","8","n/e"
"12.11.2022 09:30 - 12.11.2022 09:45","45","n/e","n/e","n/e","8","n/e"
"12.11.2022 09:45 - 12.11.2022 10:00","52","n/e","n/e","n/e","8","n/e"
"12.11.2022 10:00 - 12.11.2022 10:15","59","n/e","n/e","n/e","8","n/e"
"12.11.2022 10:15 - 12.11.2022 10:30","66","n/e","n/e","n/e","8","n/e"
"12.11.2022 10:30 - 12.11.2022 10:45","72","n/e","n/e","n/e","8","n/e"
"12.11.2022 10:45 - 12.11.2022 11:00","80","n/e","n/e","n/e","8","n/e"
"12.11.2022 11:00 - 12.11.2022 11:15","87","n/e","n/e","n/e","8","n/e"
"12.11.2022 11:15 - 12.11.2022 11:30","94","n/e","n/e","n/e","8","n/e"
"12.11.2022 11:30 - 12.11.2022 11:45","100","n/e","n/e","n/e","8","n/e"
"12.11.2022 11:45 - 12.11.2022 12:00","106","n/e","n/e","n/e","7","n/e"
"12.11.2022 12:00 - 12.11.2022 12:15","110","n/e","n/e","n/e","6","n/e"
"12.11.2022 12:15 - 12.11.2022 12:30","114","n/e","n/e","n/e","6","n/e"
"12.11.2022 12:30 - 12.11.2022 12:45","116","n/e","n/e","n/e","6","n/e"
"12.11.2022 12:45 - 12.11.2022 13:00","116","n/e","n/e","n/e","6","n/e"
"12.11.2022 13:00 - 12.11.2022 13:15","114","n/e","n/e","n/e","5","n/e"
"12.11.2022 13:15 - 12.11.2022 13:30","112","n/e","n/e","n/e","5","n/e"
"12.11.2022 13:30 - 12.11.2022 13:45","107","n/e","n/e","n/e","4","n/e"
"12.11.2022 13:45 - 12.11.2022 14:00","102","n/e","n/e","n/e","4","n/e"
"12.11.2022 14:00 - 12.11.2022 14:15","95","n/e","n/e","n/e","4","n/e"
"12.11.2022 14:15 - 12.11.2022 14:30","87","n/e","n/e","n/e","4","n/e"
"12.11.2022 14:30 - 12.11.2022 14:45","79","n/e","n/e","n/e","4","n/e"
"12.11.2022 14:45 - 12.11.2022 15:00","69","n/e","n/e","n/e","4","n/e"
"12.11.2022 15:00 - 12.11.2022 15:15","60","n/e","n/e","n/e","4","n/e"
"12.11.2022 15:15 - 12.11.2022 15:30","50","n/e","n/e","n/e","4","n/e"
"12.11.2022 15:30 - 12.11.2022 15:45","40","n/e","n/e","n/e","4","n/e"
"12.11.2022 15:45 - 12.11.2022 16:00","31","n/e","n/e","n/e","4","n/e"
"12.11.2022 16:00 - 12.11.2022 16:15","21","n/e","n/e","n/e","6","n/e"
"12.11.2022 16:15 - 12.11.2022 16:30","12","n/e","n/e","n/e","6","n/e"
"12.11.2022 16:30 - 12.11.2022 16:45","4","n/e","n/e","n/e","6","n/e"
"12.11.2022 16:45 - 12.11.2022 17:00","1","n/e","n/e","n/e","7","n/e"
"12.11.2022 17:00 - 12.11.2022 17:15","0","n/e","n/e","n/e","9","n/e"
"12.11.2022 17:15 - 12.11.2022 17:30","0","n/e","n/e","n/e","9","n/e"
"12.11.2022 17:30 - 12.11.2022 17:45","0","n/e","n/e","n/e","10","n/e"
"12.11.2022 17:45 - 12.11.2022 18:00","0","n/e","n/e","n/e","10","n/e"
"12.11.2022 18:00 - 12.11.2022 18:15","0","n/e","n/e","n/e","13","n/e"
"12.11.2022 18:15 - 12.11.2022 18:30","0","n/e","n/e","n/e","13","n/e"
"12.11.2022 18:30 - 12.11.2022 18:45","0","n/e","n/e","n/e","14","n/e"
"12.11.2022 18:45 - 12.11.2022 19:00","0","n/e","n/e","n/e","14","n/e"
"12.11.2022 19:00 - 12.11.2022 19:15","0","n/e","n/e","n/e","17","n/e"
"12.11.2022 19:15 - 12.11.2022 19:30","0","n/e","n/e","n/e","17","n/e"
"12.11.2022 19:30 - 12.11.2022 19:45","0","n/e","n/e","n/e","17","n/e"
"12.11.2022 19:45 - 12.11.2022 20:00","0","n/e","n/e","n/e","17","n/e"
"12.11.2022 20:00 - 12.11.2022 20:15","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 20:15 - 12.11.2022 20:30","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 20:30 - 12.11.2022 20:45","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 20:45 - 12.11.2022 21:00","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 21:00 - 12.11.2022 21:15","0","n/e","n/e","n/e","19","n/e"
"12.11.2022 21:15 - 12.11.2022 21:30","0","n/e","n/e","n/e","19","n/e"
"12.11.2022 21:30 - 12.11.2022 21:45","0","n/e","n/e","n/e","19","n/e"
"12.11.2022 21:45 - 12.11.2022 22:00","0","n/e","n/e","n/e","19","n/e"
"12.11.2022 22:00 - 12.11.2022 22:15","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 22:15 - 12.11.2022 22:30","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 22:30 - 12.11.2022 22:45","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 22:45 - 12.11.2022 23:00","0","n/e","n/e","n/e","18","n/e"
"12.11.2022 23:00 - 12.11.2022 23:15","0","n/e","n/e","n/e","16","n/e"
"12.11.2022 23:15 - 12.11.2022 23:30","0","n/e","n/e","n/e","17","n/e"
"12.11.2022 23:30 - 12.11.2022 23:45","0","n/e","n/e","n/e","17","n/e"
"12.11.2022 23:45 - 13.11.2022 00:00","0","n/e","n/e","n/e","17","n/e"
"13.11.2022 00:00 - 13.11.2022 00:15","0","n/e","n/e","n/e","8","n/e"
"13.11.2022 00:15 - 13.11.2022 00:30","0","n/e","n/e","n/e","8","n/e"
"13.11.2022 00:30 - 13.11.2022 00:45","0","n/e","n/e","n/e","8","n/e"
"13.11.2022 00:45 - 13.11.2022 01:00","0","n/e","n/e","n/e","8","n/e"
"13.11.2022 01:00 - 13.11.2022 01:15","0","n/e","n/e","n/e","9","n/e"
"13.11.2022 01:15 - 13.11.2022 01:30","0","n/e","n/e","n/e","9","n/e"
"13.11.2022 01:30 - 13.11.2022 01:45","0","n/e","n/e","n/e","9","n/e"
"13.11.2022 01:45 - 13.11.2022 02:00","0","n/e","n/e","n/e","9","n/e"
"13.11.2022 02:00 - 13.11.2022 02:15","0","n/e","n/e","n/e","11","n/e"
"13.11.2022 02:15 - 13.11.2022 02:30","0","n/e","n/e","n/e","11","n/e"
"13.11.2022 02:30 - 13.11.2022 02:45","0","n/e","n/e","n/e","11","n/e"
"13.11.2022 02:45 - 13.11.2022 03:00","0","n/e","n/e","n/e","11","n/e"
"13.11.2022 03:00 - 13.11.2022 03:15","0","n/e","n/e","n/e","13","n/e"
"13.11.2022 03:15 - 13.11.2022 03:30","0","n/e","n/e","n/e","13","n/e"
"13.11.2022 03:30 - 13.11.2022 03:45","0","n/e","n/e","n/e","14","n/e"
"13.11.2022 03:45 - 13.11.2022 04:00","0","n/e","n/e","n/e","14","n/e"
"13.11.2022 04:00 - 13.11.2022 04:15","0","n/e","n/e","n/e","17","n/e"
"13.11.2022 04:15 - 13.11.2022 04:30","0","n/e","n/e","n/e","18","n/e"
"13.11.2022 04:30 - 13.11.2022 04:45","0","n/e","n/e","n/e","19","n/e"
"13.11.2022 04:45 - 13.11.2022 05:00","0","n/e","n/e","n/e","19","n/e"
"13.11.2022 05:00 - 13.11.2022 05:15","0","n/e","n/e","n/e","23","n/e"
"13.11.2022 05:15 - 13.11.2022 05:30","0","n/e","n/e","n/e","24","n/e"
"13.11.2022 05:30 - 13.11.2022 05:45","0","n/e","n/e","n/e","24","n/e"
"13.11.2022 05:45 - 13.11.2022 06:00","0","n/e","n/e","n/e","24","n/e"
"13.11.2022 06:00 - 13.11.2022 06:15","0","n/e","n/e","n/e","28","n/e"
"13.11.2022 06:15 - 13.11.2022 06:30","0","n/e","n/e","n/e","29","n/e"
"13.11.2022 06:30 - 13.11.2022 06:45","0","n/e","n/e","n/e","29","n/e"
"13.11.2022 06:45 - 13.11.2022 07:00","0","n/e","n/e","n/e","29","n/e"
"13.11.2022 07:00 - 13.11.2022 07:15","0","n/e","n/e","n/e","34","n/e"
"13.11.2022 07:15 - 13.11.2022 07:30","0","n/e","n/e","n/e","34","n/e"
"13.11.2022 07:30 - 13.11.2022 07:45","0","n/e","n/e","n/e","35","n/e"
"13.11.2022 07:45 - 13.11.2022 08:00","2","n/e","n/e","n/e","35","n/e"
"13.11.2022 08:00 - 13.11.2022 08:15","9","n/e","n/e","n/e","40","n/e"
"13.11.2022 08:15 - 13.11.2022 08:30","21","n/e","n/e","n/e","40","n/e"
"13.11.2022 08:30 - 13.11.2022 08:45","33","n/e","n/e","n/e","41","n/e"
"13.11.2022 08:45 - 13.11.2022 09:00","44","n/e","n/e","n/e","41","n/e"
"13.11.2022 09:00 - 13.11.2022 09:15","56","n/e","n/e","n/e","43","n/e"
"13.11.2022 09:15 - 13.11.2022 09:30","68","n/e","n/e","n/e","43","n/e"
"13.11.2022 09:30 - 13.11.2022 09:45","80","n/e","n/e","n/e","44","n/e"
"13.11.2022 09:45 - 13.11.2022 10:00","92","n/e","n/e","n/e","44","n/e"
"13.11.2022 10:00 - 13.11.2022 10:15","102","n/e","n/e","n/e","44","n/e"
"13.11.2022 10:15 - 13.11.2022 10:30","112","n/e","n/e","n/e","44","n/e"
"13.11.2022 10:30 - 13.11.2022 10:45","121","n/e","n/e","n/e","44","n/e"
"13.11.2022 10:45 - 13.11.2022 11:00","128","n/e","n/e","n/e","44","n/e"
"13.11.2022 11:00 - 13.11.2022 11:15","134","n/e","n/e","n/e","43","n/e"
"13.11.2022 11:15 - 13.11.2022 11:30","139","n/e","n/e","n/e","42","n/e"
"13.11.2022 11:30 - 13.11.2022 11:45","143","n/e","n/e","n/e","42","n/e"
"13.11.2022 11:45 - 13.11.2022 12:00","146","n/e","n/e","n/e","41","n/e"
"13.11.2022 12:00 - 13.11.2022 12:15","148","n/e","n/e","n/e","37","n/e"
"13.11.2022 12:15 - 13.11.2022 12:30","148","n/e","n/e","n/e","36","n/e"
"13.11.2022 12:30 - 13.11.2022 12:45","147","n/e","n/e","n/e","35","n/e"
"13.11.2022 12:45 - 13.11.2022 13:00","145","n/e","n/e","n/e","34","n/e"
"13.11.2022 13:00 - 13.11.2022 13:15","142","n/e","n/e","n/e","28","n/e"
"13.11.2022 13:15 - 13.11.2022 13:30","138","n/e","n/e","n/e","27","n/e"
"13.11.2022 13:30 - 13.11.2022 13:45","132","n/e","n/e","n/e","27","n/e"
"13.11.2022 13:45 - 13.11.2022 14:00","125","n/e","n/e","n/e","27","n/e"
"13.11.2022 14:00 - 13.11.2022 14:15","116","n/e","n/e","n/e","26","n/e"
"13.11.2022 14:15 - 13.11.2022 14:30","107","n/e","n/e","n/e","26","n/e"
"13.11.2022 14:30 - 13.11.2022 14:45","97","n/e","n/e","n/e","27","n/e"
"13.11.2022 14:45 - 13.11.2022 15:00","85","n/e","n/e","n/e","27","n/e"
