"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"12.12.2022 06:00 - 12.12.2022 06:15","0","0","1469","1634","3494","3254"
"12.12.2022 06:15 - 12.12.2022 06:30","0","0","1461","1606","3549","3346"
"12.12.2022 06:30 - 12.12.2022 06:45","0","0","1462","1628","3601","3381"
"12.12.2022 06:45 - 12.12.2022 07:00","0","0","1453","1570","3648","3429"
"12.12.2022 07:00 - 12.12.2022 07:15","0","0","1449","1607","3676","3380"
"12.12.2022 07:15 - 12.12.2022 07:30","0","0","1454","1600","3686","3326"
"12.12.2022 07:30 - 12.12.2022 07:45","3","0","1452","1627","3698","3289"
"12.12.2022 07:45 - 12.12.2022 08:00","27","6","1450","1724","3728","3259"
"12.12.2022 08:00 - 12.12.2022 08:15","110","58","1452","1686","3752","3235"
"12.12.2022 08:15 - 12.12.2022 08:30","309","210","1472","1655","3753","3244"
"12.12.2022 08:30 - 12.12.2022 08:45","714","536","1485","1672","3753","3222"
"12.12.2022 08:45 - 12.12.2022 09:00","1162","916","1498","1714","3746","3197"
"12.12.2022 09:00 - 12.12.2022 09:15","1694","1355","1512","1697","3740","3172"
"12.12.2022 09:15 - 12.12.2022 09:30","2332","1865","1485","1699","3701","3109"
"12.12.2022 09:30 - 12.12.2022 09:45","3017","2311","1455","1743","3662","3044"
"12.12.2022 09:45 - 12.12.2022 10:00","3706","2763","1422","1714","3616","2976"
"12.12.2022 10:00 - 12.12.2022 10:15","4353","3193","1393","1747","3567","2917"
"12.12.2022 10:15 - 12.12.2022 10:30","4964","3586","1371","1780","3448","2825"
"12.12.2022 10:30 - 12.12.2022 10:45","5541","4030","1342","1842","3332","2710"
"12.12.2022 10:45 - 12.12.2022 11:00","6063","4480","1315","1838","3214","2617"
"12.12.2022 11:00 - 12.12.2022 11:15","6548","4898","1293","1821","3102","2529"
"12.12.2022 11:15 - 12.12.2022 11:30","6951","5241","1274","1862","3036","2462"
"12.12.2022 11:30 - 12.12.2022 11:45","7281","5462","1252","1811","2965","2407"
"12.12.2022 11:45 - 12.12.2022 12:00","7523","5692","1229","1833","2907","2336"
"12.12.2022 12:00 - 12.12.2022 12:15","7634","5919","1201","1743","2852","2282"
"12.12.2022 12:15 - 12.12.2022 12:30","7658","5996","1182","1675","2835","2253"
"12.12.2022 12:30 - 12.12.2022 12:45","7594","6073","1168","1671","2823","2208"
"12.12.2022 12:45 - 12.12.2022 13:00","7425","5919","1144","1651","2816","2183"
"12.12.2022 13:00 - 12.12.2022 13:15","7156","5729","1124","1590","2826","2178"
"12.12.2022 13:15 - 12.12.2022 13:30","6797","5524","1110","1560","2833","2178"
"12.12.2022 13:30 - 12.12.2022 13:45","6371","5272","1094","1562","2834","2183"
"12.12.2022 13:45 - 12.12.2022 14:00","5870","4906","1076","1520","2835","2186"
"12.12.2022 14:00 - 12.12.2022 14:15","5317","4470","1066","1431","2835","2186"
"12.12.2022 14:15 - 12.12.2022 14:30","4684","3957","1074","1481","2849","2207"
"12.12.2022 14:30 - 12.12.2022 14:45","4013","3388","1084","1493","2862","2221"
"12.12.2022 14:45 - 12.12.2022 15:00","3304","2869","1091","1493","2881","2233"
"12.12.2022 15:00 - 12.12.2022 15:15","2598","2248","1097","1483","2903","2254"
"12.12.2022 15:15 - 12.12.2022 15:30","1919","1670","1098","1488","2989","2326"
"12.12.2022 15:30 - 12.12.2022 15:45","1287","1085","1100","1452","3083","2392"
"12.12.2022 15:45 - 12.12.2022 16:00","731","614","1105","1405","3159","2440"
"12.12.2022 16:00 - 12.12.2022 16:15","335","253","1106","1403","3243","2505"
"12.12.2022 16:15 - 12.12.2022 16:30","92","68","1123","1372","3362","2579"
"12.12.2022 16:30 - 12.12.2022 16:45","26","17","1138","1320","3478","2672"
"12.12.2022 16:45 - 12.12.2022 17:00","10","5","1154","1308","3586","2762"
"12.12.2022 17:00 - 12.12.2022 17:15","0","0","1170","1314","3688","2838"
"12.12.2022 17:15 - 12.12.2022 17:30","0","0","1207","1325","3764","2889"
"12.12.2022 17:30 - 12.12.2022 17:45","0","0","1244","1354","3834","2952"
"12.12.2022 17:45 - 12.12.2022 18:00","0","0","1280","1348","3905","3008"
"12.12.2022 18:00 - 12.12.2022 18:15","0","0","1323","1317","3971","3080"
"12.12.2022 18:15 - 12.12.2022 18:30","0","0","1363","1321","4005","3148"
"12.12.2022 18:30 - 12.12.2022 18:45","0","0","1399","1329","4036","3231"
"12.12.2022 18:45 - 12.12.2022 19:00","0","0","1435","1356","4079","3290"
"12.12.2022 19:00 - 12.12.2022 19:15","0","0","1476","1427","4116","3369"
"12.12.2022 19:15 - 12.12.2022 19:30","0","0","1494","1405","4133","3402"
"12.12.2022 19:30 - 12.12.2022 19:45","0","0","1508","1513","4143","3436"
"12.12.2022 19:45 - 12.12.2022 20:00","0","0","1525","1564","4153","3438"
"12.12.2022 20:00 - 12.12.2022 20:15","0","0","1533","1582","4160","3461"
"12.12.2022 20:15 - 12.12.2022 20:30","0","0","1554","1644","4183","3497"
"12.12.2022 20:30 - 12.12.2022 20:45","0","0","1579","1690","4204","3483"
"12.12.2022 20:45 - 12.12.2022 21:00","0","0","1593","1683","4227","3510"
"12.12.2022 21:00 - 12.12.2022 21:15","0","0","1608","1707","4249","3550"
"12.12.2022 21:15 - 12.12.2022 21:30","0","0","1612","1675","4287","3604"
"12.12.2022 21:30 - 12.12.2022 21:45","0","0","1600","1625","4323","3639"
"12.12.2022 21:45 - 12.12.2022 22:00","0","0","1594","1664","4367","3662"
"12.12.2022 22:00 - 12.12.2022 22:15","0","0","1584","1642","4385","3672"
"12.12.2022 22:15 - 12.12.2022 22:30","0","0","1602","1583","4416","3710"
"12.12.2022 22:30 - 12.12.2022 22:45","0","0","1618","1558","4445","3776"
"12.12.2022 22:45 - 12.12.2022 23:00","0","0","1633","1557","4475","3812"
"12.12.2022 23:00 - 12.12.2022 23:15","0","0","1647","1572","4504","3857"
"12.12.2022 23:15 - 12.12.2022 23:30","0","0","1677","1596","4537","3918"
"12.12.2022 23:30 - 12.12.2022 23:45","0","0","1700","1644","4572","4029"
"12.12.2022 23:45 - 13.12.2022 00:00","0","0","1722","1594","4606","4080"
"13.12.2022 00:00 - 13.12.2022 00:15","0","0","1589","1813","4264","4179"
"13.12.2022 00:15 - 13.12.2022 00:30","0","0","1587","1782","4300","4147"
"13.12.2022 00:30 - 13.12.2022 00:45","0","0","1575","1705","4337","4116"
"13.12.2022 00:45 - 13.12.2022 01:00","0","0","1566","1680","4376","4123"
"13.12.2022 01:00 - 13.12.2022 01:15","0","0","1550","1658","4410","4152"
"13.12.2022 01:15 - 13.12.2022 01:30","0","0","1535","1674","4428","4151"
"13.12.2022 01:30 - 13.12.2022 01:45","0","0","1522","1667","4442","4197"
"13.12.2022 01:45 - 13.12.2022 02:00","0","0","1503","1657","4457","4197"
"13.12.2022 02:00 - 13.12.2022 02:15","0","0","1483","1667","4476","4246"
"13.12.2022 02:15 - 13.12.2022 02:30","0","0","1453","1614","4510","4223"
"13.12.2022 02:30 - 13.12.2022 02:45","0","0","1424","1562","4541","4222"
"13.12.2022 02:45 - 13.12.2022 03:00","0","0","1397","1549","4572","4245"
"13.12.2022 03:00 - 13.12.2022 03:15","0","0","1367","1531","4601","4377"
"13.12.2022 03:15 - 13.12.2022 03:30","0","0","1347","1534","4641","4432"
"13.12.2022 03:30 - 13.12.2022 03:45","0","0","1333","1516","4680","4487"
"13.12.2022 03:45 - 13.12.2022 04:00","0","0","1317","1512","4721","4519"
"13.12.2022 04:00 - 13.12.2022 04:15","0","0","1299","1526","4766","4556"
"13.12.2022 04:15 - 13.12.2022 04:30","0","0","1293","1550","4818","4586"
"13.12.2022 04:30 - 13.12.2022 04:45","0","0","1288","1553","4872","4634"
"13.12.2022 04:45 - 13.12.2022 05:00","0","0","1284","1453","4923","4659"
"13.12.2022 05:00 - 13.12.2022 05:15","0","0","1279","1426","4979","4678"
"13.12.2022 05:15 - 13.12.2022 05:30","0","0","1257","1344","5036","4671"
"13.12.2022 05:30 - 13.12.2022 05:45","0","0","1236","1349","5092","4712"
"13.12.2022 05:45 - 13.12.2022 06:00","0","0","1216","1387","5146","4627"
"13.12.2022 06:00 - 13.12.2022 06:15","0","0","1188","1365","5216","4669"
"13.12.2022 06:15 - 13.12.2022 06:30","0","0","1155","1333","5258","4695"
"13.12.2022 06:30 - 13.12.2022 06:45","0","0","1120","1260","5295","4700"
"13.12.2022 06:45 - 13.12.2022 07:00","0","0","1090","1328","5320","4674"
"13.12.2022 07:00 - 13.12.2022 07:15","0","0","1055","1304","5318","4664"
"13.12.2022 07:15 - 13.12.2022 07:30","0","0","1034","1248","5315","4679"
"13.12.2022 07:30 - 13.12.2022 07:45","0","0","1010","1228","5316","4717"
"13.12.2022 07:45 - 13.12.2022 08:00","22","7","984","1255","5323","4808"
"13.12.2022 08:00 - 13.12.2022 08:15","134","80","963","1259","5330","4882"
"13.12.2022 08:15 - 13.12.2022 08:30","423","340","935","1348","5316","4935"
"13.12.2022 08:30 - 13.12.2022 08:45","1072","990","907","1477","5300","4983"
"13.12.2022 08:45 - 13.12.2022 09:00","1799","1635","879","1470","5280","4994"
"13.12.2022 09:00 - 13.12.2022 09:15","2597","2617","853","1461","5258","5036"
"13.12.2022 09:15 - 13.12.2022 09:30","3474","3386","835","1441","5229","4955"
"13.12.2022 09:30 - 13.12.2022 09:45","4403","4241","815","1477","5201","4861"
"13.12.2022 09:45 - 13.12.2022 10:00","5355","5124","800","1498","5155","4765"
"13.12.2022 10:00 - 13.12.2022 10:15","6293","5867","781","1538","5100","4616"
"13.12.2022 10:15 - 13.12.2022 10:30","7207","6703","779","1581","4889","4414"
"13.12.2022 10:30 - 13.12.2022 10:45","8067","7499","776","1634","4678","4214"
"13.12.2022 10:45 - 13.12.2022 11:00","8857","8015","772","1673","4474","3880"
"13.12.2022 11:00 - 13.12.2022 11:15","9641","8634","774","1835","4247","3769"
"13.12.2022 11:15 - 13.12.2022 11:30","10267","9045","779","1923","4101","3668"
"13.12.2022 11:30 - 13.12.2022 11:45","10682","9418","781","1953","3965","3563"
"13.12.2022 11:45 - 13.12.2022 12:00","10959","9707","785","2024","3861","3488"
"13.12.2022 12:00 - 13.12.2022 12:15","11059","9788","798","1876","3730","3355"
"13.12.2022 12:15 - 13.12.2022 12:30","11037","9732","813","1844","3647","3264"
"13.12.2022 12:30 - 13.12.2022 12:45","10876","9455","826","1840","3558","3207"
"13.12.2022 12:45 - 13.12.2022 13:00","10540","9231","838","1893","3475","3091"
"13.12.2022 13:00 - 13.12.2022 13:15","10094","9028","853","1986","3430","2972"
"13.12.2022 13:15 - 13.12.2022 13:30","9506","8312","887","2028","3413","2947"
"13.12.2022 13:30 - 13.12.2022 13:45","8798","7673","921","2124","3392","2913"
"13.12.2022 13:45 - 13.12.2022 14:00","8004","7007","960","2237","3377","2880"
"13.12.2022 14:00 - 13.12.2022 14:15","7155","6243","995","2342","3363","2901"
"13.12.2022 14:15 - 13.12.2022 14:30","6222","5378","1033","2481","3425","2931"
"13.12.2022 14:30 - 13.12.2022 14:45","5237","4454","1077","2628","3488","3000"
"13.12.2022 14:45 - 13.12.2022 15:00","4186","3658","1119","2602","3567","3136"
"13.12.2022 15:00 - 13.12.2022 15:15","3262","2759","1159","2663","3662","3242"
"13.12.2022 15:15 - 13.12.2022 15:30","2379","1932","1202","2774","3974","3512"
"13.12.2022 15:30 - 13.12.2022 15:45","1562","1174","1245","3203","4284","3858"
"13.12.2022 15:45 - 13.12.2022 16:00","848","574","1287","3368","4593","4155"
"13.12.2022 16:00 - 13.12.2022 16:15","355","186","1337","3467","4902","4475"
"13.12.2022 16:15 - 13.12.2022 16:30","68","72","1409","3637","5272","4943"
"13.12.2022 16:30 - 13.12.2022 16:45","15","8","1481","3684","5635","5398"
"13.12.2022 16:45 - 13.12.2022 17:00","7","3","1556","3774","5982","5776"
"13.12.2022 17:00 - 13.12.2022 17:15","0","0","1631","3940","6318","6216"
"13.12.2022 17:15 - 13.12.2022 17:30","0","0","1717","3724","6607","6648"
"13.12.2022 17:30 - 13.12.2022 17:45","0","0","1807","3671","6896","6999"
"13.12.2022 17:45 - 13.12.2022 18:00","0","0","1886","3878","7177","7544"
"13.12.2022 18:00 - 13.12.2022 18:15","0","0","1969","3967","7464","8101"
"13.12.2022 18:15 - 13.12.2022 18:30","0","0","2040","3886","7721","8521"
"13.12.2022 18:30 - 13.12.2022 18:45","0","0","2118","3853","7993","8884"
"13.12.2022 18:45 - 13.12.2022 19:00","0","0","2193","4182","8297","9293"
"13.12.2022 19:00 - 13.12.2022 19:15","0","0","2262","4427","8599","9668"
"13.12.2022 19:15 - 13.12.2022 19:30","0","0","2345","4381","8820","9816"
"13.12.2022 19:30 - 13.12.2022 19:45","0","0","2421","4375","9003","9978"
"13.12.2022 19:45 - 13.12.2022 20:00","0","0","2501","4506","9168","10171"
"13.12.2022 20:00 - 13.12.2022 20:15","0","0","2582","4615","9315","10292"
"13.12.2022 20:15 - 13.12.2022 20:30","0","0","2646","4625","9426","10528"
"13.12.2022 20:30 - 13.12.2022 20:45","0","0","2709","4617","9537","10672"
"13.12.2022 20:45 - 13.12.2022 21:00","0","0","2772","4633","9646","10899"
"13.12.2022 21:00 - 13.12.2022 21:15","0","0","2829","4486","9751","10967"
"13.12.2022 21:15 - 13.12.2022 21:30","0","0","2875","4438","9850","10984"
"13.12.2022 21:30 - 13.12.2022 21:45","0","0","2919","4549","9948","11135"
"13.12.2022 21:45 - 13.12.2022 22:00","0","0","2959","4705","10047","11338"
"13.12.2022 22:00 - 13.12.2022 22:15","0","0","3003","4676","10051","11229"
"13.12.2022 22:15 - 13.12.2022 22:30","0","0","3037","4857","10108","11351"
"13.12.2022 22:30 - 13.12.2022 22:45","0","0","3071","4889","10164","11265"
"13.12.2022 22:45 - 13.12.2022 23:00","0","0","3106","4642","10216","11159"
"13.12.2022 23:00 - 13.12.2022 23:15","0","0","3136","4445","10269","11076"
"13.12.2022 23:15 - 13.12.2022 23:30","0","0","3147","4569","10280","11001"
"13.12.2022 23:30 - 13.12.2022 23:45","0","0","3164","4646","10291","10976"
"13.12.2022 23:45 - 14.12.2022 00:00","0","0","3171","4461","10298","10976"
"14.12.2022 00:00 - 14.12.2022 00:15","0","0","4151","4555","10333","11861"
"14.12.2022 00:15 - 14.12.2022 00:30","0","0","4128","4636","10240","12070"
"14.12.2022 00:30 - 14.12.2022 00:45","0","0","4098","4454","10148","11990"
"14.12.2022 00:45 - 14.12.2022 01:00","0","0","4070","4375","10048","11776"
"14.12.2022 01:00 - 14.12.2022 01:15","0","0","3975","4275","9952","11484"
"14.12.2022 01:15 - 14.12.2022 01:30","0","0","3944","4334","9864","11237"
"14.12.2022 01:30 - 14.12.2022 01:45","0","0","3915","4225","9777","10971"
"14.12.2022 01:45 - 14.12.2022 02:00","0","0","3927","4176","9684","10957"
"14.12.2022 02:00 - 14.12.2022 02:15","0","0","3889","4291","9597","11054"
"14.12.2022 02:15 - 14.12.2022 02:30","0","0","3799","4108","9543","11122"
"14.12.2022 02:30 - 14.12.2022 02:45","0","0","3701","4069","9492","11038"
"14.12.2022 02:45 - 14.12.2022 03:00","0","0","3606","4063","9446","10950"
"14.12.2022 03:00 - 14.12.2022 03:15","0","0","3506","3874","9399","10939"
"14.12.2022 03:15 - 14.12.2022 03:30","0","0","3425","3622","9340","10977"
"14.12.2022 03:30 - 14.12.2022 03:45","0","0","3336","3559","9282","11025"
"14.12.2022 03:45 - 14.12.2022 04:00","0","0","3251","3445","9207","10860"
"14.12.2022 04:00 - 14.12.2022 04:15","0","0","3166","3614","9134","10824"
"14.12.2022 04:15 - 14.12.2022 04:30","0","0","3082","3563","9066","10889"
"14.12.2022 04:30 - 14.12.2022 04:45","0","0","2994","3368","8997","10732"
"14.12.2022 04:45 - 14.12.2022 05:00","0","0","2910","3335","8924","10534"
"14.12.2022 05:00 - 14.12.2022 05:15","0","0","2823","3266","8840","10453"
"14.12.2022 05:15 - 14.12.2022 05:30","0","0","2733","3159","8762","10268"
"14.12.2022 05:30 - 14.12.2022 05:45","0","0","2646","3035","8689","10122"
"14.12.2022 05:45 - 14.12.2022 06:00","0","0","2567","2866","8630","9917"
"14.12.2022 06:00 - 14.12.2022 06:15","0","0","2473","2705","8630","9786"
"14.12.2022 06:15 - 14.12.2022 06:30","0","0","2394","2721","8550","9525"
"14.12.2022 06:30 - 14.12.2022 06:45","0","0","2319","2652","8461","9479"
"14.12.2022 06:45 - 14.12.2022 07:00","0","0","2238","2498","8351","9258"
"14.12.2022 07:00 - 14.12.2022 07:15","1","0","2160","2233","8193","9100"
"14.12.2022 07:15 - 14.12.2022 07:30","2","0","2106","2140","8032","8866"
"14.12.2022 07:30 - 14.12.2022 07:45","5","0","2044","2118","7882","8595"
"14.12.2022 07:45 - 14.12.2022 08:00","16","2","1986","2002","7726","8781"
"14.12.2022 08:00 - 14.12.2022 08:15","57","27","1930","2168","7563","8761"
"14.12.2022 08:15 - 14.12.2022 08:30","190","131","1904","2130","7410","8555"
"14.12.2022 08:30 - 14.12.2022 08:45","453","364","1873","2103","7267","8729"
"14.12.2022 08:45 - 14.12.2022 09:00","756","707","1836","2067","7123","8585"
"14.12.2022 09:00 - 14.12.2022 09:15","1122","1047","1811","2001","6971","8324"
"14.12.2022 09:15 - 14.12.2022 09:30","1534","1408","1809","1975","6783","7940"
"14.12.2022 09:30 - 14.12.2022 09:45","1978","1822","1800","2078","6592","7529"
"14.12.2022 09:45 - 14.12.2022 10:00","2415","2259","1787","2038","6392","7255"
"14.12.2022 10:00 - 14.12.2022 10:15","2835","2637","1778","2035","6197","6820"
"14.12.2022 10:15 - 14.12.2022 10:30","3255","3018","1800","2117","5821","6251"
"14.12.2022 10:30 - 14.12.2022 10:45","3652","3361","1822","2082","5441","5844"
"14.12.2022 10:45 - 14.12.2022 11:00","3988","3571","1840","2100","5049","5415"
"14.12.2022 11:00 - 14.12.2022 11:15","4327","3841","1863","2108","4653","5007"
"14.12.2022 11:15 - 14.12.2022 11:30","4593","4079","1907","2015","4298","4704"
"14.12.2022 11:30 - 14.12.2022 11:45","4793","4256","1951","2101","3939","4260"
"14.12.2022 11:45 - 14.12.2022 12:00","4916","4364","1991","2110","3595","3891"
"14.12.2022 12:00 - 14.12.2022 12:15","5000","4427","2031","2378","3256","3487"
"14.12.2022 12:15 - 14.12.2022 12:30","4980","4511","2053","2358","3057","3209"
"14.12.2022 12:30 - 14.12.2022 12:45","4925","4508","2077","2241","2863","2952"
"14.12.2022 12:45 - 14.12.2022 13:00","4776","4414","2104","2165","2698","2705"
"14.12.2022 13:00 - 14.12.2022 13:15","4594","4335","2131","2088","2584","2500"
"14.12.2022 13:15 - 14.12.2022 13:30","4356","3966","2129","1912","2497","2407"
"14.12.2022 13:30 - 14.12.2022 13:45","4053","3687","2122","1879","2402","2298"
"14.12.2022 13:45 - 14.12.2022 14:00","3714","3354","2110","1959","2310","2180"
"14.12.2022 14:00 - 14.12.2022 14:15","3338","2971","2097","2014","2222","2101"
"14.12.2022 14:15 - 14.12.2022 14:30","2880","2583","2112","2359","2198","2077"
"14.12.2022 14:30 - 14.12.2022 14:45","2384","2122","2127","2195","2174","2077"
"14.12.2022 14:45 - 14.12.2022 15:00","1915","1699","2138","2275","2153","2026"
"14.12.2022 15:00 - 14.12.2022 15:15","1472","1250","2153","2233","2144","2046"
"14.12.2022 15:15 - 14.12.2022 15:30","1092","836","2129","2271","2227","2133"
"14.12.2022 15:30 - 14.12.2022 15:45","750","507","2105","2391","2306","2167"
"14.12.2022 15:45 - 14.12.2022 16:00","455","265","2075","2331","2388","2245"
"14.12.2022 16:00 - 14.12.2022 16:15","219","85","2049","2298","2469","2217"
"14.12.2022 16:15 - 14.12.2022 16:30","80","15","2031","2260","2561","2438"
"14.12.2022 16:30 - 14.12.2022 16:45","32","2","2012","2507","2651","2638"
"14.12.2022 16:45 - 14.12.2022 17:00","9","1","1994","2543","2745","2745"
"14.12.2022 17:00 - 14.12.2022 17:15","0","0","1974","2615","2844","2872"
"14.12.2022 17:15 - 14.12.2022 17:30","0","0","1997","2602","2937","3005"
"14.12.2022 17:30 - 14.12.2022 17:45","0","0","2020","2592","3028","3181"
"14.12.2022 17:45 - 14.12.2022 18:00","0","0","2040","2496","3120","3226"
"14.12.2022 18:00 - 14.12.2022 18:15","0","0","2066","2472","3207","3289"
"14.12.2022 18:15 - 14.12.2022 18:30","0","0","2081","2377","3292","3307"
"14.12.2022 18:30 - 14.12.2022 18:45","0","0","2099","2227","3378","3253"
"14.12.2022 18:45 - 14.12.2022 19:00","0","0","2117","1945","3458","3319"
"14.12.2022 19:00 - 14.12.2022 19:15","0","0","2131","1923","3542","3282"
"14.12.2022 19:15 - 14.12.2022 19:30","0","0","2155","1860","3615","3355"
"14.12.2022 19:30 - 14.12.2022 19:45","0","0","2177","1980","3681","3439"
"14.12.2022 19:45 - 14.12.2022 20:00","0","0","2214","2047","3741","3551"
"14.12.2022 20:00 - 14.12.2022 20:15","0","0","2240","2051","3792","3652"
"14.12.2022 20:15 - 14.12.2022 20:30","0","0","2206","2350","3822","3742"
"14.12.2022 20:30 - 14.12.2022 20:45","0","0","2169","2293","3852","3844"
"14.12.2022 20:45 - 14.12.2022 21:00","0","0","2134","2334","3887","4047"
"14.12.2022 21:00 - 14.12.2022 21:15","0","0","2100","2300","3876","4226"
"14.12.2022 21:15 - 14.12.2022 21:30","0","0","2060","2284","3925","4276"
"14.12.2022 21:30 - 14.12.2022 21:45","0","0","2019","2511","3972","4345"
"14.12.2022 21:45 - 14.12.2022 22:00","0","0","1981","2624","4032","4434"
"14.12.2022 22:00 - 14.12.2022 22:15","0","0","1958","2904","4079","4517"
"14.12.2022 22:15 - 14.12.2022 22:30","0","0","1979","2834","4144","4693"
"14.12.2022 22:30 - 14.12.2022 22:45","0","0","1993","2846","4208","4957"
"14.12.2022 22:45 - 14.12.2022 23:00","0","0","2009","2837","4280","5053"
"14.12.2022 23:00 - 14.12.2022 23:15","0","0","2032","2911","4345","5122"
"14.12.2022 23:15 - 14.12.2022 23:30","0","0","2151","2797","4433","5203"
"14.12.2022 23:30 - 14.12.2022 23:45","0","0","2272","2776","4520","5383"
"14.12.2022 23:45 - 15.12.2022 00:00","0","0","2381","2976","4611","5493"
"15.12.2022 00:00 - 15.12.2022 00:15","0","0","2423","3202","5634","5745"
"15.12.2022 00:15 - 15.12.2022 00:30","0","0","2418","3362","5768","5860"
"15.12.2022 00:30 - 15.12.2022 00:45","0","0","2414","3144","5899","5828"
"15.12.2022 00:45 - 15.12.2022 01:00","0","0","2407","3323","6032","6085"
"15.12.2022 01:00 - 15.12.2022 01:15","0","0","2291","3137","6156","6235"
"15.12.2022 01:15 - 15.12.2022 01:30","0","0","2425","2909","6214","6287"
"15.12.2022 01:30 - 15.12.2022 01:45","0","0","2547","3017","6250","6603"
"15.12.2022 01:45 - 15.12.2022 02:00","0","0","2661","3056","6281","6749"
"15.12.2022 02:00 - 15.12.2022 02:15","0","0","2799","3064","6307","6730"
"15.12.2022 02:15 - 15.12.2022 02:30","0","0","2950","2903","6345","6760"
"15.12.2022 02:30 - 15.12.2022 02:45","0","0","3096","2629","6392","6764"
"15.12.2022 02:45 - 15.12.2022 03:00","0","0","3244","2776","6446","6905"
"15.12.2022 03:00 - 15.12.2022 03:15","0","0","3382","2439","6498","6952"
"15.12.2022 03:15 - 15.12.2022 03:30","0","0","3543","2601","6604","7285"
"15.12.2022 03:30 - 15.12.2022 03:45","0","0","3695","2703","6707","7359"
"15.12.2022 03:45 - 15.12.2022 04:00","0","0","3840","2700","6805","7330"
"15.12.2022 04:00 - 15.12.2022 04:15","0","0","3975","2850","6906","7333"
"15.12.2022 04:15 - 15.12.2022 04:30","0","0","4037","2842","6984","7268"
"15.12.2022 04:30 - 15.12.2022 04:45","0","0","4096","2927","7057","7285"
"15.12.2022 04:45 - 15.12.2022 05:00","0","0","4149","3392","7126","7144"
"15.12.2022 05:00 - 15.12.2022 05:15","0","0","4194","3523","7199","7156"
"15.12.2022 05:15 - 15.12.2022 05:30","0","0","4183","3653","7323","7307"
"15.12.2022 05:30 - 15.12.2022 05:45","0","0","4170","3717","7447","7411"
"15.12.2022 05:45 - 15.12.2022 06:00","0","0","4154","3904","7585","7490"
"15.12.2022 06:00 - 15.12.2022 06:15","0","0","4113","4146","7812","7628"
"15.12.2022 06:15 - 15.12.2022 06:30","0","0","4082","4035","7935","7587"
"15.12.2022 06:30 - 15.12.2022 06:45","0","0","4047","3696","8061","7585"
"15.12.2022 06:45 - 15.12.2022 07:00","0","0","3961","3705","8174","7689"
"15.12.2022 07:00 - 15.12.2022 07:15","1","0","3913","3518","8258","7776"
"15.12.2022 07:15 - 15.12.2022 07:30","1","0","3884","3465","8333","7845"
"15.12.2022 07:30 - 15.12.2022 07:45","5","0","3852","3446","8414","7920"
"15.12.2022 07:45 - 15.12.2022 08:00","19","0","3816","3386","8498","8058"
"15.12.2022 08:00 - 15.12.2022 08:15","67","19","3780","3382","8574","8003"
"15.12.2022 08:15 - 15.12.2022 08:30","211","134","3805","3241","8637","8173"
"15.12.2022 08:30 - 15.12.2022 08:45","544","463","3818","3096","8705","8200"
"15.12.2022 08:45 - 15.12.2022 09:00","1037","1026","3806","3117","8777","8153"
"15.12.2022 09:00 - 15.12.2022 09:15","1605","1612","3783","3109","8837","8139"
"15.12.2022 09:15 - 15.12.2022 09:30","2277","2299","3736","2798","8871","8085"
"15.12.2022 09:30 - 15.12.2022 09:45","2987","2893","3690","2793","8903","7929"
"15.12.2022 09:45 - 15.12.2022 10:00","3703","3400","3640","2753","8910","7853"
"15.12.2022 10:00 - 15.12.2022 10:15","4387","3970","3572","2706","8906","7691"
"15.12.2022 10:15 - 15.12.2022 10:30","5038","4526","3514","2687","8817","7502"
"15.12.2022 10:30 - 15.12.2022 10:45","5652","5055","3462","2312","8724","7398"
"15.12.2022 10:45 - 15.12.2022 11:00","6201","5270","3380","2248","8615","6923"
"15.12.2022 11:00 - 15.12.2022 11:15","6719","5610","3282","2187","8515","6506"
"15.12.2022 11:15 - 15.12.2022 11:30","7163","5952","3255","2193","8246","6228"
"15.12.2022 11:30 - 15.12.2022 11:45","7517","6168","3230","2117","7974","5950"
"15.12.2022 11:45 - 15.12.2022 12:00","7762","6391","3208","2066","7724","5724"
"15.12.2022 12:00 - 15.12.2022 12:15","7887","6530","3184","2013","7463","5300"
"15.12.2022 12:15 - 15.12.2022 12:30","7905","6667","3147","1882","7297","5178"
"15.12.2022 12:30 - 15.12.2022 12:45","7838","6598","3107","1824","7138","5186"
"15.12.2022 12:45 - 15.12.2022 13:00","7653","6416","3047","1790","6992","4987"
"15.12.2022 13:00 - 15.12.2022 13:15","7381","6195","2981","1795","6931","4768"
"15.12.2022 13:15 - 15.12.2022 13:30","7021","5440","2907","1693","6935","4698"
"15.12.2022 13:30 - 15.12.2022 13:45","6564","5034","2835","1675","6931","4786"
"15.12.2022 13:45 - 15.12.2022 14:00","6027","4589","2769","1515","6939","4862"
"15.12.2022 14:00 - 15.12.2022 14:15","5418","4061","2701","1342","6952","4917"
"15.12.2022 14:15 - 15.12.2022 14:30","4733","3497","2687","1460","7002","4888"
"15.12.2022 14:30 - 15.12.2022 14:45","3984","2843","2671","1413","7049","4849"
"15.12.2022 14:45 - 15.12.2022 15:00","3218","2251","2651","1385","7108","4865"
